SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1631172,Ousmane Dieng,Ousmane,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1619,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,2:00
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400402,2025-06-08T00:00:00,IND @ OKC,L,25.7,0.333,0.667,0.143,0.0,0.857,0.214,0.0,0.0,0.143,1.0,0.0,1.0,0.0,1.0,0.0,5,12,0.417,1,851,851,851,756,1146,329,1157,407,144,289,834,728,1088,1,842,1,268,1,894,450,411,875,1,25:41
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400402,2025-06-08T00:00:00,IND @ OKC,L,13.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,1,851,851,851,1192,1375,1,1186,407,1,610,834,1,1141,952,842,1,268,1,894,1101,1272,504,1,13:32
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400402,2025-06-08T00:00:00,IND @ OKC,L,21.9,0.714,0.286,0.429,0.0,0.214,0.286,0.357,0.286,0.429,0.667,0.333,1.0,0.0,0.75,0.25,4,7,0.571,1,851,851,851,882,496,1028,781,407,801,190,186,261,633,433,682,1,268,580,728,574,778,373,1,21:54
2024-25,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,22.0,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,1,1,1,1,878,1,1299,369,407,933,610,198,728,284,1,842,837,268,1,894,1101,1272,504,1,22:01
2024-25,1641794,Dillon Jones,Dillon,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1619,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,2:00
2024-25,1631096,Chet Holmgren,Chet,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,27.7,0.727,0.273,0.667,0.133,0.2,0.0,0.133,0.133,0.533,0.8,0.2,1.0,0.0,0.833,0.167,6,11,0.545,1,1,1,1,676,477,1056,369,257,815,610,636,566,477,366,801,1,268,508,826,334,450,433,1,27:45
2024-25,1631114,Jalen Williams,Jalen,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,33.9,0.643,0.357,0.421,0.105,0.158,0.105,0.421,0.0,0.316,0.0,1.0,1.0,0.0,0.2,0.8,5,14,0.357,1,1,1,1,421,640,901,790,304,861,501,137,728,853,952,1,1,268,1180,162,450,285,1028,1,33:51
2024-25,1627936,Alex Caruso,Alex,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,27.1,0.273,0.727,0.2,0.0,0.6,0.1,0.2,0.15,0.2,1.0,0.0,1.0,0.0,1.0,0.0,6,11,0.545,1,1,1,1,699,1246,291,1113,407,282,515,436,532,1030,1,842,1,268,1,894,334,450,433,1,27:05
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400402,2025-06-08T00:00:00,IND @ OKC,L,32.4,0.5,0.5,0.545,0.182,0.273,0.182,0.182,0.273,0.364,0.333,0.667,1.0,0.0,0.5,0.5,4,8,0.5,1,851,851,851,500,847,562,605,193,717,348,499,279,777,779,353,1,268,845,367,574,682,504,1,32:23
2024-25,201949,James Johnson,James,1610612754,IND,Indiana Pacers,0042400402,2025-06-08T00:00:00,IND @ OKC,L,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,1,851,851,851,1576,1,1299,1,407,933,610,834,728,1,952,1,837,268,1239,1,1101,1398,1,1,2:42
2024-25,1629026,Kenrich Williams,Kenrich,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,7.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,1390,1,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,7:38
2024-25,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042400402,2025-06-08T00:00:00,OKC vs. IND,W,36.4,0.81,0.19,0.588,0.176,0.088,0.0,0.324,0.265,0.412,0.1,0.9,1.0,0.0,0.182,0.818,11,21,0.524,1,1,1,1,308,333,1209,526,203,927,610,256,292,656,949,236,1,268,1201,159,58,82,490,1,36:25
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,25.3,0.111,0.889,0.118,0.0,0.882,0.0,0.0,0.0,0.118,1.0,0.0,1.0,0.0,1.0,0.0,6,9,0.667,1,1,1,1,778,1360,180,1172,407,138,610,834,728,1111,1,842,1,268,1,894,334,586,193,1,25:18
2024-25,1630598,Aaron Wiggins,Aaron,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,9.4,0.5,0.5,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,851,851,851,1338,847,562,369,407,933,610,198,728,284,952,1,837,268,1239,1,1101,1272,504,1,9:25
2024-25,1628418,Thomas Bryant,Thomas,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,8.1,0.5,0.5,0.4,0.0,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,2,1.0,1,1,1,1,1370,847,562,803,407,282,610,834,728,657,1,842,1,268,1,894,896,1272,1,1,8:07
2024-25,1641717,Cason Wallace,Cason,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,33.3,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.333,0.0,0.0,0.667,0.333,3,9,0.333,1,851,851,851,450,565,917,1,407,933,610,834,728,1,433,682,837,268,654,618,711,586,1049,1,33:16
2024-25,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,17.0,1.0,0.0,0.667,0.0,0.0,0.222,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,3,5,0.6,1,851,851,851,1066,1,1299,369,407,933,269,198,728,284,952,1,837,268,1239,1,711,944,309,1,17:01
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,32.4,0.455,0.545,0.286,0.0,0.429,0.214,0.285,0.0,0.286,0.0,1.0,0.5,0.5,0.25,0.75,4,11,0.364,1,1,1,1,499,1004,527,1011,407,487,289,288,728,883,952,1,732,137,1144,193,574,450,1014,1,32:24
2024-25,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,38.9,0.462,0.538,0.571,0.286,0.429,0.357,0.0,0.0,0.286,0.0,1.0,0.5,0.5,0.167,0.833,6,13,0.462,1,1,1,1,205,997,542,541,75,487,139,834,728,883,952,1,732,137,1204,146,334,339,744,1,38:55
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,9.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,1,1,1,1,1344,1375,1,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1272,504,1,9:05
2024-25,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,36.3,0.1,0.9,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.8,0.2,5,10,0.5,1,851,851,851,311,1366,177,1186,407,1,610,834,398,1141,952,842,675,249,538,788,450,523,504,1,36:21
2024-25,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,27.6,0.5,0.5,0.4,0.267,0.4,0.0,0.2,0.0,0.133,0.667,0.333,1.0,0.0,0.8,0.2,5,10,0.5,1,1,1,1,683,847,562,803,99,566,610,436,728,1100,433,682,1,268,538,788,450,523,504,1,27:37
2024-25,1642349,Ajay Mitchell,Ajay,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,4.2,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1,851,851,851,1509,565,917,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1168,1362,1,4:10
2024-25,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,16.5,0.833,0.167,0.667,0.0,0.333,0.0,0.0,0.222,0.667,0.333,0.667,1.0,0.0,0.5,0.5,4,6,0.667,1,1,1,1,1077,303,1225,369,407,638,610,834,357,284,779,353,1,268,845,367,574,868,193,1,16:33
2024-25,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,35.0,0.867,0.133,0.632,0.0,0.158,0.105,0.21,0.105,0.632,0.5,0.5,1.0,0.0,0.571,0.429,7,15,0.467,1,1,1,1,364,284,1259,476,407,861,501,426,636,361,551,463,1,268,811,533,252,242,735,1,34:59
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,15.9,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1,5,0.2,1,1,1,1,1100,1,1299,803,407,933,610,57,728,657,952,1,837,268,1239,1,1101,944,1291,1,15:53
2024-25,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,39.6,0.8,0.2,0.579,0.211,0.237,0.053,0.184,0.053,0.368,0.0,1.0,0.333,0.667,0.071,0.929,14,30,0.467,1,851,851,851,178,337,1181,539,153,773,598,496,725,775,952,1,809,106,1237,125,10,3,735,1,39:34
2024-25,1630198,Isaiah Joe,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,11.1,0.667,0.333,0.4,0.4,0.6,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,3,0.667,1,851,851,851,1286,565,917,803,33,282,610,834,131,1141,952,1,1,268,845,367,896,1168,193,1,11:08
2024-25,1627936,Alex Caruso,Alex,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,28.5,0.5,0.5,0.364,0.0,0.273,0.0,0.363,0.0,0.364,0.5,0.5,1.0,0.0,0.667,0.333,3,8,0.375,1,851,851,851,655,847,562,927,407,717,610,175,728,777,551,463,1,268,654,618,711,682,978,1,28:28
2024-25,1629026,Kenrich Williams,Kenrich,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,851,851,851,1678,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,0:39
2024-25,1631114,Jalen Williams,Jalen,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,36.5,0.789,0.211,0.588,0.0,0.176,0.294,0.236,0.118,0.588,0.2,0.8,0.0,1.0,0.167,0.833,6,19,0.316,1,851,851,851,306,366,1176,526,407,846,186,376,612,400,895,270,837,1,1204,146,334,118,1155,1,36:27
2024-25,1631096,Chet Holmgren,Chet,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,23.5,0.889,0.111,0.667,0.0,0.0,0.333,0.333,0.333,0.667,1.0,0.0,0.0,0.0,1.0,0.0,2,9,0.222,1,851,851,851,832,264,1274,369,407,933,143,198,197,284,1,842,837,268,1,894,896,586,1274,1,23:32
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,31.2,0.222,0.778,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,1,1,1,1,543,1304,235,1186,407,135,610,711,728,1141,952,842,1,268,1,894,711,586,1049,1,31:10
2024-25,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,13.8,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,4,0.25,1,1,1,1,1185,847,562,1186,407,1,610,834,1,1141,952,842,837,1,1239,1,1101,1037,1213,1,13:46
2024-25,1641716,Jarace Walker,Jarace,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,7.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1,1,1,1,1407,1,1299,1,407,933,1,834,1,1,1,842,837,268,1,894,1101,1398,1,1,7:04
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,8.6,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,1,1,1,1357,1,1299,655,407,933,610,75,728,503,952,1,837,268,1239,1,1101,1272,504,1,8:34
2024-25,1628969,Mikal Bridges,Mikal,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,32.5,0.778,0.222,0.667,0.133,0.2,0.133,0.133,0.133,0.533,0.8,0.2,1.0,0.0,0.833,0.167,6,9,0.667,1,851,851,851,495,377,1156,369,257,815,460,636,566,477,366,801,1,268,508,826,334,586,193,1,32:27
2024-25,1628404,Josh Hart,Josh,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,21.9,0.667,0.333,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,6,0.167,1,851,851,851,880,565,917,655,407,933,60,75,728,503,952,1,837,268,1239,1,1101,868,1315,1,21:56
2024-25,1642359,Pacôme Dadiet,Pacôme,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,851,851,851,1635,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,1:52
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,25.0,0.636,0.364,0.556,0.0,0.333,0.222,0.111,0.278,0.556,0.6,0.4,1.0,0.0,0.714,0.286,7,11,0.636,1,1,1,1,786,645,883,597,407,638,269,686,277,452,511,657,1,268,636,710,252,450,265,1,25:00
2024-25,201949,James Johnson,James,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1670,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,0:47
2024-25,1630173,Precious Achiuwa,Precious,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,851,851,851,1635,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,1:52
2024-25,1628973,Jalen Brunson,Jalen,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,34.4,0.611,0.389,0.632,0.211,0.316,0.0,0.052,0.0,0.421,0.167,0.833,0.0,1.0,0.125,0.875,8,18,0.444,1,851,851,851,393,701,840,476,153,678,610,800,728,643,919,260,837,1,1225,134,180,145,791,1,34:24
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,11.2,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,851,851,851,1281,847,562,1186,407,933,610,1,728,1141,952,842,837,268,1239,894,1362,1272,1362,1,11:13
2024-25,1642277,Johnny Furphy,Johnny,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1670,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,0:47
2024-25,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,36.5,0.706,0.294,0.667,0.095,0.286,0.19,0.047,0.238,0.571,0.286,0.714,0.0,1.0,0.222,0.778,9,17,0.529,1,1,1,1,303,518,1023,369,326,708,340,811,336,411,837,339,837,1,1172,185,126,176,482,1,36:31
2024-25,1628418,Thomas Bryant,Thomas,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,13.0,0.2,0.8,0.0,0.0,0.818,0.182,0.182,0.273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,5,0.6,1,1,1,1,1217,1312,216,1186,407,157,348,499,279,1141,952,842,1,268,1,894,711,944,309,1,13:02
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,20.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,944,1375,1,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,20:18
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,19.6,0.5,0.5,0.4,0.0,0.6,0.5,0.0,0.2,0.4,1.0,0.0,1.0,0.0,1.0,0.0,4,8,0.5,1,1,1,1,966,847,562,803,407,282,60,834,398,657,1,842,1,268,1,894,574,682,504,1,19:34
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,37.4,0.583,0.417,0.571,0.286,0.429,0.214,0.0,0.5,0.286,0.25,0.75,1.0,0.0,0.5,0.5,6,12,0.5,1,1,1,1,258,761,779,541,75,487,289,834,76,883,850,298,1,268,845,367,334,411,504,1,37:27
