player,age,team,pos,g,gs,mp,fg,fga,fg_pct,3p,3pa,3p_pct,2p,2pa,2p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
Cory Joseph,33.0,ORL,PG,50.0,16.0,612.0,3.6,9.1,0.403,2.3,6.3,0.364,1.4,2.8,0.489,0.529,0.8,1.1,0.778,1.0,3.4,4.4,4.2,1.5,0.2,1.1,2.9,10.4,josepco01
Zeke Nnaji,24.0,DEN,PF,57.0,4.0,608.0,4.1,8.3,0.496,1.0,3.1,0.327,3.1,5.3,0.596,0.557,1.6,2.6,0.614,2.0,3.4,5.3,1.4,1.5,2.3,0.8,3.7,10.9,nnajize01
Kessler Edwards,24.0,DAL,SF,40.0,18.0,608.0,4.0,8.0,0.496,1.3,3.2,0.407,2.7,4.8,0.556,0.578,0.7,0.8,0.923,1.3,5.5,6.8,2.5,1.1,1.2,0.9,3.7,9.9,edwarke02
Pat Connaughton,32.0,MIL,SG,41.0,1.0,603.0,5.0,10.6,0.469,1.6,4.8,0.321,3.4,5.7,0.594,0.542,1.4,1.9,0.774,1.1,5.4,6.5,4.2,0.5,0.7,1.4,2.7,12.9,connapa01
Ajay Mitchell,22.0,OKC,SG,36.0,1.0,597.0,5.5,11.1,0.495,1.4,3.6,0.383,4.1,7.5,0.548,0.557,1.7,2.1,0.829,1.1,3.0,4.1,3.9,1.5,0.2,1.7,4.1,14.1,mitchaj01
Brandon Ingram,27.0,NOP,SF,18.0,18.0,595.0,9.4,20.1,0.465,2.6,7.0,0.374,6.8,13.2,0.514,0.53,2.8,3.3,0.855,1.0,5.0,6.1,5.6,1.0,0.7,4.2,2.7,24.2,ingrabr01
Jared McCain,20.0,PHI,SG,23.0,8.0,592.0,7.7,16.7,0.46,3.1,8.1,0.383,4.6,8.6,0.532,0.553,3.0,3.4,0.875,0.8,2.6,3.4,3.6,0.9,0.0,2.3,2.3,21.4,mccaija01
Cam Reddish,25.0,LAL,SF,33.0,8.0,589.0,2.3,5.7,0.404,0.8,2.9,0.277,1.5,2.9,0.532,0.473,1.0,1.6,0.615,1.0,3.0,4.0,1.3,2.0,0.6,0.7,2.6,6.4,reddica01
Jae'Sean Tate,29.0,HOU,SF,52.0,2.0,588.0,4.3,9.1,0.473,1.0,2.8,0.348,3.3,6.2,0.529,0.527,2.0,2.9,0.681,3.1,4.1,7.2,2.9,1.6,0.4,1.3,5.0,11.5,tateja01
Olivier-Maxence Prosper,22.0,DAL,PF,52.0,4.0,584.0,4.3,10.7,0.402,0.7,3.1,0.235,3.6,7.6,0.472,0.437,3.0,4.7,0.645,2.7,5.1,7.8,2.5,1.6,0.4,0.9,1.7,12.4,prospol01
Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,581.0,3.7,7.5,0.488,0.6,2.0,0.281,3.1,5.5,0.562,0.525,1.2,2.2,0.556,4.2,7.1,11.3,2.5,2.2,0.6,1.8,4.2,9.1,vandeja01
Joel Embiid,30.0,PHI,C,19.0,19.0,574.0,8.8,19.8,0.444,1.4,4.8,0.299,7.3,14.9,0.492,0.481,9.3,10.6,0.882,2.3,7.5,9.7,5.3,0.9,1.1,3.9,2.6,28.3,embiijo01
Monte Morris,29.0,PHO,PG,45.0,0.0,571.0,5.2,12.3,0.426,2.0,5.4,0.36,3.3,6.9,0.477,0.505,2.3,2.6,0.857,0.8,3.5,4.2,4.6,1.3,0.2,1.3,1.5,14.7,morrimo01
Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,8.9,15.9,0.562,1.7,4.8,0.36,7.2,11.1,0.649,0.616,5.0,7.0,0.718,2.6,6.9,9.4,2.7,1.5,0.8,3.1,3.5,24.6,wagnemo01
Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,564.0,6.6,15.3,0.433,1.0,3.6,0.286,5.6,11.7,0.478,0.467,5.2,5.9,0.88,1.3,4.5,5.8,6.3,0.8,0.3,2.4,1.9,19.5,brogdma01
John Konchar,28.0,MEM,SG,46.0,4.0,558.0,2.6,5.9,0.451,1.5,4.0,0.371,1.2,1.9,0.621,0.577,0.5,0.5,0.875,2.4,7.4,9.7,2.7,1.9,0.9,1.0,2.1,7.2,konchjo01
Dwight Powell,33.0,DAL,C,55.0,3.0,551.0,2.7,4.0,0.689,0.1,0.3,0.4,2.6,3.7,0.714,0.705,1.8,2.8,0.651,3.1,4.6,7.7,3.6,1.2,1.4,1.2,4.9,7.4,poweldw01
Dillon Jones,23.0,OKC,SF,54.0,3.0,551.0,3.3,8.7,0.383,1.0,4.1,0.254,2.3,4.6,0.5,0.444,1.1,1.8,0.607,2.0,5.9,7.9,3.8,1.0,0.3,1.8,3.5,8.8,jonesdi01
Jordan Goodwin,26.0,LAL,PG,29.0,5.0,543.0,4.2,9.5,0.438,1.7,4.5,0.382,2.5,5.0,0.487,0.528,0.6,0.7,0.818,2.5,4.9,7.4,2.8,2.0,0.7,1.7,2.9,10.7,goodwjo01
Richaun Holmes,31.0,WAS,PF,31.0,7.0,534.0,6.1,9.4,0.647,0.0,0.2,0.0,6.1,9.2,0.662,0.647,3.4,4.0,0.833,4.2,7.8,11.9,2.8,0.6,1.6,1.4,3.3,15.5,holmeri01
Mouhamed Gueye,22.0,ATL,PF,33.0,28.0,533.0,4.9,11.5,0.421,1.4,5.5,0.259,3.4,6.1,0.567,0.482,2.2,2.8,0.762,3.0,6.4,9.4,1.8,1.9,2.2,1.0,3.7,13.3,gueyemo02
Bismack Biyombo,32.0,SAS,C,28.0,26.0,528.0,4.6,7.8,0.588,0.0,0.0,,4.6,7.8,0.588,0.588,0.7,1.7,0.4,2.9,7.8,10.8,2.1,1.1,1.6,1.8,3.5,9.8,biyombi01
Jaylen Clark,23.0,MIN,SG,40.0,4.0,522.0,3.9,8.3,0.467,1.5,3.5,0.431,2.3,4.8,0.493,0.558,2.0,2.6,0.784,1.8,1.9,3.7,1.8,2.5,0.1,0.6,4.2,11.2,clarkja02
Rob Dillingham,20.0,MIN,PG,49.0,1.0,516.0,6.5,14.7,0.441,1.7,5.2,0.338,4.7,9.6,0.496,0.5,0.6,1.0,0.533,0.8,2.7,3.5,6.8,1.4,0.1,3.7,2.6,15.3,dilliro01
Colby Jones,22.0,2TM,SG,39.0,0.0,515.0,4.1,9.0,0.457,1.1,3.4,0.327,3.0,5.6,0.538,0.519,1.6,2.4,0.657,1.5,4.6,6.1,3.1,1.8,0.9,1.6,2.6,11.0,jonesco02
Colby Jones,22.0,SAC,SG,24.0,0.0,130.0,3.0,7.2,0.423,1.1,2.8,0.4,1.9,4.4,0.438,0.5,0.0,0.0,,2.2,4.2,6.4,1.9,1.7,1.9,1.9,3.6,7.2,jonesco02
Colby Jones,22.0,WAS,SG,15.0,0.0,385.0,4.5,9.6,0.466,1.1,3.6,0.308,3.4,6.0,0.563,0.524,2.2,3.3,0.657,1.2,4.8,6.0,3.5,1.9,0.6,1.5,2.2,12.2,jonesco02
Craig Porter Jr.,24.0,CLE,PG,51.0,1.0,513.0,5.1,9.8,0.514,1.5,3.4,0.438,3.6,6.5,0.554,0.589,1.6,2.2,0.719,1.3,3.4,4.7,5.0,1.2,1.1,2.7,1.8,13.2,portecr01
Tristan Vukcevic,21.0,WAS,C,35.0,1.0,513.0,8.4,17.0,0.496,2.7,7.2,0.373,5.8,9.8,0.586,0.574,3.6,4.7,0.776,1.8,7.3,9.1,2.7,0.8,1.6,2.9,4.0,23.2,vukcetr01
Elfrid Payton,30.0,2TM,PG,24.0,9.0,511.0,2.8,8.6,0.328,0.1,0.4,0.167,2.7,8.2,0.336,0.332,0.3,0.5,0.571,1.1,4.5,5.6,11.7,1.7,0.8,4.2,2.5,6.0,paytoel01
Elfrid Payton,30.0,NOP,PG,18.0,7.0,388.0,3.4,9.4,0.366,0.1,0.6,0.167,3.3,8.8,0.379,0.371,0.4,0.6,0.571,1.3,4.8,6.1,13.5,1.7,0.7,4.8,2.2,7.3,paytoel01
Elfrid Payton,30.0,CHO,PG,6.0,2.0,123.0,0.9,6.1,0.143,0.0,0.0,,0.9,6.1,0.143,0.143,0.0,0.0,,0.3,3.5,3.8,5.9,1.8,0.9,2.0,3.5,1.8,paytoel01
Jamal Cain,25.0,NOP,SF,37.0,0.0,502.0,4.9,11.3,0.43,1.9,5.7,0.325,3.0,5.6,0.538,0.513,2.4,3.6,0.68,1.9,4.2,6.1,1.6,1.6,0.6,1.6,3.3,14.1,cainja01
Keaton Wallace,25.0,ATL,PG,31.0,5.0,501.0,4.7,11.6,0.401,1.9,5.9,0.329,2.7,5.7,0.475,0.485,0.8,0.8,1.0,0.5,3.1,3.6,5.8,2.0,0.6,2.4,2.8,12.1,wallake01
Jock Landale,29.0,HOU,C,42.0,3.0,500.0,5.8,10.9,0.533,0.8,1.9,0.423,5.0,9.1,0.556,0.569,1.9,2.9,0.675,4.0,5.8,9.9,2.7,0.9,0.7,1.5,3.5,14.4,landajo01
Vince Williams Jr.,24.0,MEM,SG,27.0,5.0,499.0,4.8,12.0,0.401,1.9,6.9,0.274,3.0,5.2,0.569,0.479,1.4,1.7,0.792,1.6,5.5,7.1,4.0,0.9,0.5,2.4,3.2,12.9,willivi01
Wendell Moore Jr.,23.0,2TM,SG,36.0,1.0,499.0,4.3,9.1,0.468,1.0,3.0,0.341,3.2,6.1,0.529,0.524,1.3,1.6,0.818,2.2,4.7,6.9,3.0,1.4,0.4,1.9,2.2,10.8,moorewe01
Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,219.0,3.8,8.2,0.46,0.7,2.3,0.286,3.1,5.9,0.528,0.5,2.1,2.3,0.929,1.8,5.4,7.2,3.8,1.6,0.5,1.5,2.5,10.4,moorewe01
Wendell Moore Jr.,23.0,CHO,SG,16.0,0.0,280.0,4.6,9.8,0.474,1.3,3.5,0.37,3.3,6.3,0.531,0.539,0.6,1.0,0.625,2.4,4.1,6.6,2.4,1.3,0.3,2.3,2.1,11.2,moorewe01
Brandon Williams,25.0,DAL,PG,33.0,3.0,487.0,7.2,13.9,0.521,1.8,4.4,0.4,5.5,9.5,0.578,0.585,4.1,4.9,0.833,0.9,3.4,4.3,5.6,1.8,0.4,2.9,2.4,20.3,willibr03
A.J. Lawson,24.0,TOR,SG,26.0,2.0,486.0,5.9,14.1,0.421,2.4,7.5,0.327,3.5,6.6,0.528,0.508,3.2,4.7,0.683,1.5,4.9,6.4,2.3,1.0,0.4,1.1,3.3,17.5,lawsoaj01
Grant Williams,26.0,CHO,PF,16.0,7.0,479.0,4.1,9.2,0.439,2.0,5.6,0.365,2.0,3.7,0.551,0.549,2.3,2.8,0.838,1.4,4.8,6.2,2.8,1.4,1.0,2.1,3.5,12.5,willigr01
Lonnie Walker IV,26.0,PHI,SG,20.0,7.0,477.0,6.7,16.0,0.42,3.4,9.6,0.354,3.3,6.4,0.518,0.526,1.8,2.3,0.8,0.5,4.3,4.8,3.8,0.8,0.4,1.9,2.0,18.6,walkelo01
Duop Reath,28.0,POR,C,46.0,0.0,469.0,5.4,12.7,0.422,2.6,8.1,0.321,2.8,4.6,0.6,0.524,1.5,1.7,0.909,3.4,3.7,7.1,2.0,0.9,1.1,1.2,3.1,14.9,reathdu01
Reece Beekman,23.0,2TM,PG,36.0,4.0,469.0,2.7,8.2,0.327,0.5,3.1,0.175,2.1,5.1,0.418,0.36,1.2,1.6,0.762,1.0,2.0,3.0,4.8,2.5,0.2,1.6,2.8,7.1,beekmre01
Reece Beekman,23.0,GSW,PG,2.0,0.0,4.0,9.0,9.0,1.0,0.0,0.0,,9.0,9.0,1.0,1.0,0.0,0.0,,9.0,0.0,9.0,9.0,9.0,0.0,0.0,9.0,18.0,beekmre01
Reece Beekman,23.0,BRK,PG,34.0,4.0,465.0,2.6,8.2,0.321,0.5,3.1,0.175,2.1,5.1,0.409,0.354,1.2,1.6,0.762,0.9,2.0,2.9,4.8,2.5,0.2,1.6,2.7,7.0,beekmre01
Kai Jones,24.0,2TM,C,40.0,6.0,468.0,6.7,8.4,0.798,0.1,0.4,0.2,6.6,8.0,0.827,0.803,1.8,2.5,0.719,3.1,6.5,9.6,1.9,1.2,1.8,1.4,3.8,15.2,joneska01
Kai Jones,24.0,LAC,C,28.0,0.0,208.0,4.5,6.2,0.722,0.0,0.3,0.0,4.5,5.9,0.765,0.722,1.6,2.1,0.75,2.6,5.4,8.0,1.7,1.0,2.3,1.7,4.0,10.6,joneska01
Kai Jones,24.0,DAL,C,12.0,6.0,260.0,8.4,10.1,0.836,0.1,0.4,0.333,8.3,9.7,0.857,0.842,1.9,2.8,0.7,3.5,7.5,10.9,2.1,1.2,1.4,1.1,3.7,19.0,joneska01
Larry Nance Jr.,32.0,ATL,PF,24.0,3.0,463.0,6.2,12.1,0.516,2.6,5.9,0.447,3.6,6.1,0.582,0.626,0.7,1.0,0.692,1.8,6.2,8.0,3.0,1.6,1.0,1.2,2.9,15.8,nancela02
Collin Gillespie,25.0,PHO,PG,33.0,9.0,461.0,5.3,12.3,0.43,3.0,7.0,0.433,2.3,5.3,0.426,0.554,1.5,1.7,0.864,1.7,4.4,6.1,6.1,1.6,0.4,1.3,2.3,15.1,gilleco01
Rayan Rupert,20.0,POR,SG,52.0,0.0,460.0,4.5,11.1,0.408,1.3,4.6,0.271,3.3,6.5,0.506,0.465,1.8,2.3,0.767,2.0,3.4,5.5,2.0,1.3,0.3,2.3,2.9,12.1,ruperra01
GG Jackson II,20.0,MEM,PF,29.0,3.0,459.0,5.8,15.6,0.372,2.5,7.5,0.337,3.3,8.2,0.404,0.452,2.3,3.1,0.725,2.1,5.1,7.2,2.3,0.9,0.4,2.4,2.4,16.4,jacksgg01
Jaylon Tyson,22.0,CLE,SG,47.0,3.0,453.0,5.1,11.8,0.43,1.6,4.6,0.345,3.5,7.2,0.484,0.497,1.5,1.9,0.792,2.9,4.7,7.6,3.5,1.0,0.2,2.1,4.0,13.3,tysonja01
Bol Bol,25.0,PHO,PF,36.0,10.0,448.0,7.7,14.7,0.525,2.6,7.5,0.344,5.1,7.2,0.711,0.612,1.6,2.1,0.769,1.6,6.8,8.4,1.8,0.7,2.0,1.6,1.6,19.6,bolbo01
Paul Reed,25.0,DET,C,45.0,0.0,438.0,5.9,11.7,0.507,0.7,2.3,0.286,5.3,9.4,0.561,0.535,2.6,3.5,0.762,3.3,6.8,10.1,3.6,3.2,2.1,2.1,6.2,15.1,reedpa01
Colin Castleton,24.0,3TM,C,26.0,4.0,432.0,3.8,8.2,0.469,0.2,1.3,0.125,3.7,6.8,0.537,0.48,2.4,3.2,0.763,4.4,5.7,10.2,2.3,0.7,0.8,1.9,4.2,10.2,castlco01
Colin Castleton,24.0,MEM,C,10.0,0.0,46.0,1.6,7.8,0.2,0.0,3.1,0.0,1.6,4.7,0.333,0.2,7.8,8.6,0.909,2.3,4.7,7.0,0.0,0.8,0.8,0.8,4.7,11.0,castlco01
Colin Castleton,24.0,TOR,C,11.0,4.0,288.0,4.0,8.0,0.5,0.2,1.0,0.25,3.8,7.0,0.536,0.516,1.6,2.3,0.722,4.2,5.2,9.5,2.3,0.7,1.0,2.6,4.0,9.9,castlco01
Colin Castleton,24.0,PHI,C,5.0,0.0,98.0,4.4,8.8,0.5,0.0,1.5,0.0,4.4,7.3,0.6,0.5,2.2,3.3,0.667,5.9,7.7,13.6,3.7,0.4,0.4,0.4,4.8,11.0,castlco01
Trevelin Queen,27.0,ORL,SG,31.0,2.0,430.0,4.7,12.3,0.381,1.8,6.4,0.286,2.8,5.9,0.486,0.456,1.5,1.8,0.857,2.2,2.3,4.5,3.2,2.6,0.8,1.8,3.2,12.7,queentr01
Malaki Branham,21.0,SAS,SG,47.0,0.0,427.0,7.3,16.0,0.458,2.9,7.1,0.405,4.5,8.9,0.5,0.547,2.3,2.8,0.818,0.6,3.7,4.3,3.2,0.9,0.2,2.9,2.4,19.8,branhma01
Jordan Miller,25.0,LAC,SF,37.0,0.0,420.0,5.0,11.5,0.433,0.7,3.3,0.211,4.3,8.2,0.521,0.463,2.4,3.0,0.8,2.0,3.0,5.0,2.9,1.5,0.4,2.2,2.2,13.0,millejo02
Mo Bamba,26.0,2TM,C,32.0,2.0,413.0,4.5,9.8,0.464,1.3,4.7,0.278,3.2,5.1,0.638,0.531,1.7,2.4,0.704,2.8,9.8,12.6,1.6,0.8,2.7,1.7,4.9,12.0,bambamo01
Mo Bamba,26.0,LAC,C,28.0,2.0,352.0,4.9,10.5,0.466,1.5,5.1,0.3,3.4,5.4,0.623,0.539,1.7,2.6,0.68,2.7,9.6,12.3,1.6,0.9,2.9,1.9,5.0,13.1,bambamo01
Mo Bamba,26.0,NOP,C,4.0,0.0,61.0,2.4,5.3,0.444,0.0,2.4,0.0,2.4,3.0,0.8,0.444,1.2,1.2,1.0,3.5,11.2,14.8,1.2,0.0,1.8,0.6,4.1,5.9,bambamo01
David Roddy,23.0,3TM,PF,33.0,3.0,410.0,5.0,11.0,0.456,1.7,5.4,0.311,3.3,5.6,0.594,0.532,1.8,2.3,0.769,1.1,6.2,7.4,3.1,1.2,0.8,1.9,1.8,13.4,roddyda01
David Roddy,23.0,ATL,PF,27.0,3.0,346.0,4.6,9.7,0.473,1.7,4.5,0.372,2.9,5.2,0.56,0.559,1.9,2.3,0.818,1.1,6.1,7.3,3.1,1.2,0.8,2.1,1.9,12.7,roddyda01
David Roddy,23.0,PHI,PF,3.0,0.0,29.0,9.9,23.6,0.421,2.5,13.7,0.182,7.4,9.9,0.75,0.474,0.0,0.0,,2.5,8.7,11.2,3.7,2.5,0.0,1.2,1.2,22.3,roddyda01
David Roddy,23.0,HOU,PF,3.0,0.0,35.0,5.1,13.4,0.385,1.0,7.2,0.143,4.1,6.2,0.667,0.423,2.1,4.1,0.5,0.0,5.1,5.1,2.1,0.0,1.0,1.0,1.0,13.4,roddyda01
Taj Gibson,39.0,CHO,C,37.0,11.0,409.0,4.1,8.4,0.495,0.1,0.2,0.5,4.0,8.2,0.495,0.5,1.1,1.8,0.6,4.5,6.1,10.6,1.8,0.8,1.6,2.2,4.8,9.4,gibsota01
Ousmane Dieng,21.0,OKC,C,37.0,1.0,405.0,4.8,11.1,0.432,2.0,6.3,0.324,2.8,4.8,0.574,0.524,1.0,1.4,0.688,1.6,5.6,7.2,2.8,1.5,0.6,1.6,2.9,12.6,diengou01
Jordan Walsh,20.0,BOS,PF,52.0,1.0,403.0,2.7,7.4,0.361,1.3,4.9,0.273,1.3,2.5,0.536,0.452,0.6,1.1,0.583,2.1,4.1,6.2,1.7,1.1,1.0,1.5,2.7,7.3,walshjo01
Hunter Tyson,24.0,DEN,PF,51.0,2.0,400.0,4.1,10.8,0.375,2.1,6.7,0.311,2.0,4.1,0.478,0.471,1.9,2.5,0.75,2.3,4.8,7.0,1.8,0.9,0.5,1.3,4.0,12.1,tysonhu01
Anthony Gill,32.0,WAS,PF,51.0,0.0,397.0,3.9,8.0,0.489,0.9,2.8,0.323,3.0,5.2,0.579,0.545,3.0,4.5,0.66,1.6,4.4,6.0,1.5,0.8,0.2,0.9,2.7,11.7,gillan01
Devin Carter,22.0,SAC,PG,36.0,0.0,396.0,4.3,11.5,0.37,1.6,5.5,0.295,2.6,6.0,0.439,0.441,2.4,4.0,0.591,1.7,5.2,6.9,3.7,1.9,0.4,1.6,3.5,12.5,cartede02
Jeff Green,38.0,HOU,PF,32.0,3.0,396.0,5.5,11.0,0.504,2.6,7.2,0.367,2.9,3.8,0.762,0.624,1.9,2.4,0.808,1.0,4.3,5.3,1.8,0.5,0.4,0.8,2.9,15.6,greenje02
Trey Jemison,25.0,2TM,C,38.0,0.0,392.0,3.8,6.8,0.554,0.0,0.0,,3.8,6.8,0.554,0.554,1.2,3.0,0.394,4.0,5.6,9.6,1.5,0.8,1.4,2.2,6.3,8.7,jemistr01
Trey Jemison,25.0,NOP,C,16.0,0.0,166.0,3.3,6.9,0.469,0.0,0.0,,3.3,6.9,0.469,0.469,1.7,4.6,0.381,4.8,4.8,9.5,2.2,1.5,1.3,2.2,5.9,8.2,jemistr01
Trey Jemison,25.0,LAL,C,22.0,0.0,226.0,4.1,6.7,0.619,0.0,0.0,,4.1,6.7,0.619,0.619,0.8,1.9,0.417,3.5,6.2,9.7,1.0,0.3,1.4,2.2,6.7,9.1,jemistr01
Reggie Jackson,34.0,PHI,PG,31.0,1.0,384.0,4.9,12.5,0.391,2.3,6.9,0.338,2.5,5.5,0.458,0.485,0.7,0.8,0.778,0.7,3.2,3.9,4.2,1.5,0.3,1.6,3.2,12.7,jacksre01
Baylor Scheierman,24.0,BOS,SG,31.0,2.0,384.0,3.7,10.3,0.355,2.4,7.7,0.317,1.2,2.6,0.464,0.473,0.8,1.1,0.75,1.8,4.3,6.1,3.1,1.6,0.2,1.1,2.1,10.6,scheiba01
Quenton Jackson,26.0,IND,PG,28.0,7.0,381.0,5.5,11.5,0.475,1.4,3.8,0.375,4.1,7.7,0.524,0.537,2.9,3.8,0.775,1.3,2.8,4.2,5.0,2.0,0.5,1.5,4.1,15.3,jacksqu01
Alex Len,31.0,2TM,C,46.0,7.0,380.0,3.0,6.0,0.508,0.2,0.9,0.222,2.8,5.1,0.556,0.524,0.8,1.6,0.471,3.6,5.4,9.0,3.6,0.9,2.0,1.9,5.3,7.0,lenal01
Alex Len,31.0,SAC,C,36.0,3.0,258.0,3.1,5.7,0.537,0.1,0.8,0.167,2.9,4.9,0.6,0.549,1.0,1.8,0.538,3.5,5.4,8.9,4.2,1.1,2.5,1.5,4.9,7.3,lenal01
Alex Len,31.0,LAL,C,10.0,4.0,122.0,3.0,6.5,0.455,0.3,0.9,0.333,2.7,5.6,0.474,0.477,0.3,1.2,0.25,3.8,5.3,9.1,2.4,0.3,0.9,2.7,6.2,6.5,lenal01
Johnny Furphy,20.0,IND,SG,50.0,0.0,379.0,3.3,8.7,0.38,1.4,4.7,0.3,1.9,4.0,0.476,0.462,1.7,2.1,0.818,2.2,4.6,6.7,1.8,1.7,1.0,1.1,3.9,9.8,furphjo01
Charles Bassey,24.0,SAS,C,36.0,1.0,376.0,6.5,11.2,0.581,0.0,0.0,,6.5,11.2,0.581,0.581,2.0,3.2,0.636,5.4,9.2,14.6,1.6,1.3,2.9,2.2,4.8,15.0,bassech01
Dominick Barlow,21.0,ATL,SF,35.0,4.0,375.0,5.8,10.8,0.531,0.7,2.6,0.259,5.1,8.3,0.616,0.562,2.0,3.2,0.636,3.4,4.8,8.2,1.8,0.9,1.5,0.5,4.5,14.2,barlodo01
Dante Exum,29.0,DAL,PG,20.0,13.0,372.0,6.2,13.0,0.478,2.2,5.1,0.434,4.0,7.8,0.506,0.563,2.2,3.0,0.742,0.4,2.8,3.2,5.4,1.2,0.3,2.1,3.3,16.8,exumda01
Damion Baugh,24.0,CHO,SG,15.0,2.0,370.0,4.1,12.6,0.323,1.2,5.4,0.214,2.9,7.2,0.405,0.369,1.3,1.5,0.867,1.4,3.5,4.9,5.4,1.5,0.2,3.0,2.1,10.6,baughda01
Jaden Springer,22.0,2TM,SG,43.0,2.0,365.0,3.5,8.9,0.389,1.2,4.7,0.25,2.3,4.1,0.548,0.456,2.7,3.7,0.711,1.7,4.0,5.7,3.3,2.4,0.4,1.6,4.1,10.8,sprinja01
Jaden Springer,22.0,BOS,SG,26.0,0.0,141.0,3.1,8.7,0.353,1.5,4.9,0.316,1.5,3.8,0.4,0.441,3.8,5.4,0.714,1.0,5.1,6.1,2.6,3.1,0.3,1.0,4.3,11.5,sprinja01
Jaden Springer,22.0,UTA,PG,17.0,2.0,224.0,3.7,9.0,0.411,1.0,4.7,0.207,2.7,4.3,0.63,0.464,1.9,2.7,0.706,2.1,3.4,5.5,3.7,1.9,0.5,1.9,4.0,10.3,sprinja01
Robert Williams,27.0,POR,C,20.0,3.0,351.0,5.1,8.0,0.641,0.1,0.3,0.333,5.0,7.7,0.653,0.647,1.5,1.7,0.882,3.6,8.5,12.1,2.2,1.3,3.4,1.7,3.2,11.9,williro04
Doug McDermott,33.0,SAC,SF,42.0,3.0,342.0,5.3,12.3,0.427,4.6,10.6,0.436,0.6,1.7,0.375,0.615,0.3,0.5,0.6,0.3,2.0,2.3,0.7,0.4,0.2,0.6,3.2,15.5,mcderdo01
Christian Koloko,24.0,LAL,C,37.0,0.0,342.0,4.2,6.9,0.606,0.0,0.4,0.0,4.2,6.5,0.645,0.606,1.1,1.5,0.714,3.7,6.0,9.7,1.7,0.8,1.7,1.3,4.6,9.5,kolokch01
Terrence Shannon Jr.,24.0,MIN,SG,32.0,1.0,339.0,5.8,12.1,0.482,1.2,3.3,0.355,4.7,8.8,0.53,0.531,1.8,2.2,0.81,1.1,3.9,5.0,3.4,0.7,0.5,1.6,2.9,14.7,shannte01
Keion Brooks Jr.,24.0,NOP,SF,14.0,6.0,332.0,5.7,11.8,0.486,1.5,4.7,0.326,4.2,7.2,0.591,0.55,2.4,3.3,0.733,1.3,5.0,6.3,1.4,1.1,1.1,1.3,3.3,15.4,brookke02
Tristan Thompson,33.0,CLE,C,40.0,0.0,328.0,3.4,7.8,0.437,0.0,0.3,0.0,3.4,7.5,0.456,0.437,0.8,3.3,0.233,3.5,11.2,14.7,2.6,0.2,1.2,1.5,4.0,7.6,thomptr01
Maxwell Lewis,22.0,2TM,SF,28.0,1.0,327.0,5.0,11.9,0.417,2.1,5.5,0.38,2.9,6.4,0.448,0.505,0.8,1.1,0.7,2.0,4.1,6.1,2.1,1.0,0.8,1.5,3.2,12.8,lewisma05
Maxwell Lewis,22.0,LAL,SF,7.0,0.0,29.0,2.5,7.4,0.333,0.0,0.0,,2.5,7.4,0.333,0.333,0.0,0.0,,2.5,0.0,2.5,2.5,1.2,0.0,2.5,1.2,5.0,lewisma05
Maxwell Lewis,22.0,BRK,SF,21.0,1.0,298.0,5.2,12.3,0.422,2.3,6.0,0.38,2.9,6.3,0.462,0.515,0.8,1.2,0.7,1.9,4.5,6.4,2.1,1.0,0.8,1.4,3.4,13.5,lewisma05
Jevon Carter,29.0,CHI,PG,36.0,1.0,321.0,6.2,16.4,0.377,3.9,11.8,0.333,2.2,4.6,0.488,0.497,0.9,1.1,0.8,0.4,3.9,4.4,4.5,1.5,0.3,1.2,1.7,17.2,carteje01
Patty Mills,36.0,2TM,PG,29.0,0.0,321.0,4.0,10.8,0.375,2.9,8.4,0.347,1.1,2.4,0.476,0.51,1.5,1.6,0.929,0.4,2.0,2.5,2.9,1.5,0.3,1.9,2.7,12.4,millspa02
Patty Mills,36.0,UTA,PG,17.0,0.0,260.0,3.6,10.5,0.342,2.4,7.9,0.298,1.2,2.6,0.474,0.454,0.7,0.7,1.0,0.4,2.5,2.9,2.9,1.7,0.4,2.2,1.7,10.2,millspa02
Patty Mills,36.0,LAC,PG,12.0,0.0,61.0,5.9,11.8,0.5,5.3,10.6,0.5,0.6,1.2,0.5,0.725,4.7,5.3,0.889,0.6,0.0,0.6,3.0,0.6,0.0,0.6,7.1,21.8,millspa02
Tre Mann,23.0,CHO,PG,13.0,0.0,319.0,7.9,18.2,0.435,2.7,6.8,0.4,5.2,11.4,0.455,0.509,2.1,2.4,0.905,1.4,2.9,4.3,4.4,0.8,0.5,2.8,2.7,20.7,manntr01
Jalen Hood-Schifino,21.0,2TM,SG,15.0,0.0,315.0,4.2,11.2,0.378,1.6,5.3,0.304,2.6,5.9,0.442,0.449,2.1,2.4,0.857,0.3,2.7,3.1,4.2,0.6,0.8,2.1,2.9,12.1,hoodsja01
Jalen Hood-Schifino,21.0,LAL,SG,2.0,0.0,14.0,2.6,2.6,1.0,0.0,0.0,,2.6,2.6,1.0,1.0,5.1,5.1,1.0,2.6,0.0,2.6,2.6,0.0,2.6,2.6,7.7,10.3,hoodsja01
