CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2544,LeBron James,1610612747,LAL,F,40.0,5,5,1.0,25,57,0.439,0.464,-0.025
1630590,Scotty Pippen Jr.,1610612763,MEM,G,24.0,4,4,1.0,31,56,0.554,0.489,0.064
1630241,Sam Merrill,1610612739,CLE,G,29.0,8,8,1.0,26,56,0.464,0.473,-0.008
1630532,Franz Wagner,1610612753,ORL,F,23.0,5,5,1.0,33,55,0.6,0.456,0.144
203501,Tim Hardaway Jr.,1610612765,DET,G-F,33.0,6,6,1.0,30,55,0.545,0.482,0.063
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,7,7,1.0,23,55,0.418,0.45,-0.032
1630558,Davion Mitchell,1610612748,MIA,G,26.0,4,4,1.0,23,54,0.426,0.457,-0.031
201572,Brook Lopez,1610612749,MIL,C,37.0,5,5,1.0,29,51,0.569,0.487,0.081
1627884,Derrick Jones Jr.,1610612746,LAC,F,28.0,7,7,1.0,20,50,0.4,0.477,-0.077
1628389,Bam Adebayo,1610612748,MIA,C-F,27.0,4,4,1.0,24,50,0.48,0.544,-0.064
1631260,AJ Green,1610612749,MIL,G,25.0,5,5,1.0,27,50,0.54,0.493,0.047
1627780,Gary Payton II,1610612744,GSW,G,32.0,11,11,1.0,18,49,0.367,0.445,-0.077
1626181,Norman Powell,1610612746,LAC,G,32.0,7,7,1.0,27,48,0.563,0.511,0.051
1630217,Desmond Bane,1610612763,MEM,G,26.0,4,4,1.0,19,48,0.396,0.489,-0.093
1630583,Santi Aldama,1610612763,MEM,F-C,24.0,4,4,1.0,18,48,0.375,0.479,-0.104
1627736,Malik Beasley,1610612765,DET,G,28.0,6,6,1.0,27,47,0.574,0.478,0.096
203484,Kentavious Caldwell-Pope,1610612753,ORL,G,32.0,5,5,1.0,18,44,0.409,0.458,-0.049
1629018,Gary Trent Jr.,1610612749,MIL,G,26.0,5,5,1.0,24,44,0.545,0.488,0.058
203952,Andrew Wiggins,1610612748,MIA,F,30.0,4,4,1.0,24,43,0.558,0.486,0.072
1629636,Darius Garland,1610612739,CLE,G,25.0,5,5,1.0,29,42,0.69,0.484,0.206
202709,Cory Joseph,1610612753,ORL,G,33.0,5,5,1.0,18,40,0.45,0.455,-0.005
1629312,Haywood Highsmith,1610612748,MIA,F,28.0,4,4,1.0,20,40,0.5,0.476,0.024
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,7,7,1.0,19,39,0.487,0.478,0.009
203992,Bogdan Bogdanović,1610612746,LAC,G,32.0,7,7,1.0,15,39,0.385,0.487,-0.102
1630573,Sam Hauser,1610612738,BOS,F,27.0,8,8,1.0,17,36,0.472,0.443,0.029
1626166,Cameron Payne,1610612752,NYK,G,30.0,12,12,1.0,16,36,0.444,0.482,-0.038
1631107,Nikola Jović,1610612748,MIA,F,22.0,4,4,1.0,15,33,0.455,0.477,-0.023
1641716,Jarace Walker,1610612754,IND,F,21.0,9,9,1.0,20,33,0.606,0.502,0.104
1630171,Isaac Okoro,1610612739,CLE,F-G,24.0,9,9,1.0,15,32,0.469,0.473,-0.005
1628379,Luke Kennard,1610612763,MEM,G,28.0,4,4,1.0,15,32,0.469,0.47,-0.001
1642276,Kel'el Ware,1610612748,MIA,C,21.0,4,4,1.0,20,31,0.645,0.565,0.08
1629723,John Konchar,1610612763,MEM,G,29.0,4,4,1.0,17,31,0.548,0.483,0.066
1630611,Gui Santos,1610612744,GSW,F,22.0,7,7,1.0,13,30,0.433,0.464,-0.031
1628398,Kyle Kuzma,1610612749,MIL,F,29.0,5,5,1.0,15,29,0.517,0.484,0.033
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,8,8,1.0,12,29,0.414,0.459,-0.045
203081,Damian Lillard,1610612749,MIL,G,34.0,3,3,1.0,16,29,0.552,0.492,0.06
1629216,Gabe Vincent,1610612747,LAL,G,28.0,5,5,1.0,11,29,0.379,0.453,-0.074
1629630,Ja Morant,1610612763,MEM,G,25.0,3,3,1.0,12,28,0.429,0.472,-0.043
1641710,Anthony Black,1610612753,ORL,G,21.0,5,5,1.0,18,28,0.643,0.455,0.188
1630579,Jericho Sims,1610612749,MIL,C,26.0,5,5,1.0,12,27,0.444,0.498,-0.053
1629020,Jarred Vanderbilt,1610612747,LAL,F,26.0,5,5,1.0,17,27,0.63,0.464,0.166
1631124,Julian Strawther,1610612743,DEN,G,23.0,8,8,1.0,12,27,0.444,0.475,-0.031
1627752,Taurean Prince,1610612749,MIL,F,31.0,5,5,1.0,16,27,0.593,0.489,0.104
1630311,Pat Spencer,1610612744,GSW,G,28.0,6,6,1.0,13,25,0.52,0.466,0.054
203914,Gary Harris,1610612753,ORL,G,30.0,5,5,1.0,10,22,0.455,0.452,0.003
1630194,Paul Reed,1610612765,DET,F,25.0,5,5,1.0,9,22,0.409,0.509,-0.1
1642349,Ajay Mitchell,1610612760,OKC,G,22.0,8,8,1.0,10,22,0.455,0.459,-0.005
1629013,Landry Shamet,1610612752,NYK,G,28.0,10,10,1.0,7,22,0.318,0.445,-0.127
1630175,Cole Anthony,1610612753,ORL,G,25.0,5,5,1.0,13,22,0.591,0.452,0.139
201599,DeAndre Jordan,1610612743,DEN,C,36.0,7,7,1.0,16,22,0.727,0.518,0.21
1641794,Dillon Jones,1610612760,OKC,F,23.0,7,7,1.0,9,21,0.429,0.449,-0.02
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,24.0,7,7,1.0,11,20,0.55,0.443,0.107
1630173,Precious Achiuwa,1610612752,NYK,F,25.0,7,7,1.0,8,20,0.4,0.499,-0.099
1641854,Craig Porter Jr.,1610612739,CLE,G,25.0,6,6,1.0,5,19,0.263,0.474,-0.211
1627732,Ben Simmons,1610612746,LAC,G-F,28.0,5,5,1.0,8,19,0.421,0.526,-0.105
1629618,Jalen Pickett,1610612743,DEN,G,25.0,7,7,1.0,7,19,0.368,0.459,-0.09
1631246,Vince Williams Jr.,1610612763,MEM,G,24.0,3,3,1.0,6,18,0.333,0.481,-0.148
1629130,Duncan Robinson,1610612748,MIA,F,31.0,4,4,1.0,8,17,0.471,0.468,0.003
1631216,Caleb Houstan,1610612753,ORL,G,22.0,5,5,1.0,5,17,0.294,0.463,-0.169
1641816,Hunter Tyson,1610612743,DEN,F,24.0,4,4,1.0,7,16,0.438,0.446,-0.008
1641796,Pelle Larsson,1610612748,MIA,G,24.0,3,3,1.0,8,16,0.5,0.482,0.018
1628396,Tony Bradley,1610612754,IND,C-F,27.0,6,6,1.0,8,16,0.5,0.517,-0.017
1628963,Marvin Bagley III,1610612763,MEM,F,26.0,2,2,1.0,8,14,0.571,0.478,0.094
1630192,Zeke Nnaji,1610612743,DEN,F-C,24.0,6,6,1.0,8,14,0.571,0.47,0.101
1641842,Ronald Holland II,1610612765,DET,F,19.0,4,4,1.0,3,13,0.231,0.478,-0.248
1626153,Delon Wright,1610612752,NYK,G,33.0,5,5,1.0,6,13,0.462,0.514,-0.052
1630692,Jordan Goodwin,1610612747,LAL,G,26.0,3,3,1.0,5,13,0.385,0.473,-0.088
1628371,Jonathan Isaac,1610612753,ORL,F,27.0,4,4,1.0,3,13,0.231,0.475,-0.244
1630643,Jay Huff,1610612763,MEM,C,27.0,2,2,1.0,4,12,0.333,0.477,-0.144
1629637,Jaxson Hayes,1610612747,LAL,C-F,25.0,4,4,1.0,8,12,0.667,0.46,0.207
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,4,4,1.0,7,12,0.583,0.473,0.111
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,1,1,1.0,6,12,0.5,0.508,-0.008
1642277,Johnny Furphy,1610612754,IND,G,20.0,5,5,1.0,3,11,0.273,0.467,-0.194
201949,James Johnson,1610612754,IND,F,38.0,3,3,1.0,4,11,0.364,0.483,-0.12
1628988,Aaron Holiday,1610612745,HOU,G,28.0,3,3,1.0,8,11,0.727,0.459,0.268
1642281,Jaylon Tyson,1610612739,CLE,G-F,22.0,4,4,1.0,5,11,0.455,0.449,0.005
1629750,Javonte Green,1610612739,CLE,G,31.0,5,5,1.0,4,10,0.4,0.453,-0.053
1628995,Kevin Knox II,1610612744,GSW,F,25.0,5,5,1.0,1,10,0.1,0.454,-0.354
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,24.0,3,3,1.0,9,10,0.9,0.458,0.442
1631169,Josh Minott,1610612750,MIN,F,22.0,3,3,1.0,6,9,0.667,0.446,0.221
202684,Tristan Thompson,1610612739,CLE,C-F,34.0,2,2,1.0,3,9,0.333,0.466,-0.133
1630568,Luka Garza,1610612750,MIN,C,26.0,3,3,1.0,6,9,0.667,0.468,0.199
1631157,Ryan Rollins,1610612749,MIL,G,22.0,2,2,1.0,4,8,0.5,0.489,0.011
1642263,Reed Sheppard,1610612745,HOU,G,20.0,2,2,1.0,4,7,0.571,0.469,0.102
1628470,Torrey Craig,1610612738,BOS,F,34.0,4,4,1.0,5,7,0.714,0.489,0.225
1631159,Leonard Miller,1610612750,MIN,F,21.0,3,3,1.0,3,7,0.429,0.393,0.035
1629234,Drew Eubanks,1610612746,LAC,F-C,28.0,2,2,1.0,2,7,0.286,0.471,-0.186
1641740,Jaylen Clark,1610612750,MIN,G,23.0,4,4,1.0,2,6,0.333,0.451,-0.118
1626192,Pat Connaughton,1610612749,MIL,G,32.0,2,2,1.0,6,6,1.0,0.483,0.517
1630296,Braxton Key,1610612744,GSW,F,28.0,3,3,1.0,2,6,0.333,0.443,-0.11
202692,Alec Burks,1610612748,MIA,G,33.0,1,1,1.0,3,6,0.5,0.514,-0.014
1641775,Jordan Walsh,1610612738,BOS,G,21.0,3,3,1.0,3,6,0.5,0.45,0.05
1642265,Rob Dillingham,1610612750,MIN,G,20.0,2,2,1.0,2,6,0.333,0.449,-0.116
1629674,Neemias Queta,1610612738,BOS,C,25.0,3,3,1.0,4,6,0.667,0.38,0.287
1629048,Goga Bitadze,1610612753,ORL,C-F,25.0,2,2,1.0,3,6,0.5,0.453,0.047
1641757,Jordan Miller,1610612746,LAC,G,25.0,3,3,1.0,2,5,0.4,0.455,-0.055
203937,Kyle Anderson,1610612748,MIA,F-G,31.0,2,2,1.0,2,4,0.5,0.514,-0.014
1630214,Xavier Tillman,1610612738,BOS,F,26.0,1,1,1.0,2,4,0.5,0.489,0.011
1641738,Kobe Brown,1610612746,LAC,F,25.0,1,1,1.0,2,4,0.5,0.509,-0.009
1629111,Jock Landale,1610612745,HOU,C,29.0,1,1,1.0,3,4,0.75,0.465,0.285
200782,P.J. Tucker,1610612752,NYK,F,40.0,1,1,1.0,0,3,0.0,0.323,-0.323
1641724,Jett Howard,1610612753,ORL,G,21.0,1,1,1.0,2,3,0.667,0.362,0.305
1631248,Baylor Scheierman,1610612738,BOS,G,24.0,2,2,1.0,1,3,0.333,0.485,-0.152
1629643,Chuma Okeke,1610612739,CLE,F,26.0,1,1,1.0,2,3,0.667,0.535,0.132
1642261,Dalton Knecht,1610612747,LAL,F,24.0,1,1,1.0,1,2,0.5,0.468,0.033
1631466,Nate Williams,1610612745,HOU,G,26.0,2,2,1.0,0,2,0.0,0.444,-0.444
1641715,Cam Whitmore,1610612745,HOU,F,20.0,2,2,1.0,2,2,1.0,0.438,0.562
1630205,Lamar Stevens,1610612763,MEM,F,27.0,1,1,1.0,1,2,0.5,0.487,0.014
1642353,Cam Christie,1610612746,LAC,G,19.0,1,1,1.0,1,2,0.5,0.476,0.024
1630574,Ariel Hukporti,1610612752,NYK,C,23.0,2,2,1.0,2,2,1.0,0.49,0.51
1628427,Vlatko Čančar,1610612743,DEN,F,28.0,2,2,1.0,2,2,1.0,0.508,0.493
203458,Alex Len,1610612747,LAL,C,31.0,1,1,1.0,0,1,0.0,0.482,-0.482
1642278,Tyler Kolek,1610612752,NYK,G,24.0,1,1,1.0,0,1,0.0,0.35,-0.35
1641753,Chris Livingston,1610612749,MIL,F,21.0,1,1,1.0,1,1,1.0,0.464,0.536
1641748,Andre Jackson Jr.,1610612749,MIL,G,23.0,1,1,1.0,0,1,0.0,0.461,-0.461
1631120,JD Davison,1610612738,BOS,G,22.0,1,1,1.0,0,1,0.0,0.4,-0.4
1641783,Tristan da Silva,1610612753,ORL,F,24.0,1,1,1.0,1,1,1.0,0.656,0.344
201988,Patty Mills,1610612746,LAC,G,36.0,1,1,1.0,0,1,0.0,0.468,-0.468
1629003,Shake Milton,1610612747,LAL,G,28.0,1,1,1.0,0,1,0.0,0.469,-0.469
201145,Jeff Green,1610612745,HOU,F,38.0,1,1,1.0,0,1,0.0,0.424,-0.424
1642352,Keshad Johnson,1610612748,MIA,F,23.0,1,1,1.0,0,1,0.0,0.477,-0.477
1642359,Pacôme Dadiet,1610612752,NYK,F,19.0,1,1,1.0,0,1,0.0,0.426,-0.426
1628467,Maxi Kleber,1610612747,LAL,F,33.0,1,1,1.0,0,1,0.0,0.484,-0.484
