team_id,team,sos_v0,season
1610612747,LAL,-1.2357227840571088,2018-19
1610612748,MIA,-1.601279000594884,2018-19
1610612749,MIL,-1.6677572873289708,2018-19
1610612750,MIN,-1.4257882212968471,2018-19
1610612751,BKN,-1.3428019036287924,2018-19
1610612752,NYK,-1.3964901844140394,2018-19
1610612753,ORL,-1.406454491374182,2018-19
1610612754,IND,-1.7610053539559787,2018-19
1610612755,PHI,-1.8758179654967282,2018-19
1610612756,PHX,-0.9940511600237953,2018-19
1610612757,POR,-1.4109161213563355,2018-19
1610612758,SAC,-1.0713860797144557,2018-19
1610612759,SAS,-1.5871505056513981,2018-19
1610612760,OKC,-1.5444675788221296,2018-19
1610612761,TOR,-1.966835217132659,2018-19
1610612762,UTA,-1.6988399762046402,2018-19
1610612763,MEM,-0.9881023200475908,2018-19
1610612764,WAS,-1.7572873289708506,2018-19
1610612765,DET,-1.6183819155264725,2018-19
1610612766,CHA,-1.630577037477692,2018-19
1610612737,ATL,-1.4080815435020022,2019-20
1610612738,BOS,-1.7649051490514904,2019-20
1610612739,CLE,-1.2628517823639773,2019-20
1610612740,NOP,-0.5579268292682927,2019-20
1610612741,CHI,-1.5894934333958723,2019-20
1610612742,DAL,-1.4359349593495936,2019-20
1610612743,DEN,-1.432676244570665,2019-20
1610612744,GSW,-1.6827392120075046,2019-20
1610612745,HOU,-1.241192411924119,2019-20
1610612746,LAC,-1.1903794037940378,2019-20
1610612747,LAL,-0.8646513225695637,2019-20
1610612748,MIA,-1.5491146007350483,2019-20
1610612749,MIL,-2.1719011025726696,2019-20
1610612750,MIN,-0.8229801829268293,2019-20
1610612751,BKN,-1.6798780487804879,2019-20
1610612752,NYK,-1.5652254249815225,2019-20
1610612753,ORL,-1.2357166722352155,2019-20
1610612754,IND,-1.820915469428667,2019-20
1610612755,PHI,-1.6232876712328768,2019-20
1610612756,PHX,-0.46742398930838625,2019-20
1610612757,POR,-1.3216875411997364,2019-20
1610612758,SAC,-1.1119579945799458,2019-20
1610612759,SAS,-1.3624184129165235,2019-20
1610612760,OKC,-1.1827574525745257,2019-20
1610612761,TOR,-1.7134146341463414,2019-20
1610612762,UTA,-1.0343834688346882,2019-20
1610612763,MEM,-1.3566655529568994,2019-20
1610612764,WAS,-1.9375,2019-20
1610612765,DET,-2.1986326681448634,2019-20
1610612766,CHA,-1.6450281425891182,2019-20
1610612737,ATL,-1.4674117411821708,2020-21
1610612738,BOS,-2.063165610723354,2020-21
1610612739,CLE,-1.4648572061649492,2020-21
1610612740,NOP,-1.4800068578620351,2020-21
1610612741,CHI,-1.6693443856521286,2020-21
1610612742,DAL,-1.7391040800842574,2020-21
1610612743,DEN,-1.6208696813019134,2020-21
1610612744,GSW,-1.1681211741013513,2020-21
1610612745,HOU,-1.6570901911953684,2020-21
1610612746,LAC,-1.802344820824998,2020-21
1610612747,LAL,-1.775903767095212,2020-21
1610612748,MIA,-1.9240071886026027,2020-21
1610612749,MIL,-2.2230939465934703,2020-21
1610612750,MIN,-1.3547898439731463,2020-21
1610612751,BKN,-1.7767072773900203,2020-21
1610612752,NYK,-1.5314947353024781,2020-21
1610612753,ORL,-1.7607651794701826,2020-21
1610612754,IND,-1.8829112981916438,2020-21
1610612755,PHI,-1.9023176908857076,2020-21
1610612756,PHX,-1.5386779004799953,2020-21
1610612757,POR,-1.4876551311353083,2020-21
1610612758,SAC,-1.4504929689731463,2020-21
1610612759,SAS,-1.4901056450294843,2020-21
1610612760,OKC,-1.614844820824998,2020-21
1610612761,TOR,-2.060272092204835,2020-21
1610612762,UTA,-1.63857167267685,2020-21
1610612763,MEM,-1.4884495899777126,2020-21
1610612764,WAS,-1.6059896847974278,2020-21
1610612765,DET,-1.6520755433832863,2020-21
1610612766,CHA,-1.521908488216231,2020-21
1610612737,ATL,-1.882791327913279,2021-22
1610612738,BOS,-1.4735772357723578,2021-22
1610612739,CLE,-1.1502371273712737,2021-22
1610612740,NOP,-1.2953929539295395,2021-22
1610612741,CHI,-1.6128048780487805,2021-22
1610612742,DAL,-1.6680216802168022,2021-22
1610612743,DEN,-1.6473577235772359,2021-22
1610612744,GSW,-1.214261517615176,2021-22
1610612745,HOU,-1.0657181571815717,2021-22
1610612746,LAC,-1.5376016260162602,2021-22
1610612747,LAL,-1.703760162601626,2021-22
1610612748,MIA,-1.5731707317073171,2021-22
1610612749,MIL,-1.9849254742547424,2021-22
1610612750,MIN,-1.0081300813008132,2021-22
1610612751,BKN,-1.842310298102981,2021-22
1610612752,NYK,-1.562330623306233,2021-22
1610612753,ORL,-1.084010840108401,2021-22
1610612754,IND,-1.6371951219512195,2021-22
1610612755,PHI,-1.9789972899728996,2021-22
1610612756,PHX,-1.6869918699186992,2021-22
1610612757,POR,-1.4500338753387534,2021-22
1610612758,SAC,-1.1365176151761518,2021-22
1610612759,SAS,-1.361449864498645,2021-22
1610612760,OKC,-0.9488482384823849,2021-22
1610612761,TOR,-1.486619241192412,2021-22
1610612762,UTA,-1.9225948509485093,2021-22
1610612763,MEM,-1.4298780487804879,2021-22
1610612764,WAS,-1.6971544715447158,2021-22
1610612765,DET,-1.4383468834688347,2021-22
1610612766,CHA,-1.518970189701897,2021-22
1610612737,ATL,-1.632361689470553,2022-23
1610612738,BOS,-1.7874776918500892,2022-23
1610612739,CLE,-1.5786734086853065,2022-23
1610612740,NOP,-1.5352468768590126,2022-23
1610612741,CHI,-1.4201368233194527,2022-23
1610612742,DAL,-1.6395002974419988,2022-23
1610612743,DEN,-1.728138013087448,2022-23
1610612744,GSW,-1.957614515169542,2022-23
1610612745,HOU,-1.1502082093991672,2022-23
1610612746,LAC,-1.5263236168947056,2022-23
1610612747,LAL,-1.294616299821535,2022-23
1610612748,MIA,-1.615556216537775,2022-23
1610612749,MIL,-1.6146638905413444,2022-23
1610612750,MIN,-1.6638905413444378,2022-23
1610612751,BKN,-1.3825104104699584,2022-23
1610612752,NYK,-1.3939619274241524,2022-23
1610612753,ORL,-1.1099048185603808,2022-23
1610612754,IND,-1.4275728732897086,2022-23
1610612755,PHI,-1.5746579417013682,2022-23
1610612756,PHX,-1.7733491969066035,2022-23
1610612757,POR,-1.1686496133254016,2022-23
1610612758,SAC,-1.2351279000594886,2022-23
1610612759,SAS,-1.638310529446758,2022-23
1610612760,OKC,-1.087001784651993,2022-23
1610612761,TOR,-1.498512790005949,2022-23
1610612762,UTA,-1.8820642474717433,2022-23
1610612763,MEM,-1.7041939321832242,2022-23
1610612764,WAS,-1.339678762641285,2022-23
1610612765,DET,-1.1338488994646045,2022-23
1610612766,CHA,-1.5062462819750149,2022-23
1610612737,ATL,-1.3887566924449732,2023-24
1610612738,BOS,-1.5701963117192146,2023-24
1610612739,CLE,-1.6983938132064245,2023-24
1610612740,NOP,-1.733194527067222,2023-24
1610612741,CHI,-1.695865556216538,2023-24
1610612742,DAL,-1.7035990481856038,2023-24
1610612743,DEN,-1.839678762641285,2023-24
1610612744,GSW,-1.6839678762641286,2023-24
1610612745,HOU,-1.2978881618084472,2023-24
1610612746,LAC,-1.4414039262343843,2023-24
1610612747,LAL,-1.4824509220701962,2023-24
1610612748,MIA,-1.4842355740630577,2023-24
1610612749,MIL,-1.6253718024985129,2023-24
1610612750,MIN,-1.6030636525877453,2023-24
1610612751,BKN,-1.3657049375371801,2023-24
1610612752,NYK,-1.3093396787626412,2023-24
1610612753,ORL,-1.3654074955383702,2023-24
1610612754,IND,-1.148720999405116,2023-24
1610612755,PHI,-1.579565734681737,2023-24
1610612756,PHX,-1.8082986317668055,2023-24
1610612757,POR,-1.3652587745389648,2023-24
1610612758,SAC,-1.4708506841165974,2023-24
1610612759,SAS,-1.1006841165972634,2023-24
1610612760,OKC,-1.7764723378941105,2023-24
1610612761,TOR,-1.4293575252825699,2023-24
1610612762,UTA,-1.5401546698393813,2023-24
1610612763,MEM,-1.9947947650208209,2023-24
1610612764,WAS,-1.377007733491969,2023-24
1610612765,DET,-0.9906305770374777,2023-24
1610612766,CHA,-1.1296847114812612,2023-24
1610612737,ATL,-1.6967578822129683,2024-25
1610612738,BOS,-2.382361689470553,2024-25
1610612739,CLE,-1.9367935752528256,2024-25
1610612740,NOP,-1.5208209399167163,2024-25
1610612741,CHI,-1.7589232599643068,2024-25
1610612742,DAL,-1.392474717430101,2024-25
1610612743,DEN,-1.3750743604997024,2024-25
1610612744,GSW,-1.2569898869720406,2024-25
1610612745,HOU,-1.1299821534800714,2024-25
1610612746,LAC,-1.3352171326591313,2024-25
1610612747,LAL,-1.4503271861986913,2024-25
1610612748,MIA,-1.880577037477692,2024-25
1610612749,MIL,-1.7925342058298632,2024-25
1610612750,MIN,-1.5881915526472337,2024-25
1610612751,BKN,-1.4599940511600238,2024-25
1610612752,NYK,-1.960291493158834,2024-25
1610612753,ORL,-1.9006543723973823,2024-25
1610612754,IND,-1.8209399167162403,2024-25
1610612755,PHI,-1.689916716240333,2024-25
1610612756,PHX,-1.4662403331350387,2024-25
1610612757,POR,-0.7975907198096371,2024-25
1610612758,SAC,-1.3683819155264725,2024-25
1610612759,SAS,-1.144854253420583,2024-25
1610612760,OKC,-1.6038072575847708,2024-25
1610612761,TOR,-1.36540749553837,2024-25
1610612762,UTA,-1.1258179654967282,2024-25
1610612763,MEM,-1.0254312908982748,2024-25
1610612764,WAS,-1.2318560380725758,2024-25
1610612765,DET,-1.2330458060678167,2024-25
1610612766,CHA,-1.3087447947650208,2024-25
