SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
2021-22,1610612738,BOS,Boston Celtics,0042100401,2022-06-02T00:00:00,BOS @ GSW,W,48.0,32.3,63.8,0.506,15.8,30.8,0.512,9.8,12.0,0.813,5.3,24.0,29.3,24.8,9.8,5.3,4.5,4.5,9.8,12.0,90.0,9.0,1,1,1,1,3,20,68,33,3,27,5,131,137,66,108,88,102,5,70,74,35,116,3,158,18,38,1
2021-22,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02T00:00:00,GSW vs. BOS,L,48.0,29.3,66.0,0.443,14.3,33.8,0.422,8.3,11.3,0.733,9.0,20.3,29.3,18.0,10.5,6.0,4.5,4.5,12.0,9.8,81.0,-9.0,1,88,88,88,3,73,41,104,10,8,37,150,143,128,40,143,102,66,88,49,35,116,13,170,83,136,1
2021-22,1610612738,BOS,Boston Celtics,0042100307,2022-05-29T00:00:00,BOS @ MIA,W,48.0,26.3,63.8,0.412,8.3,24.0,0.344,14.3,18.0,0.792,7.5,30.8,38.3,16.5,9.8,3.0,4.5,3.8,19.5,13.5,75.0,3.0,1,1,1,1,3,126,68,137,98,106,100,57,59,85,64,12,18,87,70,142,35,95,144,130,120,71,1
2021-22,1610612748,MIA,Miami Heat,0042100307,2022-05-29T00:00:00,MIA vs. BOS,L,48.0,27.8,66.0,0.42,4.5,22.5,0.2,12.0,18.0,0.667,5.3,27.8,33.0,12.0,7.5,3.0,3.8,4.5,13.5,19.5,72.0,-3.0,1,88,88,88,3,99,41,127,165,130,163,98,59,149,108,30,62,154,26,142,60,116,30,22,138,101,1
2021-22,1610612738,BOS,Boston Celtics,0042100306,2022-05-27T00:00:00,BOS vs. MIA,L,48.0,24.0,54.0,0.444,8.3,24.8,0.333,21.0,23.3,0.903,4.5,21.0,25.5,16.5,13.5,7.5,3.0,1.5,21.0,20.3,77.3,-6.0,1,88,88,88,3,150,166,101,98,95,107,9,22,21,127,134,148,87,146,20,81,15,159,17,101,116,1
2021-22,1610612748,MIA,Miami Heat,0042100306,2022-05-27T00:00:00,MIA @ BOS,W,48.0,27.0,58.5,0.462,11.3,26.3,0.429,18.0,18.8,0.96,8.3,19.5,27.8,18.8,14.3,7.5,1.5,3.0,20.3,21.0,83.3,6.0,1,1,1,1,3,111,136,83,37,71,32,28,51,5,48,151,118,51,156,20,134,66,155,7,57,54,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100315,2022-05-26T00:00:00,DAL @ GSW,L,48.0,27.8,61.5,0.451,12.8,31.5,0.405,14.3,18.8,0.76,4.5,21.0,25.5,16.5,6.0,4.5,3.0,2.3,13.5,15.0,82.5,-7.5,1,88,88,88,3,99,100,93,19,23,49,57,51,112,127,134,148,87,9,96,81,43,30,98,64,127,1
2021-22,1610612744,GSW,Golden State Warriors,0042100315,2022-05-26T00:00:00,GSW vs. DAL,W,48.0,33.8,66.0,0.511,10.5,27.0,0.389,12.0,12.0,1.0,10.5,27.8,38.3,27.0,8.3,4.5,2.3,3.0,15.0,13.5,90.0,7.5,1,1,1,1,3,11,41,29,51,60,64,98,137,1,20,30,18,2,40,96,111,66,64,130,18,43,1
2021-22,1610612748,MIA,Miami Heat,0042100305,2022-05-25T00:00:00,MIA vs. BOS,L,48.0,22.5,70.5,0.319,5.3,33.8,0.156,9.8,10.5,0.929,14.3,22.5,36.8,10.5,9.0,5.3,1.5,5.3,14.3,14.3,60.0,-9.8,1,88,88,88,3,163,10,174,152,8,171,131,154,14,3,107,27,167,55,74,134,141,46,114,171,138,1
2021-22,1610612738,BOS,Boston Celtics,0042100305,2022-05-25T00:00:00,BOS @ MIA,W,48.0,24.8,53.3,0.465,7.5,24.8,0.303,12.8,17.3,0.739,4.5,30.0,34.5,18.0,11.3,3.8,5.3,1.5,14.3,14.3,69.8,9.8,1,1,1,1,3,144,167,77,116,95,126,82,70,124,127,14,50,66,100,114,20,15,46,114,150,34,1
2021-22,1610612744,GSW,Golden State Warriors,0042100314,2022-05-24T00:00:00,GSW @ DAL,L,48.0,30.8,63.0,0.488,7.5,21.0,0.357,12.8,19.5,0.654,4.5,27.0,31.5,19.5,6.0,3.8,3.0,4.5,13.5,14.3,81.8,-7.5,1,88,88,88,3,46,79,50,116,146,91,82,48,157,127,40,80,41,9,114,81,116,30,114,74,127,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100314,2022-05-24T00:00:00,DAL vs. GSW,W,48.0,30.8,61.5,0.5,15.0,32.3,0.465,12.8,16.5,0.773,3.0,30.8,33.8,22.5,6.0,3.0,4.5,3.0,14.3,13.5,89.3,7.5,1,1,1,1,3,46,100,37,5,16,23,82,81,98,159,12,56,14,9,142,35,66,46,130,21,43,1
2021-22,1610612738,BOS,Boston Celtics,0042100304,2022-05-23T00:00:00,BOS vs. MIA,W,48.0,23.3,58.5,0.397,6.0,25.5,0.235,24.0,28.5,0.842,10.5,34.5,45.0,15.8,8.3,3.0,8.3,1.5,11.3,19.5,76.5,15.0,1,1,1,1,3,155,136,148,144,84,156,1,6,52,20,2,2,109,40,142,4,15,8,22,110,18,1
2021-22,1610612748,MIA,Miami Heat,0042100304,2022-05-23T00:00:00,MIA @ BOS,L,48.0,22.5,67.5,0.333,10.5,27.0,0.389,6.0,10.5,0.571,7.5,21.8,29.3,16.5,6.8,3.0,1.5,8.3,19.5,11.3,61.5,-15.0,1,88,88,88,3,163,28,171,51,60,64,168,154,173,64,122,102,87,17,142,134,170,144,163,168,153,1
2021-22,1610612744,GSW,Golden State Warriors,0042100313,2022-05-22T00:00:00,GSW @ DAL,W,48.0,28.5,60.8,0.469,8.3,24.0,0.344,16.5,18.8,0.88,10.5,24.8,35.3,21.0,9.8,3.8,0.8,1.5,17.3,13.5,81.8,6.8,1,1,1,1,3,85,114,72,98,106,100,36,51,31,20,77,42,20,70,114,161,15,108,130,74,49,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100313,2022-05-22T00:00:00,DAL vs. GSW,L,48.0,22.5,56.3,0.4,9.8,33.8,0.289,20.3,25.5,0.794,5.3,19.5,24.8,13.5,6.8,3.0,1.5,0.8,13.5,17.3,75.0,-6.8,1,88,88,88,3,163,155,143,67,8,130,13,11,83,108,151,157,139,17,142,134,3,30,54,120,122,1
2021-22,1610612738,BOS,Boston Celtics,0042100303,2022-05-21T00:00:00,BOS vs. MIA,L,48.0,25.5,52.5,0.486,9.0,24.0,0.375,17.3,22.5,0.767,6.8,26.3,33.0,15.8,18.0,1.5,5.3,3.0,15.8,18.0,77.3,-4.5,1,88,88,88,3,135,169,53,80,106,74,33,30,102,77,54,62,109,174,168,20,66,77,44,101,108,1
2021-22,1610612748,MIA,Miami Heat,0042100303,2022-05-21T00:00:00,MIA @ BOS,W,48.0,32.3,69.0,0.467,8.3,24.8,0.333,9.0,10.5,0.857,6.0,19.5,25.5,16.5,6.8,14.3,3.0,5.3,18.0,15.8,81.8,4.5,1,1,1,1,3,20,16,73,98,95,107,144,154,43,91,151,148,87,17,1,81,141,122,83,74,63,1
2021-22,1610612744,GSW,Golden State Warriors,0042100312,2022-05-20T00:00:00,GSW vs. DAL,W,48.0,34.5,61.5,0.561,10.5,21.0,0.5,15.0,18.8,0.8,6.0,26.3,32.3,24.8,12.0,3.0,1.5,3.8,19.5,15.0,94.5,6.8,1,1,1,1,3,5,100,8,51,146,6,48,51,74,91,54,71,5,115,142,134,95,144,98,8,49,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100312,2022-05-20T00:00:00,DAL @ GSW,L,48.0,27.8,58.5,0.474,15.8,33.8,0.467,16.5,21.8,0.759,3.0,19.5,22.5,16.5,9.0,5.3,3.8,1.5,15.0,19.5,87.8,-6.8,1,88,88,88,3,99,136,63,3,8,21,36,33,114,159,151,169,87,55,74,60,15,64,22,30,122,1
2021-22,1610612738,BOS,Boston Celtics,0042100302,2022-05-19T00:00:00,BOS @ MIA,W,48.0,32.3,63.0,0.512,15.0,30.0,0.5,15.8,17.3,0.913,6.0,24.8,30.8,21.0,7.5,6.0,3.8,2.3,15.8,13.5,95.3,18.8,1,1,1,1,3,20,79,27,5,32,6,42,70,17,91,77,88,20,26,49,60,43,77,130,7,11,1
2021-22,1610612748,MIA,Miami Heat,0042100302,2022-05-19T00:00:00,MIA vs. BOS,L,48.0,28.5,64.5,0.442,7.5,25.5,0.294,12.0,16.5,0.727,9.0,22.5,31.5,15.8,11.3,3.0,2.3,3.8,13.5,15.8,76.5,-18.8,1,88,88,88,3,85,58,105,116,84,128,98,81,130,40,107,80,109,100,142,111,95,30,83,110,162,1
2021-22,1610612744,GSW,Golden State Warriors,0042100311,2022-05-18T00:00:00,GSW vs. DAL,W,48.0,34.5,61.5,0.561,7.5,21.8,0.345,7.5,12.0,0.625,5.3,33.0,38.3,18.0,11.3,6.0,5.3,0.8,16.5,12.8,84.0,18.8,1,1,1,1,3,5,100,8,116,138,99,158,137,167,108,7,18,66,100,49,20,3,93,146,52,11,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100311,2022-05-18T00:00:00,DAL @ GSW,L,48.0,23.3,64.5,0.36,8.3,36.0,0.229,10.5,15.8,0.667,6.8,19.5,26.3,10.5,9.8,5.3,0.8,5.3,12.8,16.5,65.3,-18.8,1,88,88,88,3,155,58,168,98,5,159,121,87,149,77,151,139,167,70,74,161,141,18,68,162,162,1
2021-22,1610612738,BOS,Boston Celtics,0042100301,2022-05-17T00:00:00,BOS @ MIA,L,48.0,27.0,59.3,0.456,8.3,25.5,0.324,18.0,24.0,0.75,6.0,22.5,28.5,16.5,12.0,6.0,6.0,9.0,17.3,18.0,80.3,-8.3,1,88,88,88,3,111,130,86,98,84,115,28,19,115,91,107,112,87,115,49,11,172,108,44,87,133,1
2021-22,1610612748,MIA,Miami Heat,0042100301,2022-05-17T00:00:00,MIA vs. BOS,W,48.0,29.3,60.0,0.488,7.5,22.5,0.333,22.5,25.5,0.882,6.8,22.5,29.3,13.5,9.8,7.5,9.0,6.0,18.0,17.3,88.5,8.3,1,1,1,1,3,73,120,52,116,130,107,6,11,30,77,107,102,139,70,20,2,156,122,54,25,40,1
2021-22,1610612738,BOS,Boston Celtics,0042100217,2022-05-15T00:00:00,BOS vs. MIL,W,48.0,27.8,66.0,0.42,16.5,41.3,0.4,9.8,13.5,0.722,6.0,30.0,36.0,21.8,10.5,3.8,5.3,3.8,14.3,13.5,81.8,21.0,1,1,1,1,3,99,41,127,1,1,50,131,121,134,91,14,33,16,88,114,20,95,46,130,74,8,1
2021-22,1610612756,PHX,Phoenix Suns,0042100227,2022-05-15T00:00:00,PHX vs. DAL,L,48.0,24.8,65.3,0.379,9.0,25.5,0.353,9.0,13.5,0.667,11.3,18.0,29.3,16.5,9.0,6.0,3.0,4.5,13.5,12.8,67.5,-24.8,1,88,88,88,3,144,48,161,80,84,95,144,121,149,14,165,102,87,55,49,81,116,30,146,156,171,1
2021-22,1610612749,MIL,Milwaukee Bucks,0042100217,2022-05-15T00:00:00,MIL @ BOS,L,48.0,24.8,67.5,0.367,3.0,24.8,0.121,8.3,12.0,0.688,8.3,33.8,42.0,15.0,9.8,3.8,3.8,5.3,13.5,14.3,60.8,-21.0,1,88,88,88,3,144,28,166,171,95,173,150,137,147,48,5,4,123,70,114,60,141,30,114,169,166,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100227,2022-05-15T00:00:00,DAL @ PHX,W,48.0,34.5,60.8,0.568,14.3,29.3,0.487,9.0,9.0,1.0,4.5,27.8,32.3,10.5,9.0,6.8,4.5,3.0,12.8,13.5,92.3,24.8,1,1,1,1,3,5,114,5,10,40,10,144,165,1,127,30,71,167,55,36,35,66,18,130,14,4,1
2021-22,1610612749,MIL,Milwaukee Bucks,0042100216,2022-05-13T00:00:00,MIL vs. BOS,L,48.0,27.0,66.0,0.409,5.3,21.8,0.241,12.0,13.5,0.889,5.3,31.5,36.8,11.3,8.3,3.8,2.3,5.3,18.8,12.8,71.3,-9.8,1,88,88,88,3,111,41,139,152,138,155,98,121,28,108,11,27,162,40,114,111,141,132,146,142,138,1
2021-22,1610612738,BOS,Boston Celtics,0042100216,2022-05-13T00:00:00,BOS @ MIL,W,48.0,28.5,65.3,0.437,12.8,32.3,0.395,11.3,17.3,0.652,6.0,25.5,31.5,16.5,6.0,3.8,5.3,2.3,12.8,18.8,81.0,9.8,1,1,1,1,3,85,48,109,19,16,56,112,70,158,91,65,80,87,9,114,20,43,18,32,83,34,1
2021-22,1610612744,GSW,Golden State Warriors,0042100236,2022-05-13T00:00:00,GSW vs. MEM,W,48.0,30.8,78.0,0.394,15.0,39.8,0.377,6.0,8.3,0.727,18.8,33.8,52.5,18.0,14.3,2.3,7.5,4.5,12.8,9.0,82.5,10.5,1,1,1,1,3,46,1,152,5,2,73,168,168,130,1,5,1,66,156,162,6,116,18,173,64,32,1
2021-22,1610612763,MEM,Memphis Grizzlies,0042100236,2022-05-13T00:00:00,MEM @ GSW,L,48.0,25.5,72.0,0.354,11.3,27.0,0.417,9.8,15.0,0.65,7.5,25.5,33.0,15.8,5.3,6.0,4.5,7.5,9.0,12.8,72.0,-10.5,1,88,88,88,3,135,4,169,37,60,41,131,103,161,64,65,62,109,4,49,35,168,1,146,138,142,1
2021-22,1610612756,PHX,Phoenix Suns,0042100226,2022-05-12T00:00:00,PHX @ DAL,L,48.0,23.3,58.5,0.397,4.5,13.5,0.333,13.5,15.8,0.857,9.8,24.0,33.8,13.5,16.5,2.3,1.5,3.0,20.3,17.3,64.5,-20.3,1,88,88,88,3,155,136,148,165,173,107,68,87,43,27,88,56,139,170,162,134,66,155,54,163,165,1
2021-22,1610612755,PHI,Philadelphia 76ers,0042100206,2022-05-12T00:00:00,PHI vs. MIA,L,48.0,27.0,65.3,0.414,9.0,27.8,0.324,4.5,5.3,0.857,4.5,21.8,26.3,15.8,9.8,6.0,4.5,4.5,12.0,9.0,67.5,-6.8,1,88,88,88,3,111,48,134,80,52,114,173,174,43,127,122,139,109,70,49,35,116,13,173,156,122,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100226,2022-05-12T00:00:00,DAL vs. PHX,W,48.0,26.3,57.8,0.455,12.0,29.3,0.41,20.3,27.0,0.75,5.3,24.0,29.3,13.5,5.3,12.0,3.0,1.5,17.3,20.3,84.8,20.3,1,1,1,1,3,126,145,88,27,40,45,13,7,115,108,88,102,139,4,2,81,15,108,17,50,10,1
2021-22,1610612748,MIA,Miami Heat,0042100206,2022-05-12T00:00:00,MIA @ PHI,W,48.0,31.5,65.3,0.483,5.3,21.0,0.25,6.0,8.3,0.727,9.8,27.0,36.8,14.3,12.0,5.3,4.5,4.5,9.0,12.0,74.3,6.8,1,1,1,1,3,35,48,56,152,146,148,168,168,130,27,40,27,133,115,74,35,116,1,158,125,49,1
2021-22,1610612749,MIL,Milwaukee Bucks,0042100215,2022-05-11T00:00:00,MIL @ BOS,W,48.0,30.0,69.0,0.435,9.8,21.8,0.448,12.8,15.8,0.81,12.8,24.0,36.8,16.5,9.8,3.8,3.8,5.3,10.5,14.3,82.5,2.3,1,1,1,1,3,58,16,111,67,138,30,82,87,68,7,88,27,87,70,114,60,141,6,114,64,75,1
2021-22,1610612744,GSW,Golden State Warriors,0042100235,2022-05-11T00:00:00,GSW @ MEM,L,48.0,27.0,60.0,0.45,10.5,29.3,0.359,6.8,9.8,0.692,3.0,24.8,27.8,16.5,16.5,2.3,3.8,3.0,17.3,12.8,71.3,-29.3,1,88,88,88,3,111,120,96,51,40,90,165,160,143,159,77,118,87,170,162,60,66,108,146,142,174,1
2021-22,1610612738,BOS,Boston Celtics,0042100215,2022-05-11T00:00:00,BOS vs. MIL,L,48.0,31.5,61.5,0.512,7.5,23.3,0.323,9.8,11.3,0.867,3.8,23.3,27.0,18.8,7.5,4.5,5.3,3.8,14.3,10.5,80.3,-2.3,1,88,88,88,3,35,100,25,116,122,117,131,143,34,148,99,129,51,26,96,20,95,46,168,87,97,1
2021-22,1610612763,MEM,Memphis Grizzlies,0042100235,2022-05-11T00:00:00,MEM vs. GSW,W,48.0,35.3,74.3,0.475,13.5,30.8,0.439,16.5,22.5,0.733,13.5,27.8,41.3,27.8,7.5,9.0,3.0,3.8,12.8,17.3,100.5,29.3,1,1,1,1,3,3,2,62,13,27,31,36,30,128,5,30,5,1,26,8,81,95,18,54,2,1,1
2021-22,1610612755,PHI,Philadelphia 76ers,0042100205,2022-05-10T00:00:00,PHI @ MIA,L,48.0,23.3,63.8,0.365,6.8,24.0,0.281,10.5,11.3,0.933,7.5,19.5,27.0,10.5,12.0,6.0,1.5,3.0,14.3,9.8,63.8,-26.3,1,88,88,88,3,155,68,167,129,106,133,121,143,12,64,151,129,167,115,49,134,66,46,170,167,172,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100225,2022-05-10T00:00:00,DAL @ PHX,L,48.0,20.3,53.3,0.38,6.0,24.0,0.25,13.5,20.3,0.667,4.5,24.0,28.5,6.8,13.5,5.3,0.0,1.5,15.8,17.3,60.0,-22.5,1,88,88,88,3,173,167,160,144,106,148,68,42,149,127,88,112,174,146,74,173,15,77,54,171,168,1
2021-22,1610612748,MIA,Miami Heat,0042100205,2022-05-10T00:00:00,MIA vs. PHI,W,48.0,33.8,63.0,0.536,9.8,24.8,0.394,12.8,17.3,0.739,6.0,28.5,34.5,19.5,8.3,6.0,3.0,1.5,9.8,14.3,90.0,26.3,1,1,1,1,3,11,79,16,67,95,59,82,70,124,91,22,50,41,40,49,81,15,3,114,18,2,1
2021-22,1610612756,PHX,Phoenix Suns,0042100225,2022-05-10T00:00:00,PHX vs. DAL,W,48.0,32.3,65.3,0.494,9.0,24.0,0.375,9.0,12.0,0.75,9.0,28.5,37.5,21.0,9.0,7.5,1.5,0.0,17.3,15.8,82.5,22.5,1,1,1,1,3,20,48,46,80,106,74,144,137,115,40,22,24,20,55,20,134,1,108,83,64,5,1
2021-22,1610612738,BOS,Boston Celtics,0042100214,2022-05-09T00:00:00,BOS @ MIL,W,48.0,31.5,63.0,0.5,10.5,27.8,0.378,13.5,15.0,0.9,3.0,25.5,28.5,18.8,8.3,1.5,3.0,2.3,18.8,12.8,87.0,6.0,1,1,1,1,3,35,79,37,51,52,71,68,103,22,159,65,112,51,40,168,81,43,132,146,33,54,1
2021-22,1610612749,MIL,Milwaukee Bucks,0042100214,2022-05-09T00:00:00,MIL vs. BOS,L,48.0,29.3,70.5,0.415,6.8,20.3,0.333,15.8,20.3,0.778,9.8,26.3,36.0,13.5,6.0,4.5,2.3,3.0,12.8,18.8,81.0,-6.0,1,88,88,88,3,73,10,132,129,155,107,42,42,93,27,54,33,139,9,96,111,66,18,32,83,116,1
2021-22,1610612763,MEM,Memphis Grizzlies,0042100234,2022-05-09T00:00:00,MEM @ GSW,L,48.0,30.0,72.0,0.417,6.8,26.3,0.257,6.8,11.3,0.6,7.5,28.5,36.0,18.8,9.0,7.5,7.5,5.3,14.3,11.3,73.5,-2.3,1,88,88,88,3,58,4,131,129,71,146,165,143,170,64,22,33,51,55,20,6,141,46,163,130,97,1
2021-22,1610612744,GSW,Golden State Warriors,0042100234,2022-05-09T00:00:00,GSW vs. MEM,W,48.0,27.0,67.5,0.4,6.8,27.8,0.243,15.0,16.5,0.909,7.5,33.0,40.5,18.8,12.0,4.5,5.3,7.5,11.3,14.3,75.8,2.3,1,1,1,1,3,111,28,143,129,52,154,48,81,18,64,7,10,51,115,96,20,168,8,114,115,75,1
2021-22,1610612755,PHI,Philadelphia 76ers,0042100204,2022-05-08T00:00:00,PHI vs. MIA,W,48.0,27.8,51.0,0.544,12.0,24.8,0.485,19.5,25.5,0.765,3.0,21.0,24.0,18.8,12.8,3.8,1.5,3.8,18.0,19.5,87.0,6.0,1,1,1,1,3,99,172,13,27,95,11,16,11,103,159,134,163,51,134,114,134,95,122,22,33,54,1
2021-22,1610612756,PHX,Phoenix Suns,0042100224,2022-05-08T00:00:00,PHX @ DAL,L,48.0,29.3,63.0,0.464,6.8,18.8,0.36,10.5,13.5,0.778,9.0,24.0,33.0,20.3,12.8,3.0,3.0,0.8,18.8,15.8,75.8,-7.5,1,88,88,88,3,73,79,78,129,161,88,121,121,93,40,88,62,30,134,142,81,3,132,83,115,127,1
2021-22,1610612748,MIA,Miami Heat,0042100204,2022-05-08T00:00:00,MIA @ PHI,L,48.0,28.5,61.5,0.463,5.3,26.3,0.2,18.8,21.0,0.893,3.8,21.0,24.8,18.0,9.8,6.8,3.8,1.5,19.5,18.0,81.0,-6.0,1,88,88,88,3,85,100,79,152,71,163,22,38,26,148,134,157,66,70,36,60,15,144,44,83,116,1
2021-22,1610612742,DAL,Dallas Mavericks,0042100224,2022-05-08T00:00:00,DAL vs. PHX,W,48.0,28.5,63.8,0.447,15.0,33.0,0.455,11.3,14.3,0.789,7.5,20.3,27.8,16.5,8.3,3.8,0.8,3.0,15.8,18.8,83.3,7.5,1,1,1,1,3,85,68,99,5,14,28,112,116,89,64,143,118,87,40,114,161,66,77,32,57,43,1
2021-22,1610612738,BOS,Boston Celtics,0042100213,2022-05-07T00:00:00,BOS @ MIL,L,48.0,24.0,65.3,0.368,6.8,24.8,0.273,21.0,25.5,0.824,8.3,27.0,35.3,17.3,9.0,3.8,9.8,3.0,15.8,20.3,75.8,-1.5,1,88,88,88,3,150,48,165,129,95,137,9,11,59,48,40,42,79,55,114,1,66,77,17,115,93,1
2021-22,1610612763,MEM,Memphis Grizzlies,0042100233,2022-05-07T00:00:00,MEM @ GSW,L,48.0,30.0,69.0,0.435,12.0,32.3,0.372,12.0,15.8,0.762,5.3,17.3,22.5,15.8,9.0,5.3,3.0,3.0,15.0,18.0,84.0,-22.5,1,88,88,88,3,58,16,111,27,16,78,98,87,106,108,168,169,109,55,74,81,66,64,44,52,168,1
2021-22,1610612749,MIL,Milwaukee Bucks,0042100213,2022-05-07T00:00:00,MIL vs. BOS,W,48.0,30.0,74.3,0.404,6.8,25.5,0.265,10.5,12.8,0.824,9.8,30.0,39.8,15.0,9.0,6.0,3.0,9.8,19.5,15.0,77.3,1.5,1,1,1,1,3,58,2,142,129,84,140,121,132,59,27,14,12,123,55,49,81,174,144,98,101,80,1
