season,season_start,season_end,award,team_rank,player,player_id,position,lg,voting,age,tm,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,9999,coach,w,l,w_lpct,games
2020-21,2020,2021,dpoy,,,,,NBA,,28.0,,71.0,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,,,,,,
2019-20,2019,2020,dpoy,,,,,NBA,,25.0,,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,,,,,,
2018-19,2018,2019,dpoy,,,,,NBA,,26.0,,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,,,,,,
2017-18,2017,2018,dpoy,,,,,NBA,,25.0,,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,,,,,,
2016-17,2016,2017,dpoy,,,,,NBA,,26.0,,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,,,,,,
2015-16,2015,2016,dpoy,,,,,NBA,,24.0,,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,,,,,,
2014-15,2014,2015,dpoy,,,,,NBA,,23.0,,64.0,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,,,,,,
2013-14,2013,2014,dpoy,,,,,NBA,,28.0,,80.0,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,,,,,,
2012-13,2012,2013,dpoy,,,,,NBA,,28.0,,80.0,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,,,,,,
2011-12,2011,2012,dpoy,,,,,NBA,,29.0,,62.0,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,,,,,,
2010-11,2010,2011,dpoy,,,,,NBA,,25.0,,78.0,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,,,,,,
2009-10,2009,2010,dpoy,,,,,NBA,,24.0,,82.0,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,,,,,,
2008-09,2008,2009,dpoy,,,,,NBA,,23.0,,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,,,,,,
2007-08,2007,2008,dpoy,,,,,NBA,,31.0,,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,,,,,,
2006-07,2006,2007,dpoy,,,,,NBA,,32.0,,70.0,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,,,,,,
2005-06,2005,2006,dpoy,,,,,NBA,,31.0,,82.0,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,,,,,,
2004-05,2004,2005,dpoy,,,,,NBA,,30.0,,74.0,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,,,,,,
2003-04,2003,2004,dpoy,,,,,NBA,,24.0,,73.0,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,,,,,,
2002-03,2002,2003,dpoy,,,,,NBA,,28.0,,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,,,,,,
2001-02,2001,2002,dpoy,,,,,NBA,,27.0,,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,,,,,,
2000-01,2000,2001,dpoy,,,,,NBA,,34.0,,75.0,34.5,10.0,13.5,1.0,0.4,2.7,0.484,,0.725,8.1,0.151,,,,,,
1999-00,1999,2000,dpoy,,,,,NBA,,29.0,,79.0,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,,,,,,
1998-99,1998,2099,dpoy,,,,,NBA,,28.0,,46.0,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216,,,,,,
1997-98,1997,2098,dpoy,,,,,NBA,,31.0,,82.0,35.6,13.4,11.4,1.0,0.4,3.4,0.537,,0.67,10.8,0.177,,,,,,
1996-97,1996,2097,dpoy,,,,,NBA,,30.0,,80.0,37.2,13.3,11.6,1.4,0.6,3.3,0.527,,0.705,11.3,0.183,,,,,,
1995-96,1995,2096,dpoy,,,,,NBA,,27.0,,81.0,39.0,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,,,,,,
1994-95,1994,2095,dpoy,,,,,NBA,,28.0,,82.0,37.8,11.5,12.5,1.4,0.5,3.9,0.556,,0.654,8.7,0.135,,,,,,
1993-94,1993,2094,dpoy,,,,,NBA,,31.0,,80.0,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,,,,,,
1992-93,1992,2093,dpoy,,,,,NBA,,30.0,,82.0,39.5,26.1,13.0,3.5,1.8,4.2,0.529,0.0,0.779,15.8,0.234,,,,,,
1991-92,1991,2092,dpoy,,,,,NBA,,26.0,,68.0,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,,,,,,
1990-91,1990,2091,dpoy,,,,,NBA,,29.0,,82.0,33.5,8.2,12.5,1.0,0.8,0.7,0.493,0.2,0.631,8.7,0.151,,,,,,
1989-90,1989,2090,dpoy,,,,,NBA,,28.0,,82.0,29.0,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,9.3,0.189,,,,,,
1988-89,1988,2089,dpoy,,,,,NBA,,32.0,,82.0,35.5,6.2,10.3,1.0,0.5,3.8,0.462,,0.66,6.6,0.108,,,,,,
1987-88,1987,2088,dpoy,,,,,NBA,,24.0,,82.0,40.4,35.0,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308,,,,,,
1986-87,1986,2087,dpoy,,,,,NBA,,30.0,,82.0,27.5,10.5,3.1,4.5,1.0,0.5,0.438,0.385,0.851,6.1,0.131,,,,,,
1985-86,1985,2086,dpoy,,,,,NBA,,23.0,,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,,,,,,
1984-85,1984,2085,dpoy,,,,,NBA,,28.0,,82.0,34.3,9.7,11.3,1.5,0.4,5.6,0.449,,0.712,5.4,0.093,,,,,,
1983-84,1983,2084,dpoy,,,,,NBA,,26.0,,79.0,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198,,,,,,
1982-83,1982,2083,dpoy,,,,,NBA,,25.0,,76.0,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,,,,,,
2024-25,2024,2025,ecfmvp,,,,,NBA,,30.0,,,36.0,24.8,5.0,3.5,1.3,0.7,0.524,0.5,0.674,,,,,,,,6.0
2023-24,2023,2024,ecfmvp,,,,,NBA,,27.0,,,41.0,29.8,5.0,3.0,2.0,0.8,0.517,0.37,0.655,,,,,,,,4.0
2022-23,2022,2023,ecfmvp,,,,,NBA,,33.0,,,39.6,24.7,7.6,6.1,2.6,0.4,0.42,0.348,0.833,,,,,,,,7.0
2021-22,2021,2022,ecfmvp,,,,,NBA,,23.0,,,40.7,25.0,8.3,5.6,1.1,0.9,0.462,0.353,0.86,,,,,,,,7.0
2023-24,2023,2024,fmvp,,,,,NBA,,27.0,,5.0,38.6,20.8,5.4,5.0,1.6,0.8,0.44,0.235,0.733,,,,,,,,
2022-23,2022,2023,fmvp,,,,,NBA,,27.0,,5.0,41.2,30.2,14.0,7.2,0.8,1.4,0.583,0.421,0.838,,,,,,,,
2021-22,2021,2022,fmvp,,,,,NBA,,33.0,,6.0,37.5,31.2,6.0,5.0,2.0,0.2,0.482,0.437,0.857,,,,,,,,
2020-21,2020,2021,fmvp,,,,,NBA,,26.0,,6.0,39.8,35.2,13.2,5.0,1.2,1.8,0.618,0.2,0.659,,,,,,,,
2019-20,2019,2020,fmvp,,,,,NBA,,35.0,,6.0,39.3,29.8,11.8,8.5,1.2,0.5,0.591,0.417,0.667,,,,,,,,
2018-19,2018,2019,fmvp,,,,,NBA,,27.0,,6.0,40.5,28.5,9.8,4.2,2.0,1.2,0.434,0.357,0.906,,,,,,,,
2017-18,2017,2018,fmvp,,,,,NBA,,29.0,,4.0,41.3,28.8,10.8,7.5,0.8,2.3,0.526,0.409,0.963,,,,,,,,
2016-17,2016,2017,fmvp,,,,,NBA,,28.0,,5.0,39.8,35.2,8.2,5.4,1.0,1.6,0.556,0.474,0.927,,,,,,,,
2015-16,2015,2016,fmvp,,,,,NBA,,31.0,,7.0,41.7,29.7,11.3,8.9,2.6,2.3,0.494,0.371,0.721,,,,,,,,
2014-15,2014,2015,fmvp,,,,,NBA,,31.0,,6.0,37.0,16.3,5.8,4.0,1.3,0.3,0.521,0.4,0.357,,,,,,,,
2013-14,2013,2014,fmvp,,,,,NBA,,22.0,,5.0,33.4,17.8,6.4,2.0,1.6,1.2,0.612,0.579,0.783,,,,,,,,
2012-13,2012,2013,fmvp,,,,,NBA,,28.0,,7.0,43.0,25.3,10.9,7.0,2.3,0.9,0.447,0.353,0.795,,,,,,,,
2011-12,2011,2012,fmvp,,,,,NBA,,27.0,,5.0,44.0,28.6,10.2,7.4,1.6,0.4,0.472,0.188,0.826,,,,,,,,
2010-11,2010,2011,fmvp,,,,,NBA,,32.0,,6.0,40.3,26.0,9.7,2.0,0.7,0.7,0.416,0.368,0.978,,,,,,,,
2009-10,2009,2010,fmvp,,,,,NBA,,31.0,,7.0,41.1,28.6,8.0,3.9,2.1,0.7,0.405,0.319,0.883,,,,,,,,
2008-09,2008,2009,fmvp,,,,,NBA,,30.0,,5.0,43.8,32.4,5.6,7.4,1.4,1.4,0.43,0.36,0.841,,,,,,,,
2007-08,2007,2008,fmvp,,,,,NBA,,30.0,,6.0,38.8,21.8,4.5,6.3,1.2,0.3,0.432,0.393,0.83,,,,,,,,
2006-07,2006,2007,fmvp,,,,,NBA,,24.0,,4.0,37.8,24.5,5.0,3.3,0.8,0.0,0.568,0.571,0.526,,,,,,,,
2005-06,2005,2006,fmvp,,,,,NBA,,24.0,,6.0,43.5,34.7,7.8,3.8,2.7,1.0,0.468,0.273,0.773,,,,,,,,
2004-05,2004,2005,fmvp,,,,,NBA,,28.0,,7.0,40.7,20.6,14.1,2.1,0.4,2.1,0.419,,0.667,,,,,,,,
2003-04,2003,2004,fmvp,,,,,NBA,,27.0,,5.0,38.8,21.0,3.2,5.2,1.2,0.0,0.509,0.471,0.929,,,,,,,,
2002-03,2002,2003,fmvp,,,,,NBA,,26.0,,6.0,44.0,24.2,17.0,5.3,1.0,5.3,0.495,0.0,0.685,,,,,,,,
2001-02,2001,2002,fmvp,,,,,NBA,,29.0,,4.0,41.5,36.3,12.3,3.8,0.5,2.8,0.595,,0.662,,,,,,,,
2000-01,2000,2001,fmvp,,,,,NBA,,28.0,,5.0,45.0,33.0,15.8,4.8,0.4,3.4,0.573,,0.513,,,,,,,,
1999-00,1999,2000,fmvp,,,,,NBA,,27.0,,6.0,45.7,38.0,16.7,2.3,1.0,2.7,0.611,,0.387,,,,,,,,
1998-99,1998,2099,fmvp,,,,,NBA,,22.0,,5.0,45.6,27.4,14.0,2.4,1.0,2.2,0.537,0.0,0.795,,,,,,,,
1997-98,1997,2098,fmvp,,,,,NBA,,34.0,,6.0,41.7,33.5,4.0,2.3,1.8,0.7,0.427,0.308,0.814,,,,,,,,
1996-97,1996,2097,fmvp,,,,,NBA,,33.0,,6.0,42.7,32.3,7.0,6.0,1.2,0.8,0.456,0.32,0.764,,,,,,,,
1995-96,1995,2096,fmvp,,,,,NBA,,32.0,,6.0,42.0,27.3,5.3,4.2,1.7,0.2,0.415,0.316,0.836,,,,,,,,
1994-95,1994,2095,fmvp,,,,,NBA,,32.0,,4.0,44.8,32.8,11.5,5.5,2.0,2.0,0.483,1.0,0.692,,,,,,,,
1993-94,1993,2094,fmvp,,,,,NBA,,31.0,,7.0,43.1,26.9,9.1,3.6,1.6,3.9,0.5,1.0,0.86,,,,,,,,
1992-93,1992,2093,fmvp,,,,,NBA,,29.0,,6.0,45.7,41.0,8.5,6.3,1.7,0.7,0.508,0.4,0.694,,,,,,,,
1991-92,1991,2092,fmvp,,,,,NBA,,28.0,,6.0,42.3,35.8,4.8,6.5,1.7,0.3,0.526,0.429,0.891,,,,,,,,
1990-91,1990,2091,fmvp,,,,,NBA,,27.0,,5.0,44.0,31.2,6.6,11.4,2.8,1.4,0.558,0.5,0.848,,,,,,,,
1989-90,1989,2090,fmvp,,,,,NBA,,28.0,,5.0,38.4,27.6,5.2,7.0,1.6,0.4,0.542,0.688,0.742,,,,,,,,
1988-89,1988,2089,fmvp,,,,,NBA,,25.0,,4.0,36.8,27.3,1.8,6.0,0.5,0.3,0.576,0.0,0.868,,,,,,,,
1987-88,1987,2088,fmvp,,,,,NBA,,26.0,,7.0,38.0,22.0,7.4,4.4,0.7,0.6,0.492,0.0,0.735,,,,,,,,
1986-87,1986,2087,fmvp,,,,,NBA,,27.0,,6.0,39.3,26.2,8.0,13.0,2.3,0.3,0.541,0.5,0.96,,,,,,,,
1985-86,1985,2086,fmvp,,,,,NBA,,29.0,,6.0,44.8,24.0,9.7,9.5,2.7,0.3,0.482,0.368,0.939,,,,,,,,
1984-85,1984,2085,fmvp,,,,,NBA,,37.0,,6.0,35.5,25.7,9.0,5.2,1.0,1.5,0.604,,0.769,,,,,,,,
1983-84,1983,2084,fmvp,,,,,NBA,,27.0,,7.0,43.6,27.4,14.0,3.6,2.1,1.1,0.484,0.667,0.842,,,,,,,,
1982-83,1982,2083,fmvp,,,,,NBA,,27.0,,4.0,39.3,25.8,18.0,2.0,1.5,1.5,0.507,,0.66,,,,,,,,
1981-82,1981,2082,fmvp,,,,,NBA,,22.0,,6.0,41.7,16.2,10.8,8.0,2.5,0.3,0.533,0.0,0.846,,,,,,,,
1980-81,1980,2081,fmvp,,,,,NBA,,25.0,,6.0,37.8,17.7,9.5,2.8,0.2,1.0,0.568,,0.759,,,,,,,,
1979-80,1979,2080,fmvp,,,,,NBA,,20.0,,6.0,42.7,21.5,11.2,8.7,2.7,0.3,0.573,0.0,0.875,,,,,,,,
1978-79,1978,2079,fmvp,,,,,NBA,,24.0,,5.0,44.8,22.6,6.0,6.0,1.8,2.2,0.459,,0.719,,,,,,,,
1977-78,1977,2078,fmvp,,,,,NBA,,31.0,,7.0,38.6,9.0,11.7,3.9,0.6,0.1,0.52,,0.55,,,,,,,,
1976-77,1976,2077,fmvp,,,,,NBA,,24.0,,6.0,37.7,18.5,19.0,5.2,1.0,3.7,0.545,,0.789,,,,,,,,
1975-76,1975,2076,fmvp,,,,,NBA,,29.0,,6.0,46.5,21.7,4.3,5.8,1.5,0.0,0.439,,0.878,,,,,,,,
1974-75,1974,2075,fmvp,,,,,NBA,,30.0,,4.0,43.0,29.5,4.0,5.0,3.5,0.8,0.444,,0.938,,,,,,,,
1973-74,1973,2074,fmvp,,,,,NBA,,33.0,,7.0,47.1,26.4,7.7,4.7,1.9,0.0,0.429,,0.872,,,,,,,,
1972-73,1972,2073,fmvp,,,,,NBA,,30.0,,5.0,30.0,16.4,9.2,2.6,,,0.493,,0.889,,,,,,,,
1971-72,1971,2072,fmvp,,,,,NBA,,35.0,,5.0,47.2,19.4,23.2,2.6,,,0.6,,0.543,,,,,,,,
1970-71,1970,2071,fmvp,,,,,NBA,,23.0,,4.0,42.0,27.0,18.5,2.8,,,0.605,,0.762,,,,,,,,
1969-70,1969,2070,fmvp,,,,,NBA,,27.0,,6.0,37.7,23.0,10.5,2.8,,,0.484,,0.588,,,,,,,,
1968-69,1968,2069,fmvp,,,,,NBA,,30.0,,7.0,43.9,37.9,4.7,7.4,,,0.49,,0.839,,,,,,,,
2024-25,2024,2025,mip,,,,,NBA,,21.0,,76.0,33.8,14.1,5.9,4.4,3.0,0.7,0.493,0.34,0.593,5.0,0.093,,,,,,
2023-24,2023,2024,mip,,,,,NBA,,23.0,,70.0,37.5,25.9,3.7,6.2,1.0,0.5,0.45,0.373,0.868,8.1,0.147,,,,,,
2022-23,2022,2023,mip,,,,,NBA,,25.0,,66.0,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,,,,,,
2021-22,2021,2022,mip,,,,,NBA,,22.0,,57.0,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,,,,,,
2020-21,2020,2021,mip,,,,,NBA,,26.0,,71.0,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,,,,,,
2019-20,2019,2020,mip,,,,,NBA,,22.0,,62.0,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,,,,,,
2018-19,2018,2019,mip,,,,,NBA,,24.0,,80.0,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,,,,,,
2017-18,2017,2018,mip,,,,,NBA,,25.0,,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,,,,,,
2016-17,2016,2017,mip,,,,,NBA,,22.0,,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,,,,,,
2015-16,2015,2016,mip,,,,,NBA,,24.0,,80.0,34.8,20.8,3.2,4.3,1.2,0.3,0.448,0.417,0.827,6.0,0.104,,,,,,
2014-15,2014,2015,mip,,,,,NBA,,25.0,,65.0,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,,,,,,
2013-14,2013,2014,mip,,,,,NBA,,27.0,,76.0,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,,,,,,
2012-13,2012,2013,mip,,,,,NBA,,22.0,,79.0,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,,,,,,
2011-12,2011,2012,mip,,,,,NBA,,23.0,,61.0,32.2,16.1,7.7,0.9,0.8,0.4,0.439,0.393,0.877,8.9,0.219,,,,,,
2010-11,2010,2011,mip,,,,,NBA,,22.0,,73.0,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,0.21,,,,,,
2009-10,2009,2010,mip,,,,,NBA,,25.0,,82.0,35.6,19.6,2.6,5.3,0.8,0.2,0.432,0.398,0.822,5.5,0.091,,,,,,
2008-09,2008,2009,mip,,,,,NBA,,25.0,,67.0,36.2,25.8,5.1,2.7,1.0,1.4,0.447,0.404,0.878,8.0,0.158,,,,,,
2007-08,2007,2008,mip,,,,,NBA,,28.0,,82.0,36.9,19.5,5.7,5.0,0.9,0.3,0.456,0.4,0.829,9.0,0.143,,,,,,
2006-07,2006,2007,mip,,,,,NBA,,21.0,,77.0,34.3,16.5,3.2,4.1,1.7,0.3,0.475,0.273,0.763,4.0,0.072,,,,,,
2005-06,2005,2006,mip,,,,,NBA,,23.0,,81.0,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,,,,,,
2004-05,2004,2005,mip,,,,,NBA,,24.0,,75.0,37.3,16.4,5.9,2.7,1.4,0.2,0.466,0.435,0.846,6.8,0.117,,,,,,
2003-04,2003,2004,mip,,,,,NBA,,22.0,,81.0,37.9,20.1,10.5,2.0,0.8,0.5,0.485,0.2,0.761,7.1,0.111,,,,,,
2002-03,2002,2003,mip,,,,,NBA,,21.0,,82.0,35.0,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,,,,,,
2001-02,2001,2002,mip,,,,,NBA,,23.0,,72.0,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,,,,,,
2000-01,2000,2001,mip,,,,,NBA,,21.0,,77.0,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,,,,,,
1999-00,1999,2000,mip,,,,,NBA,,27.0,,80.0,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118,,,,,,
1998-99,1998,2099,mip,,,,,NBA,,30.0,,50.0,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,,,,,,
1997-98,1997,2098,mip,,,,,NBA,,25.0,,69.0,29.0,14.3,6.4,1.1,0.6,0.5,0.485,0.5,0.652,6.0,0.144,,,,,,
1996-97,1996,2097,mip,,,,,NBA,,27.0,,82.0,22.9,9.7,5.8,1.2,0.5,0.5,0.502,0.0,0.664,4.0,0.102,,,,,,
1995-96,1995,2096,mip,,,,,NBA,,24.0,,76.0,29.5,14.5,9.6,0.7,0.7,2.3,0.584,0.0,0.619,8.0,0.172,,,,,,
1994-95,1994,2095,mip,,,,,NBA,,27.0,,82.0,40.5,20.6,3.3,7.5,1.8,0.0,0.49,0.464,0.899,12.7,0.183,,,,,,
1993-94,1993,2094,mip,,,,,NBA,,24.0,,75.0,33.2,18.2,6.2,2.1,0.6,0.3,0.502,0.143,0.824,5.6,0.108,,,,,,
1992-93,1992,2093,mip,,,,,NBA,,23.0,,81.0,33.5,19.2,2.8,4.2,1.0,0.1,0.45,0.355,0.935,5.1,0.091,,,,,,
1991-92,1991,2092,mip,,,,,NBA,,24.0,,66.0,38.0,20.0,11.2,2.9,0.9,2.7,0.539,0.333,0.728,6.9,0.131,,,,,,
1990-91,1990,2091,mip,,,,,NBA,,26.0,,79.0,34.4,17.2,3.4,8.4,1.1,0.1,0.445,0.408,0.902,7.0,0.124,,,,,,
1989-90,1989,2090,mip,,,,,NBA,,24.0,,74.0,32.6,16.6,10.4,1.1,1.1,1.7,0.502,0.0,0.594,3.2,0.063,,,,,,
1988-89,1988,2089,mip,,,,,NBA,,22.0,,81.0,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,,,,,,
1987-88,1987,2088,mip,,,,,NBA,,23.0,,78.0,28.5,15.8,7.4,0.8,0.4,0.4,0.496,,0.77,5.2,0.112,,,,,,
1986-87,1986,2087,mip,,,,,NBA,,26.0,,82.0,37.5,24.9,5.5,2.9,1.3,0.4,0.516,0.358,0.787,9.3,0.145,,,,,,
1985-86,1985,2086,mip,,,,,NBA,,23.0,,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,,,,,,
2024-25,2024,2025,mvp,,,,,NBA,,26.0,,76.0,34.2,32.7,5.0,6.4,1.7,1.0,0.519,0.375,0.898,16.7,0.309,,,,,,
2023-24,2023,2024,mvp,,,,,NBA,,28.0,,79.0,34.6,26.4,12.4,9.0,1.4,0.9,0.583,0.359,0.817,17.0,0.299,,,,,,
2022-23,2022,2023,mvp,,,,,NBA,,28.0,,66.0,34.6,33.1,10.2,4.2,1.0,1.7,0.548,0.33,0.857,12.3,0.259,,,,,,
2021-22,2021,2022,mvp,,,,,NBA,,26.0,,74.0,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,,,,,,
2020-21,2020,2021,mvp,,,,,NBA,,25.0,,72.0,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,,,,,,
2019-20,2019,2020,mvp,,,,,NBA,,25.0,,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,,,,,,
2018-19,2018,2019,mvp,,,,,NBA,,24.0,,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,,,,,,
2017-18,2017,2018,mvp,,,,,NBA,,28.0,,72.0,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,,,,,,
2016-17,2016,2017,mvp,,,,,NBA,,28.0,,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,,,,,,
2015-16,2015,2016,mvp,,,,,NBA,,27.0,,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,,,,,,
2014-15,2014,2015,mvp,,,,,NBA,,26.0,,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,,,,,,
2013-14,2013,2014,mvp,,,,,NBA,,25.0,,81.0,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,,,,,,
2012-13,2012,2013,mvp,,,,,NBA,,28.0,,76.0,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,,,,,,
2011-12,2011,2012,mvp,,,,,NBA,,27.0,,62.0,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,,,,,,
2010-11,2010,2011,mvp,,,,,NBA,,22.0,,81.0,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,,,,,,
2009-10,2009,2010,mvp,,,,,NBA,,25.0,,76.0,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,,,,,,
2008-09,2008,2009,mvp,,,,,NBA,,24.0,,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,,,,,,
2007-08,2007,2008,mvp,,,,,NBA,,29.0,,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,,,,,,
2006-07,2006,2007,mvp,,,,,NBA,,28.0,,78.0,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,,,,,,
2005-06,2005,2006,mvp,,,,,NBA,,31.0,,79.0,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,,,,,,
2004-05,2004,2005,mvp,,,,,NBA,,30.0,,75.0,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,,,,,,
2003-04,2003,2004,mvp,,,,,NBA,,27.0,,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,,,,,,
2002-03,2002,2003,mvp,,,,,NBA,,26.0,,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,,,,,,
2001-02,2001,2002,mvp,,,,,NBA,,25.0,,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,,,,,,
2000-01,2000,2001,mvp,,,,,NBA,,25.0,,71.0,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,,,,,,
1999-00,1999,2000,mvp,,,,,NBA,,27.0,,79.0,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,,,,,,
1998-99,1998,2099,mvp,,,,,NBA,,35.0,,49.0,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252,,,,,,
1997-98,1997,2098,mvp,,,,,NBA,,34.0,,82.0,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,,,,,,
1996-97,1996,2097,mvp,,,,,NBA,,33.0,,82.0,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268,,,,,,
1995-96,1995,2096,mvp,,,,,NBA,,32.0,,82.0,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317,,,,,,
1994-95,1994,2095,mvp,,,,,NBA,,29.0,,81.0,38.0,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,,,,,,
1993-94,1993,2094,mvp,,,,,NBA,,31.0,,80.0,41.0,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,,,,,,
1992-93,1992,2093,mvp,,,,,NBA,,29.0,,76.0,37.6,25.6,12.2,5.1,1.6,1.0,0.52,0.305,0.765,14.4,0.242,,,,,,
