season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2023-24,1610612739,CLE,42300134,2024-04-27,CLE,ORL,ORL,1610612753,89,112,L,-23,rnd1,4
2023-24,1610612739,CLE,42300135,2024-04-30,ORL,CLE,ORL,1610612753,104,103,W,1,rnd1,5
2023-24,1610612739,CLE,42300136,2024-05-03,CLE,ORL,ORL,1610612753,96,103,L,-7,rnd1,6
2023-24,1610612739,CLE,42300137,2024-05-05,ORL,CLE,ORL,1610612753,106,94,W,12,rnd1,7
2023-24,1610612739,CLE,42300201,2024-05-07,CLE,BOS,BOS,1610612738,95,120,L,-25,sf,1
2023-24,1610612739,CLE,42300202,2024-05-09,CLE,BOS,BOS,1610612738,118,94,W,24,sf,2
2023-24,1610612739,CLE,42300203,2024-05-11,BOS,CLE,BOS,1610612738,93,106,L,-13,sf,3
2023-24,1610612739,CLE,42300204,2024-05-13,BOS,CLE,BOS,1610612738,102,109,L,-7,sf,4
2023-24,1610612739,CLE,42300205,2024-05-15,CLE,BOS,BOS,1610612738,98,113,L,-15,sf,5
2023-24,1610612742,DAL,42300171,2024-04-21,DAL,LAC,LAC,1610612746,97,109,L,-12,rnd1,1
2023-24,1610612742,DAL,42300172,2024-04-23,DAL,LAC,LAC,1610612746,96,93,W,3,rnd1,2
2023-24,1610612742,DAL,42300173,2024-04-26,LAC,DAL,LAC,1610612746,101,90,W,11,rnd1,3
2023-24,1610612742,DAL,42300174,2024-04-28,LAC,DAL,LAC,1610612746,111,116,L,-5,rnd1,4
2023-24,1610612742,DAL,42300175,2024-05-01,DAL,LAC,LAC,1610612746,123,93,W,30,rnd1,5
2023-24,1610612742,DAL,42300176,2024-05-03,LAC,DAL,LAC,1610612746,114,101,W,13,rnd1,6
2023-24,1610612742,DAL,42300221,2024-05-07,DAL,OKC,OKC,1610612760,95,117,L,-22,sf,1
2023-24,1610612742,DAL,42300222,2024-05-09,DAL,OKC,OKC,1610612760,119,110,W,9,sf,2
2023-24,1610612742,DAL,42300223,2024-05-11,OKC,DAL,OKC,1610612760,105,101,W,4,sf,3
2023-24,1610612742,DAL,42300224,2024-05-13,OKC,DAL,OKC,1610612760,96,100,L,-4,sf,4
2023-24,1610612742,DAL,42300225,2024-05-15,DAL,OKC,OKC,1610612760,104,92,W,12,sf,5
2023-24,1610612742,DAL,42300226,2024-05-18,OKC,DAL,OKC,1610612760,117,116,W,1,sf,6
2023-24,1610612742,DAL,42300311,2024-05-22,DAL,MIN,MIN,1610612750,108,105,W,3,conf,1
2023-24,1610612742,DAL,42300312,2024-05-24,DAL,MIN,MIN,1610612750,109,108,W,1,conf,2
2023-24,1610612742,DAL,42300313,2024-05-26,MIN,DAL,MIN,1610612750,116,107,W,9,conf,3
2023-24,1610612742,DAL,42300314,2024-05-28,MIN,DAL,MIN,1610612750,100,105,L,-5,conf,4
2023-24,1610612742,DAL,42300315,2024-05-30,DAL,MIN,MIN,1610612750,124,103,W,21,conf,5
2023-24,1610612742,DAL,42300401,2024-06-06,DAL,BOS,BOS,1610612738,89,107,L,-18,finals,1
2023-24,1610612742,DAL,42300402,2024-06-09,DAL,BOS,BOS,1610612738,98,105,L,-7,finals,2
2023-24,1610612742,DAL,42300403,2024-06-12,BOS,DAL,BOS,1610612738,99,106,L,-7,finals,3
2023-24,1610612742,DAL,42300404,2024-06-14,BOS,DAL,BOS,1610612738,122,84,W,38,finals,4
2023-24,1610612742,DAL,42300405,2024-06-17,DAL,BOS,BOS,1610612738,88,106,L,-18,finals,5
2023-24,1610612743,DEN,42300151,2024-04-20,LAL,DEN,LAL,1610612747,114,103,W,11,rnd1,1
2023-24,1610612743,DEN,42300152,2024-04-22,LAL,DEN,LAL,1610612747,101,99,W,2,rnd1,2
2023-24,1610612743,DEN,42300153,2024-04-25,DEN,LAL,LAL,1610612747,112,105,W,7,rnd1,3
2023-24,1610612743,DEN,42300154,2024-04-27,DEN,LAL,LAL,1610612747,108,119,L,-11,rnd1,4
2023-24,1610612743,DEN,42300155,2024-04-29,LAL,DEN,LAL,1610612747,108,106,W,2,rnd1,5
2023-24,1610612743,DEN,42300231,2024-05-04,MIN,DEN,MIN,1610612750,99,106,L,-7,sf,1
2023-24,1610612743,DEN,42300232,2024-05-06,MIN,DEN,MIN,1610612750,80,106,L,-26,sf,2
2023-24,1610612743,DEN,42300233,2024-05-10,DEN,MIN,MIN,1610612750,117,90,W,27,sf,3
2023-24,1610612743,DEN,42300234,2024-05-12,DEN,MIN,MIN,1610612750,115,107,W,8,sf,4
2023-24,1610612743,DEN,42300235,2024-05-14,MIN,DEN,MIN,1610612750,112,97,W,15,sf,5
2023-24,1610612743,DEN,42300236,2024-05-16,DEN,MIN,MIN,1610612750,70,115,L,-45,sf,6
2023-24,1610612743,DEN,42300237,2024-05-19,MIN,DEN,MIN,1610612750,90,98,L,-8,sf,7
2023-24,1610612754,IND,42300121,2024-04-21,IND,MIL,MIL,1610612749,94,109,L,-15,rnd1,1
2023-24,1610612754,IND,42300122,2024-04-23,IND,MIL,MIL,1610612749,125,108,W,17,rnd1,2
2023-24,1610612754,IND,42300123,2024-04-26,MIL,IND,MIL,1610612749,121,118,W,3,rnd1,3
2023-24,1610612754,IND,42300124,2024-04-28,MIL,IND,MIL,1610612749,126,113,W,13,rnd1,4
2023-24,1610612754,IND,42300125,2024-04-30,IND,MIL,MIL,1610612749,92,115,L,-23,rnd1,5
2023-24,1610612754,IND,42300126,2024-05-02,MIL,IND,MIL,1610612749,120,98,W,22,rnd1,6
2023-24,1610612754,IND,42300211,2024-05-06,IND,NYK,NYK,1610612752,117,121,L,-4,sf,1
2023-24,1610612754,IND,42300212,2024-05-08,IND,NYK,NYK,1610612752,121,130,L,-9,sf,2
2023-24,1610612754,IND,42300213,2024-05-10,NYK,IND,NYK,1610612752,111,106,W,5,sf,3
2023-24,1610612754,IND,42300214,2024-05-12,NYK,IND,NYK,1610612752,121,89,W,32,sf,4
2023-24,1610612754,IND,42300215,2024-05-14,IND,NYK,NYK,1610612752,91,121,L,-30,sf,5
2023-24,1610612754,IND,42300216,2024-05-17,NYK,IND,NYK,1610612752,116,103,W,13,sf,6
2023-24,1610612754,IND,42300217,2024-05-19,IND,NYK,NYK,1610612752,130,109,W,21,sf,7
2023-24,1610612754,IND,42300301,2024-05-21,IND,BOS,BOS,1610612738,128,133,L,-5,conf,1
2023-24,1610612754,IND,42300302,2024-05-23,IND,BOS,BOS,1610612738,110,126,L,-16,conf,2
2023-24,1610612754,IND,42300303,2024-05-25,BOS,IND,BOS,1610612738,111,114,L,-3,conf,3
2023-24,1610612754,IND,42300304,2024-05-27,BOS,IND,BOS,1610612738,102,105,L,-3,conf,4
2023-24,1610612746,LAC,42300171,2024-04-21,DAL,LAC,DAL,1610612742,109,97,W,12,rnd1,1
2023-24,1610612746,LAC,42300172,2024-04-23,DAL,LAC,DAL,1610612742,93,96,L,-3,rnd1,2
2023-24,1610612746,LAC,42300173,2024-04-26,LAC,DAL,DAL,1610612742,90,101,L,-11,rnd1,3
2023-24,1610612746,LAC,42300174,2024-04-28,LAC,DAL,DAL,1610612742,116,111,W,5,rnd1,4
2023-24,1610612746,LAC,42300175,2024-05-01,DAL,LAC,DAL,1610612742,93,123,L,-30,rnd1,5
2023-24,1610612746,LAC,42300176,2024-05-03,LAC,DAL,DAL,1610612742,101,114,L,-13,rnd1,6
2023-24,1610612747,LAL,42300151,2024-04-20,LAL,DEN,DEN,1610612743,103,114,L,-11,rnd1,1
2023-24,1610612747,LAL,42300152,2024-04-22,LAL,DEN,DEN,1610612743,99,101,L,-2,rnd1,2
2023-24,1610612747,LAL,42300153,2024-04-25,DEN,LAL,DEN,1610612743,105,112,L,-7,rnd1,3
2023-24,1610612747,LAL,42300154,2024-04-27,DEN,LAL,DEN,1610612743,119,108,W,11,rnd1,4
2023-24,1610612747,LAL,42300155,2024-04-29,LAL,DEN,DEN,1610612743,106,108,L,-2,rnd1,5
2023-24,1610612748,MIA,42300101,2024-04-21,MIA,BOS,BOS,1610612738,94,114,L,-20,rnd1,1
2023-24,1610612748,MIA,42300102,2024-04-24,MIA,BOS,BOS,1610612738,111,101,W,10,rnd1,2
2023-24,1610612748,MIA,42300103,2024-04-27,BOS,MIA,BOS,1610612738,84,104,L,-20,rnd1,3
2023-24,1610612748,MIA,42300104,2024-04-29,BOS,MIA,BOS,1610612738,88,102,L,-14,rnd1,4
2023-24,1610612748,MIA,42300105,2024-05-01,MIA,BOS,BOS,1610612738,84,118,L,-34,rnd1,5
2023-24,1610612749,MIL,42300121,2024-04-21,IND,MIL,IND,1610612754,109,94,W,15,rnd1,1
2023-24,1610612749,MIL,42300122,2024-04-23,IND,MIL,IND,1610612754,108,125,L,-17,rnd1,2
2023-24,1610612749,MIL,42300123,2024-04-26,MIL,IND,IND,1610612754,118,121,L,-3,rnd1,3
2023-24,1610612749,MIL,42300124,2024-04-28,MIL,IND,IND,1610612754,113,126,L,-13,rnd1,4
2023-24,1610612749,MIL,42300125,2024-04-30,IND,MIL,IND,1610612754,115,92,W,23,rnd1,5
2023-24,1610612749,MIL,42300126,2024-05-02,MIL,IND,IND,1610612754,98,120,L,-22,rnd1,6
2023-24,1610612750,MIN,42300161,2024-04-20,PHX,MIN,PHX,1610612756,120,95,W,25,rnd1,1
2023-24,1610612750,MIN,42300162,2024-04-23,PHX,MIN,PHX,1610612756,105,93,W,12,rnd1,2
2023-24,1610612750,MIN,42300163,2024-04-26,MIN,PHX,PHX,1610612756,126,109,W,17,rnd1,3
2023-24,1610612750,MIN,42300164,2024-04-28,MIN,PHX,PHX,1610612756,122,116,W,6,rnd1,4
2023-24,1610612750,MIN,42300231,2024-05-04,MIN,DEN,DEN,1610612743,106,99,W,7,sf,1
2023-24,1610612750,MIN,42300232,2024-05-06,MIN,DEN,DEN,1610612743,106,80,W,26,sf,2
2023-24,1610612750,MIN,42300233,2024-05-10,DEN,MIN,DEN,1610612743,90,117,L,-27,sf,3
2023-24,1610612750,MIN,42300234,2024-05-12,DEN,MIN,DEN,1610612743,107,115,L,-8,sf,4
2023-24,1610612750,MIN,42300235,2024-05-14,MIN,DEN,DEN,1610612743,97,112,L,-15,sf,5
2023-24,1610612750,MIN,42300236,2024-05-16,DEN,MIN,DEN,1610612743,115,70,W,45,sf,6
2023-24,1610612750,MIN,42300237,2024-05-19,MIN,DEN,DEN,1610612743,98,90,W,8,sf,7
2023-24,1610612750,MIN,42300311,2024-05-22,DAL,MIN,DAL,1610612742,105,108,L,-3,conf,1
2023-24,1610612750,MIN,42300312,2024-05-24,DAL,MIN,DAL,1610612742,108,109,L,-1,conf,2
2023-24,1610612750,MIN,42300313,2024-05-26,MIN,DAL,DAL,1610612742,107,116,L,-9,conf,3
2023-24,1610612750,MIN,42300314,2024-05-28,MIN,DAL,DAL,1610612742,105,100,W,5,conf,4
2023-24,1610612750,MIN,42300315,2024-05-30,DAL,MIN,DAL,1610612742,103,124,L,-21,conf,5
2023-24,1610612740,NOP,42300141,2024-04-21,NOP,OKC,OKC,1610612760,92,94,L,-2,rnd1,1
2023-24,1610612740,NOP,42300142,2024-04-24,NOP,OKC,OKC,1610612760,92,124,L,-32,rnd1,2
2023-24,1610612740,NOP,42300143,2024-04-27,OKC,NOP,OKC,1610612760,85,106,L,-21,rnd1,3
2023-24,1610612740,NOP,42300144,2024-04-29,OKC,NOP,OKC,1610612760,89,97,L,-8,rnd1,4
2023-24,1610612752,NYK,42300111,2024-04-20,PHI,NYK,PHI,1610612755,111,104,W,7,rnd1,1
2023-24,1610612752,NYK,42300112,2024-04-22,PHI,NYK,PHI,1610612755,104,101,W,3,rnd1,2
2023-24,1610612752,NYK,42300113,2024-04-25,NYK,PHI,PHI,1610612755,114,125,L,-11,rnd1,3
2023-24,1610612752,NYK,42300114,2024-04-28,NYK,PHI,PHI,1610612755,97,92,W,5,rnd1,4
2023-24,1610612752,NYK,42300115,2024-04-30,PHI,NYK,PHI,1610612755,106,112,L,-6,rnd1,5
2023-24,1610612752,NYK,42300116,2024-05-02,NYK,PHI,PHI,1610612755,118,115,W,3,rnd1,6
2023-24,1610612752,NYK,42300211,2024-05-06,IND,NYK,IND,1610612754,121,117,W,4,sf,1
2023-24,1610612752,NYK,42300212,2024-05-08,IND,NYK,IND,1610612754,130,121,W,9,sf,2
2023-24,1610612752,NYK,42300213,2024-05-10,NYK,IND,IND,1610612754,106,111,L,-5,sf,3
2023-24,1610612752,NYK,42300214,2024-05-12,NYK,IND,IND,1610612754,89,121,L,-32,sf,4
2023-24,1610612752,NYK,42300215,2024-05-14,IND,NYK,IND,1610612754,121,91,W,30,sf,5
2023-24,1610612752,NYK,42300216,2024-05-17,NYK,IND,IND,1610612754,103,116,L,-13,sf,6
2023-24,1610612752,NYK,42300217,2024-05-19,IND,NYK,IND,1610612754,109,130,L,-21,sf,7
2023-24,1610612760,OKC,42300141,2024-04-21,NOP,OKC,NOP,1610612740,94,92,W,2,rnd1,1
2023-24,1610612760,OKC,42300142,2024-04-24,NOP,OKC,NOP,1610612740,124,92,W,32,rnd1,2
2023-24,1610612760,OKC,42300143,2024-04-27,OKC,NOP,NOP,1610612740,106,85,W,21,rnd1,3
2023-24,1610612760,OKC,42300144,2024-04-29,OKC,NOP,NOP,1610612740,97,89,W,8,rnd1,4
2023-24,1610612760,OKC,42300221,2024-05-07,DAL,OKC,DAL,1610612742,117,95,W,22,sf,1
2023-24,1610612760,OKC,42300222,2024-05-09,DAL,OKC,DAL,1610612742,110,119,L,-9,sf,2
2023-24,1610612760,OKC,42300223,2024-05-11,OKC,DAL,DAL,1610612742,101,105,L,-4,sf,3
2023-24,1610612760,OKC,42300224,2024-05-13,OKC,DAL,DAL,1610612742,100,96,W,4,sf,4
2023-24,1610612760,OKC,42300225,2024-05-15,DAL,OKC,DAL,1610612742,92,104,L,-12,sf,5
2023-24,1610612760,OKC,42300226,2024-05-18,OKC,DAL,DAL,1610612742,116,117,L,-1,sf,6
2023-24,1610612753,ORL,42300131,2024-04-20,ORL,CLE,CLE,1610612739,83,97,L,-14,rnd1,1
2023-24,1610612753,ORL,42300132,2024-04-22,ORL,CLE,CLE,1610612739,86,96,L,-10,rnd1,2
2023-24,1610612753,ORL,42300133,2024-04-25,CLE,ORL,CLE,1610612739,121,83,W,38,rnd1,3
2023-24,1610612753,ORL,42300134,2024-04-27,CLE,ORL,CLE,1610612739,112,89,W,23,rnd1,4
2023-24,1610612753,ORL,42300135,2024-04-30,ORL,CLE,CLE,1610612739,103,104,L,-1,rnd1,5
2023-24,1610612753,ORL,42300136,2024-05-03,CLE,ORL,CLE,1610612739,103,96,W,7,rnd1,6
2023-24,1610612753,ORL,42300137,2024-05-05,ORL,CLE,CLE,1610612739,94,106,L,-12,rnd1,7
2023-24,1610612755,PHI,42300111,2024-04-20,PHI,NYK,NYK,1610612752,104,111,L,-7,rnd1,1
2023-24,1610612755,PHI,42300112,2024-04-22,PHI,NYK,NYK,1610612752,101,104,L,-3,rnd1,2
2023-24,1610612755,PHI,42300113,2024-04-25,NYK,PHI,NYK,1610612752,125,114,W,11,rnd1,3
2023-24,1610612755,PHI,42300114,2024-04-28,NYK,PHI,NYK,1610612752,92,97,L,-5,rnd1,4
2023-24,1610612755,PHI,42300115,2024-04-30,PHI,NYK,NYK,1610612752,112,106,W,6,rnd1,5
2023-24,1610612755,PHI,42300116,2024-05-02,NYK,PHI,NYK,1610612752,115,118,L,-3,rnd1,6
2023-24,1610612756,PHX,42300161,2024-04-20,PHX,MIN,MIN,1610612750,95,120,L,-25,rnd1,1
2023-24,1610612756,PHX,42300162,2024-04-23,PHX,MIN,MIN,1610612750,93,105,L,-12,rnd1,2
2023-24,1610612756,PHX,42300163,2024-04-26,MIN,PHX,MIN,1610612750,109,126,L,-17,rnd1,3
2023-24,1610612756,PHX,42300164,2024-04-28,MIN,PHX,MIN,1610612750,116,122,L,-6,rnd1,4
