Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,-9999
Nick Smith Jr.,20.0,CHO,SG,60.0,27.0,1369.0,0.391,0.45,0.34,0.482,0.935,0.502,0.081,0.539,84.0,83.0,94.0,89.0,120.0,87.0,33.0,128.0,-68.9,-86.9,smithni01
Jaime Jaquez Jr.,23.0,MIA,SF,66.0,17.0,1368.0,0.461,0.513,0.311,0.501,0.754,0.543,0.307,0.258,99.0,94.0,86.0,92.0,97.0,94.0,127.0,61.0,-38.8,-34.4,jaqueja01
Nicolas Batum,36.0,LAC,PF,78.0,8.0,1367.0,0.437,0.457,0.433,0.622,0.81,0.633,0.088,0.853,94.0,84.0,120.0,115.0,104.0,110.0,36.0,203.0,37.5,28.1,batumni01
Jose Alvarado,26.0,NOP,PG,56.0,23.0,1366.0,0.392,0.439,0.359,0.498,0.811,0.523,0.142,0.593,84.0,80.0,100.0,92.0,104.0,91.0,58.0,141.0,-46.9,-58.9,alvarjo01
Jeremy Sochan,21.0,SAS,PF,54.0,23.0,1364.0,0.535,0.59,0.308,0.565,0.696,0.589,0.267,0.194,115.0,108.0,85.0,104.0,89.0,102.0,110.0,46.0,20.6,13.2,sochaje01
Luke Kornet,29.0,BOS,C,73.0,16.0,1361.0,0.668,0.675,0.0,0.668,0.691,0.683,0.346,0.011,143.0,124.0,0.0,123.0,89.0,119.0,143.0,3.0,69.9,69.2,kornelu01
Trey Lyles,29.0,SAC,PF,69.0,5.0,1349.0,0.42,0.559,0.34,0.528,0.7,0.551,0.214,0.636,90.0,103.0,94.0,97.0,90.0,96.0,88.0,151.0,-11.2,-20.6,lylestr01
Jake LaRavia,23.0,2TM,PF,66.0,0.0,1349.0,0.475,0.513,0.423,0.564,0.678,0.591,0.341,0.421,102.0,94.0,117.0,104.0,87.0,103.0,141.0,100.0,13.9,11.3,laravja01
Jake LaRavia,23.0,MEM,PF,47.0,0.0,982.0,0.49,0.517,0.444,0.573,0.698,0.605,0.398,0.373,105.0,95.0,123.0,105.0,89.0,105.0,164.0,89.0,14.2,16.6,laravja01
Jake LaRavia,23.0,SAC,PF,19.0,0.0,367.0,0.438,0.5,0.385,0.542,0.579,0.551,0.198,0.542,94.0,92.0,107.0,100.0,74.0,96.0,81.0,129.0,-0.3,-5.3,laravja01
Bogdan Bogdanović,32.0,2TM,SG,54.0,4.0,1348.0,0.427,0.517,0.363,0.534,0.879,0.559,0.134,0.587,91.0,95.0,101.0,98.0,113.0,97.0,55.0,139.0,-9.4,-17.5,bogdabo01
Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,598.0,0.371,0.5,0.301,0.469,0.882,0.502,0.152,0.652,79.0,92.0,84.0,86.0,113.0,87.0,63.0,155.0,-33.3,-35.4,bogdabo01
Bogdan Bogdanović,32.0,LAC,SG,30.0,4.0,750.0,0.474,0.528,0.427,0.588,0.875,0.608,0.119,0.534,101.0,97.0,118.0,108.0,112.0,106.0,49.0,127.0,23.9,17.9,bogdabo01
Justin Champagnie,23.0,WAS,SF,62.0,31.0,1340.0,0.511,0.624,0.383,0.601,0.685,0.614,0.178,0.47,109.0,114.0,106.0,111.0,88.0,107.0,73.0,111.0,47.6,33.4,champju01
Paul George,34.0,PHI,PF,41.0,41.0,1334.0,0.43,0.493,0.358,0.514,0.814,0.543,0.17,0.47,92.0,91.0,99.0,95.0,104.0,94.0,70.0,112.0,-33.1,-41.0,georgpa01
Ausar Thompson,22.0,DET,SF,59.0,48.0,1328.0,0.535,0.572,0.224,0.547,0.641,0.568,0.309,0.107,114.0,105.0,62.0,101.0,82.0,99.0,127.0,25.0,3.4,-8.1,thompau01
Donovan Clingan,20.0,POR,C,67.0,37.0,1324.0,0.539,0.582,0.286,0.56,0.596,0.574,0.311,0.147,115.0,107.0,79.0,103.0,76.0,100.0,128.0,35.0,11.2,-1.6,clingdo01
Jordan Hawkins,22.0,NOP,SG,56.0,9.0,1321.0,0.372,0.433,0.331,0.471,0.816,0.504,0.176,0.597,80.0,79.0,92.0,87.0,105.0,87.0,73.0,142.0,-79.9,-86.4,hawkijo01
Tyrese Martin,25.0,BRK,SG,60.0,11.0,1315.0,0.406,0.492,0.351,0.513,0.793,0.533,0.125,0.606,87.0,90.0,97.0,94.0,102.0,93.0,51.0,144.0,-28.1,-42.3,martity01
Mason Plumlee,34.0,PHO,C,74.0,21.0,1300.0,0.619,0.631,0.0,0.619,0.648,0.645,0.634,0.02,132.0,116.0,0.0,114.0,83.0,112.0,261.0,5.0,30.6,35.3,plumlma01
Jonathan Mogbo,23.0,TOR,PF,63.0,18.0,1286.0,0.438,0.486,0.243,0.462,0.732,0.496,0.23,0.197,94.0,89.0,67.0,85.0,94.0,86.0,95.0,47.0,-57.7,-62.8,mogbojo01
Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,0.5,0.566,0.312,0.541,0.746,0.569,0.232,0.26,107.0,104.0,87.0,100.0,96.0,99.0,96.0,62.0,-2.7,-8.5,johnsja05
Max Strus,28.0,CLE,SF,50.0,37.0,1273.0,0.442,0.65,0.386,0.594,0.824,0.607,0.091,0.786,95.0,119.0,107.0,109.0,106.0,105.0,38.0,187.0,37.9,23.9,strusma01
Johnny Juzang,23.0,UTA,SG,64.0,18.0,1270.0,0.429,0.534,0.376,0.554,0.849,0.573,0.112,0.661,92.0,98.0,104.0,102.0,109.0,99.0,46.0,157.0,10.1,-3.3,juzanjo01
Ron Holland,19.0,DET,SF,81.0,2.0,1266.0,0.474,0.608,0.238,0.517,0.754,0.556,0.293,0.363,101.0,111.0,66.0,95.0,97.0,96.0,121.0,86.0,-21.8,-19.2,hollaro01
Javonte Green,31.0,2TM,SG,68.0,19.0,1258.0,0.429,0.527,0.326,0.509,0.724,0.541,0.265,0.491,92.0,97.0,91.0,94.0,93.0,94.0,109.0,117.0,-19.7,-22.3,greenja02
Javonte Green,31.0,NOP,SG,50.0,18.0,1092.0,0.446,0.534,0.352,0.531,0.758,0.569,0.295,0.482,96.0,98.0,98.0,98.0,97.0,99.0,121.0,114.0,-5.3,-3.6,greenja02
Javonte Green,31.0,CLE,SG,18.0,1.0,166.0,0.365,0.5,0.242,0.429,0.5,0.438,0.159,0.524,78.0,92.0,67.0,79.0,64.0,76.0,65.0,124.0,-14.4,-18.7,greenja02
Nick Richards,27.0,2TM,C,57.0,43.0,1256.0,0.591,0.594,0.0,0.591,0.744,0.634,0.461,0.006,126.0,109.0,0.0,109.0,95.0,110.0,190.0,1.0,33.1,48.0,richani01
Nick Richards,27.0,CHO,C,21.0,9.0,440.0,0.561,0.566,0.0,0.561,0.678,0.614,0.763,0.009,120.0,104.0,0.0,103.0,87.0,107.0,314.0,2.0,4.2,11.5,richani01
Nick Richards,27.0,PHO,C,36.0,34.0,816.0,0.605,0.608,0.0,0.605,0.822,0.645,0.313,0.004,130.0,112.0,0.0,111.0,105.0,112.0,129.0,1.0,28.9,36.5,richani01
Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,0.413,0.653,0.36,0.561,0.533,0.563,0.111,0.819,88.0,120.0,100.0,103.0,68.0,98.0,46.0,195.0,9.7,-7.5,wadede01
Ricky Council IV,23.0,PHI,SF,73.0,12.0,1250.0,0.382,0.488,0.258,0.442,0.804,0.502,0.33,0.46,82.0,90.0,72.0,81.0,103.0,87.0,136.0,109.0,-93.9,-79.1,councri01
Tidjane Salaün,19.0,CHO,PF,60.0,10.0,1244.0,0.33,0.4,0.283,0.414,0.713,0.457,0.272,0.594,71.0,73.0,79.0,76.0,91.0,79.0,112.0,141.0,-88.7,-92.2,salauti01
Bobby Portis,29.0,MIL,PF,49.0,7.0,1244.0,0.466,0.508,0.365,0.52,0.836,0.542,0.123,0.299,100.0,93.0,101.0,96.0,107.0,94.0,51.0,71.0,-27.3,-42.7,portibo01
Moussa Diabaté,23.0,CHO,C,71.0,8.0,1241.0,0.596,0.609,0.0,0.596,0.595,0.609,0.414,0.021,128.0,112.0,0.0,110.0,76.0,106.0,171.0,5.0,29.9,21.5,diabamo01
Jeremiah Robinson-Earl,24.0,NOP,PF,66.0,9.0,1239.0,0.455,0.557,0.341,0.536,0.836,0.563,0.159,0.473,97.0,102.0,95.0,99.0,107.0,98.0,65.0,112.0,-4.9,-9.8,robinje02
Simone Fontecchio,29.0,DET,SF,75.0,0.0,1237.0,0.402,0.507,0.335,0.504,0.833,0.544,0.225,0.609,86.0,93.0,93.0,93.0,107.0,94.0,93.0,145.0,-29.1,-26.4,fontesi01
Cole Anthony,24.0,ORL,PG,67.0,22.0,1234.0,0.424,0.471,0.353,0.494,0.823,0.531,0.208,0.401,91.0,86.0,98.0,91.0,106.0,92.0,86.0,95.0,-52.8,-53.0,anthoco01
Ben Sheppard,23.0,IND,SG,63.0,9.0,1228.0,0.418,0.591,0.342,0.537,0.889,0.555,0.094,0.693,89.0,108.0,95.0,99.0,114.0,96.0,39.0,165.0,-3.7,-12.4,sheppbe01
Daniel Gafford,26.0,DAL,C,57.0,31.0,1226.0,0.702,0.702,,0.702,0.689,0.716,0.486,0.0,150.0,129.0,,129.0,88.0,124.0,200.0,0.0,128.3,137.2,gaffoda01
John Collins,27.0,UTA,PF,40.0,31.0,1220.0,0.527,0.577,0.399,0.583,0.848,0.628,0.309,0.279,113.0,106.0,111.0,107.0,109.0,109.0,127.0,66.0,42.3,62.9,collijo01
Caleb Martin,29.0,2TM,SF,45.0,24.0,1218.0,0.424,0.458,0.359,0.485,0.622,0.513,0.322,0.339,91.0,84.0,100.0,89.0,80.0,89.0,133.0,80.0,-35.2,-44.0,martica02
Caleb Martin,29.0,PHI,SF,31.0,24.0,943.0,0.435,0.469,0.379,0.506,0.622,0.531,0.319,0.375,93.0,86.0,105.0,93.0,80.0,92.0,131.0,89.0,-17.0,-23.9,martica02
Caleb Martin,29.0,DAL,SF,14.0,0.0,275.0,0.389,0.429,0.25,0.417,0.625,0.454,0.333,0.222,83.0,79.0,69.0,77.0,80.0,79.0,137.0,53.0,-18.2,-20.1,martica02
Kristaps Porziņģis,29.0,BOS,C,42.0,42.0,1210.0,0.483,0.537,0.412,0.572,0.809,0.618,0.347,0.436,103.0,99.0,114.0,105.0,104.0,107.0,143.0,103.0,33.6,55.6,porzikr01
Brandon Clarke,28.0,MEM,PF,64.0,18.0,1207.0,0.621,0.647,0.059,0.622,0.701,0.638,0.229,0.045,133.0,119.0,16.0,115.0,90.0,111.0,94.0,11.0,60.3,52.0,clarkbr01
Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,0.566,0.594,0.188,0.573,0.667,0.583,0.128,0.068,121.0,109.0,52.0,105.0,85.0,101.0,53.0,16.0,27.7,6.3,aytonde01
Jarace Walker,21.0,IND,PF,75.0,5.0,1187.0,0.472,0.543,0.405,0.576,0.667,0.59,0.192,0.514,101.0,100.0,113.0,106.0,85.0,102.0,79.0,122.0,24.0,11.2,walkeja02
Kawhi Leonard,33.0,LAC,SF,37.0,37.0,1180.0,0.498,0.536,0.411,0.56,0.81,0.589,0.194,0.305,107.0,98.0,114.0,103.0,104.0,102.0,80.0,72.0,21.3,16.7,leonaka01
Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,0.559,0.56,0.0,0.559,0.536,0.564,0.249,0.003,120.0,103.0,0.0,103.0,69.0,98.0,102.0,1.0,12.4,-10.6,capelca01
Cody Martin,29.0,2TM,SF,53.0,8.0,1173.0,0.418,0.534,0.285,0.485,0.705,0.509,0.188,0.465,90.0,98.0,79.0,89.0,90.0,88.0,77.0,110.0,-38.0,-47.5,martico01
Cody Martin,29.0,CHO,SF,39.0,8.0,967.0,0.433,0.528,0.323,0.507,0.694,0.528,0.183,0.463,93.0,97.0,90.0,93.0,89.0,92.0,75.0,110.0,-19.1,-27.7,martico01
Cody Martin,29.0,PHO,SF,14.0,0.0,206.0,0.351,0.567,0.111,0.377,0.75,0.417,0.211,0.474,75.0,104.0,31.0,69.0,96.0,72.0,87.0,112.0,-18.9,-19.8,martico01
Mark Williams,23.0,CHO,C,44.0,41.0,1171.0,0.604,0.609,0.0,0.604,0.804,0.647,0.365,0.009,129.0,112.0,0.0,111.0,103.0,112.0,150.0,2.0,54.5,73.2,willima07
Precious Achiuwa,25.0,NYK,C,57.0,10.0,1170.0,0.502,0.529,0.278,0.517,0.594,0.53,0.211,0.11,107.0,97.0,77.0,95.0,76.0,92.0,87.0,26.0,-17.2,-32.8,achiupr01
Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,0.456,0.563,0.371,0.56,0.828,0.595,0.231,0.557,98.0,103.0,103.0,103.0,106.0,103.0,95.0,132.0,12.5,15.4,jovicni01
Justin Edwards,21.0,PHI,SF,44.0,26.0,1155.0,0.455,0.548,0.363,0.546,0.696,0.559,0.122,0.503,97.0,101.0,101.0,101.0,89.0,97.0,50.0,119.0,2.4,-13.9,edwarju01
Vit Krejci,24.0,ATL,PG,57.0,16.0,1153.0,0.497,0.64,0.437,0.651,0.711,0.661,0.154,0.705,106.0,117.0,121.0,120.0,91.0,115.0,63.0,168.0,62.8,52.7,krejcvi01
Jonathan Kuminga,22.0,GSW,PF,47.0,10.0,1144.0,0.454,0.508,0.305,0.495,0.668,0.535,0.414,0.266,97.0,93.0,85.0,91.0,86.0,93.0,170.0,63.0,-54.9,-54.7,kuminjo01
Kevon Looney,28.0,GSW,C,76.0,6.0,1142.0,0.514,0.516,0.4,0.518,0.566,0.535,0.356,0.018,110.0,95.0,111.0,95.0,73.0,93.0,147.0,4.0,-13.9,-26.6,looneke01
Kenrich Williams,30.0,OKC,PF,69.0,7.0,1132.0,0.483,0.574,0.386,0.576,0.718,0.587,0.11,0.483,103.0,105.0,107.0,106.0,92.0,102.0,45.0,115.0,23.5,8.3,willike04
Julian Phillips,21.0,CHI,SF,79.0,5.0,1123.0,0.446,0.582,0.327,0.533,0.789,0.571,0.265,0.533,95.0,107.0,91.0,98.0,101.0,99.0,109.0,127.0,-5.7,-3.3,phillju01
Aaron Nesmith,25.0,IND,SF,45.0,37.0,1123.0,0.507,0.587,0.431,0.617,0.913,0.653,0.211,0.515,108.0,108.0,120.0,114.0,117.0,113.0,87.0,122.0,56.4,63.7,nesmiaa01
Dalano Banton,25.0,POR,PG,67.0,7.0,1120.0,0.391,0.442,0.324,0.462,0.728,0.497,0.247,0.438,84.0,81.0,90.0,85.0,93.0,86.0,102.0,104.0,-82.7,-88.6,bantoda01
Ben Simmons,28.0,2TM,PG,51.0,24.0,1120.0,0.52,0.52,,0.52,0.727,0.539,0.148,0.0,111.0,95.0,,96.0,93.0,94.0,61.0,0.0,-10.2,-17.7,simmobe01
Ben Simmons,28.0,BRK,PG,33.0,24.0,825.0,0.547,0.547,,0.547,0.692,0.562,0.153,0.0,117.0,100.0,,101.0,89.0,98.0,63.0,0.0,1.4,-5.1,simmobe01
Ben Simmons,28.0,LAC,PG,18.0,0.0,295.0,0.434,0.434,,0.434,0.857,0.464,0.132,0.0,93.0,80.0,,80.0,110.0,80.0,54.0,0.0,-11.6,-12.6,simmobe01
Ja'Kobe Walter,20.0,TOR,SG,52.0,18.0,1103.0,0.405,0.454,0.349,0.487,0.795,0.523,0.211,0.473,87.0,83.0,97.0,90.0,102.0,91.0,87.0,112.0,-43.9,-46.0,walteja01
Jaxson Hayes,24.0,LAL,C,56.0,35.0,1093.0,0.722,0.732,0.0,0.722,0.622,0.72,0.439,0.013,155.0,134.0,0.0,133.0,80.0,125.0,181.0,3.0,79.8,76.3,hayesja02
Cameron Payne,30.0,NYK,PG,72.0,5.0,1090.0,0.401,0.453,0.363,0.506,0.907,0.532,0.121,0.574,86.0,83.0,101.0,93.0,116.0,92.0,50.0,136.0,-33.4,-41.3,payneca01
Jonathan Isaac,27.0,ORL,PF,71.0,1.0,1090.0,0.414,0.549,0.258,0.474,0.682,0.512,0.33,0.466,89.0,101.0,72.0,87.0,87.0,89.0,136.0,111.0,-44.9,-47.6,isaacjo01
DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,1071.0,0.405,0.496,0.335,0.5,0.8,0.518,0.103,0.564,87.0,91.0,93.0,92.0,103.0,90.0,42.0,134.0,-25.1,-35.6,jeffrda01
Jusuf Nurkić,30.0,2TM,C,51.0,32.0,1063.0,0.477,0.551,0.305,0.523,0.664,0.555,0.364,0.298,102.0,101.0,85.0,96.0,85.0,96.0,150.0,71.0,-14.3,-17.5,nurkiju01
Jusuf Nurkić,30.0,PHO,C,25.0,23.0,592.0,0.454,0.529,0.322,0.512,0.696,0.556,0.423,0.362,97.0,97.0,89.0,94.0,89.0,96.0,174.0,86.0,-10.0,-7.8,nurkiju01
Jusuf Nurkić,30.0,CHO,C,26.0,9.0,471.0,0.497,0.566,0.283,0.532,0.627,0.554,0.312,0.243,106.0,104.0,78.0,98.0,80.0,96.0,129.0,58.0,-4.3,-9.7,nurkiju01
Seth Curry,34.0,CHO,SG,68.0,14.0,1062.0,0.478,0.503,0.456,0.599,0.846,0.616,0.114,0.531,102.0,92.0,127.0,110.0,109.0,107.0,47.0,126.0,38.5,29.0,curryse01
Cody Williams,20.0,UTA,SG,50.0,21.0,1060.0,0.323,0.393,0.259,0.391,0.725,0.419,0.156,0.525,69.0,72.0,72.0,72.0,93.0,73.0,64.0,125.0,-78.1,-86.4,willico04
Isaac Okoro,24.0,CLE,SG,55.0,22.0,1053.0,0.464,0.586,0.371,0.569,0.717,0.587,0.172,0.566,99.0,108.0,103.0,105.0,92.0,102.0,71.0,134.0,14.0,6.0,okorois01
Oso Ighodaro,22.0,PHO,PF,61.0,6.0,1045.0,0.604,0.611,0.0,0.604,0.58,0.61,0.267,0.011,129.0,112.0,0.0,111.0,74.0,106.0,110.0,3.0,22.9,14.2,ighodos01
Jared Butler,24.0,2TM,SG,60.0,17.0,1044.0,0.448,0.504,0.355,0.514,0.824,0.549,0.201,0.373,96.0,92.0,99.0,95.0,106.0,95.0,83.0,89.0,-26.1,-27.1,butleja02
Jared Butler,24.0,WAS,PG,32.0,0.0,362.0,0.483,0.519,0.366,0.526,0.778,0.562,0.256,0.233,103.0,95.0,102.0,97.0,100.0,98.0,105.0,55.0,-6.2,-5.6,butleja02
Jared Butler,24.0,PHI,SG,28.0,17.0,682.0,0.426,0.49,0.352,0.507,0.87,0.54,0.166,0.462,91.0,90.0,98.0,93.0,112.0,94.0,68.0,110.0,-19.9,-21.5,butleja02
Jamison Battle,23.0,TOR,SF,59.0,10.0,1042.0,0.429,0.5,0.405,0.581,0.889,0.59,0.052,0.746,92.0,92.0,113.0,107.0,114.0,102.0,21.0,177.0,26.1,10.0,battlja01
Noah Clowney,20.0,BRK,PF,46.0,20.0,1042.0,0.358,0.414,0.333,0.474,0.838,0.516,0.215,0.702,77.0,76.0,93.0,87.0,107.0,90.0,89.0,167.0,-51.0,-49.2,clownno01
Alex Caruso,30.0,OKC,SG,54.0,3.0,1041.0,0.446,0.556,0.353,0.541,0.824,0.568,0.162,0.541,95.0,102.0,98.0,100.0,106.0,99.0,67.0,129.0,-1.0,-5.7,carusal01
Kris Murray,24.0,POR,SF,69.0,6.0,1040.0,0.419,0.566,0.225,0.468,0.456,0.472,0.204,0.43,90.0,104.0,62.0,86.0,58.0,82.0,84.0,102.0,-42.0,-63.4,murrakr01
Dejounte Murray,28.0,NOP,PG,31.0,31.0,1012.0,0.393,0.444,0.299,0.445,0.823,0.494,0.251,0.352,84.0,81.0,83.0,82.0,105.0,86.0,103.0,84.0,-96.6,-90.1,murrade01
Jalen Suggs,23.0,ORL,PG,35.0,35.0,1002.0,0.41,0.506,0.314,0.489,0.882,0.536,0.229,0.503,88.0,93.0,87.0,90.0,113.0,93.0,94.0,119.0,-52.4,-43.1,suggsja01
Kyle Anderson,31.0,2TM,PF,61.0,4.0,1002.0,0.469,0.502,0.357,0.51,0.738,0.538,0.215,0.231,100.0,92.0,99.0,94.0,95.0,93.0,88.0,55.0,-20.1,-25.1,anderky01
Kyle Anderson,31.0,GSW,PF,36.0,3.0,541.0,0.45,0.487,0.365,0.506,0.667,0.522,0.16,0.308,96.0,89.0,101.0,93.0,85.0,91.0,66.0,73.0,-12.6,-19.4,anderky01
Kyle Anderson,31.0,MIA,SF,25.0,1.0,461.0,0.493,0.517,0.333,0.515,0.789,0.557,0.284,0.134,105.0,95.0,93.0,95.0,101.0,97.0,117.0,32.0,-7.5,-5.7,anderky01
Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,993.0,0.436,0.485,0.35,0.5,0.788,0.535,0.223,0.367,93.0,89.0,97.0,92.0,101.0,93.0,92.0,87.0,-32.8,-34.2,bostobr01
Dalen Terry,22.0,CHI,SG,73.0,5.0,987.0,0.448,0.506,0.356,0.517,0.71,0.546,0.257,0.388,96.0,93.0,99.0,95.0,91.0,95.0,106.0,92.0,-14.1,-17.8,terryda01
Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,980.0,0.477,0.529,0.395,0.553,0.5,0.554,0.122,0.386,102.0,97.0,110.0,102.0,64.0,96.0,50.0,92.0,4.0,-9.2,jacksan01
Zach Collins,27.0,2TM,PF,64.0,12.0,977.0,0.507,0.617,0.302,0.56,0.885,0.605,0.258,0.351,108.0,113.0,84.0,103.0,113.0,105.0,106.0,83.0,10.0,19.4,colliza01
Zach Collins,27.0,SAS,C,36.0,4.0,425.0,0.462,0.547,0.304,0.515,0.886,0.566,0.265,0.348,99.0,100.0,84.0,95.0,114.0,98.0,109.0,83.0,-7.4,-2.9,colliza01
Zach Collins,27.0,CHI,PF,28.0,8.0,552.0,0.541,0.673,0.3,0.594,0.884,0.635,0.253,0.353,116.0,123.0,83.0,109.0,113.0,110.0,104.0,84.0,17.4,22.3,colliza01
Trayce Jackson-Davis,24.0,GSW,C,62.0,37.0,967.0,0.576,0.582,0.0,0.576,0.578,0.587,0.338,0.01,123.0,107.0,0.0,106.0,74.0,102.0,139.0,2.0,20.0,7.3,jackstr02
Thomas Bryant,27.0,2TM,C,66.0,8.0,963.0,0.508,0.665,0.324,0.583,0.859,0.614,0.199,0.461,109.0,122.0,90.0,107.0,110.0,107.0,82.0,109.0,25.4,26.7,bryanth01
Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,0.429,0.545,0.353,0.536,1.0,0.624,0.393,0.607,92.0,100.0,98.0,99.0,128.0,108.0,162.0,144.0,-0.4,3.2,bryanth01
Thomas Bryant,27.0,IND,C,56.0,8.0,848.0,0.515,0.673,0.321,0.587,0.83,0.613,0.181,0.447,110.0,123.0,89.0,108.0,106.0,106.0,74.0,106.0,25.8,23.5,bryanth01
Jalen Smith,24.0,CHI,C,64.0,2.0,962.0,0.466,0.634,0.324,0.554,0.809,0.586,0.218,0.544,100.0,116.0,90.0,102.0,104.0,102.0,90.0,129.0,8.9,8.7,smithja04
Jordan Clarkson,32.0,UTA,SG,37.0,9.0,962.0,0.408,0.448,0.362,0.493,0.797,0.54,0.29,0.471,87.0,82.0,101.0,91.0,102.0,94.0,119.0,112.0,-49.5,-40.6,clarkjo01
Gary Payton II,32.0,GSW,SG,62.0,11.0,927.0,0.574,0.69,0.326,0.626,0.711,0.635,0.128,0.319,123.0,127.0,91.0,115.0,91.0,110.0,53.0,76.0,49.3,37.3,paytoga02
Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,0.403,0.475,0.355,0.509,0.861,0.54,0.161,0.597,86.0,87.0,99.0,94.0,110.0,94.0,66.0,142.0,-33.3,-37.9,millebr02
Bruce Brown,28.0,2TM,PG,41.0,12.0,922.0,0.421,0.452,0.333,0.464,0.815,0.504,0.21,0.262,90.0,83.0,93.0,86.0,105.0,87.0,87.0,62.0,-48.6,-49.1,brownbr01
Bruce Brown,28.0,TOR,PG,18.0,0.0,353.0,0.435,0.484,0.306,0.477,0.897,0.525,0.221,0.275,93.0,89.0,85.0,88.0,115.0,91.0,91.0,65.0,-17.3,-14.7,brownbr01
Bruce Brown,28.0,NOP,PG,23.0,12.0,569.0,0.41,0.429,0.356,0.455,0.75,0.488,0.202,0.253,88.0,79.0,99.0,84.0,96.0,85.0,83.0,60.0,-31.3,-34.4,brownbr01
Immanuel Quickley,25.0,TOR,PG,33.0,33.0,918.0,0.42,0.465,0.378,0.517,0.867,0.57,0.292,0.514,90.0,85.0,105.0,95.0,111.0,99.0,120.0,122.0,-22.7,-5.6,quickim01
Trendon Watford,24.0,BRK,PF,44.0,6.0,913.0,0.469,0.515,0.33,0.51,0.762,0.557,0.349,0.251,100.0,95.0,91.0,94.0,98.0,97.0,144.0,60.0,-23.1,-15.2,watfotr01
KJ Martin,24.0,2TM,PF,43.0,16.0,912.0,0.552,0.671,0.259,0.59,0.787,0.618,0.234,0.289,118.0,123.0,72.0,109.0,101.0,107.0,96.0,69.0,18.7,18.5,martike04
KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,0.616,0.679,0.381,0.657,0.828,0.689,0.293,0.212,132.0,125.0,106.0,121.0,106.0,120.0,121.0,50.0,22.5,25.2,martike04
KJ Martin,24.0,UTA,SF,19.0,9.0,432.0,0.49,0.662,0.189,0.525,0.722,0.546,0.176,0.363,105.0,121.0,53.0,97.0,93.0,95.0,73.0,86.0,-3.8,-6.7,martike04
Jaden Hardy,22.0,DAL,SG,57.0,3.0,907.0,0.435,0.479,0.386,0.527,0.698,0.549,0.208,0.476,93.0,88.0,107.0,97.0,89.0,95.0,86.0,113.0,-13.7,-24.7,hardyja02
Day'Ron Sharpe,23.0,BRK,C,50.0,2.0,907.0,0.521,0.566,0.244,0.538,0.757,0.568,0.233,0.142,111.0,104.0,68.0,99.0,97.0,99.0,96.0,34.0,-3.3,-5.8,sharpda01
Adem Bona,21.0,PHI,C,58.0,11.0,905.0,0.703,0.707,0.0,0.703,0.67,0.714,0.521,0.005,150.0,130.0,0.0,129.0,86.0,124.0,214.0,1.0,61.5,65.0,bonaad01
Tre Jones,25.0,2TM,PG,46.0,9.0,905.0,0.538,0.574,0.396,0.578,0.821,0.617,0.282,0.202,115.0,105.0,110.0,106.0,105.0,107.0,116.0,48.0,16.5,21.8,jonestr01
Tre Jones,25.0,SAS,PG,28.0,0.0,450.0,0.484,0.552,0.308,0.527,0.758,0.572,0.355,0.28,104.0,101.0,85.0,97.0,97.0,99.0,146.0,66.0,-3.0,-0.9,jonestr01
Tre Jones,25.0,CHI,PG,18.0,9.0,455.0,0.572,0.585,0.5,0.61,0.882,0.647,0.234,0.152,123.0,107.0,139.0,112.0,113.0,112.0,97.0,36.0,19.5,22.7,jonestr01
Jaden Ivey,22.0,DET,SG,30.0,30.0,898.0,0.46,0.49,0.409,0.536,0.733,0.569,0.281,0.373,98.0,90.0,114.0,99.0,94.0,99.0,116.0,89.0,-5.6,-6.7,iveyja01
Kelly Olynyk,33.0,2TM,C,44.0,22.0,891.0,0.5,0.534,0.418,0.562,0.769,0.609,0.403,0.295,107.0,98.0,116.0,103.0,99.0,106.0,166.0,70.0,9.9,20.4,olynyke01
Kelly Olynyk,33.0,TOR,C,24.0,2.0,383.0,0.5,0.533,0.442,0.581,0.791,0.624,0.364,0.364,107.0,98.0,123.0,107.0,101.0,108.0,150.0,87.0,8.8,13.2,olynyke01
Kelly Olynyk,33.0,NOP,C,20.0,20.0,508.0,0.5,0.535,0.389,0.547,0.754,0.596,0.433,0.24,107.0,98.0,108.0,101.0,97.0,103.0,178.0,57.0,1.1,7.2,olynyke01
Chet Holmgren,22.0,OKC,C,32.0,32.0,877.0,0.49,0.547,0.379,0.554,0.754,0.599,0.393,0.34,105.0,100.0,105.0,102.0,97.0,104.0,162.0,81.0,7.6,18.1,holmgch01
