"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Chris Porter","","","","","","","","https://www.nba.com/player/2084/chris-porter",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2084.png","May 9, 1978","2000 R2 Pick 55","1 Year",False
"Howard Porter","","","","","","","","https://www.nba.com/player/77875/HISTADD-geezer-porter",False,False,True,"","1948-08-31T00:00:00","1971 #32","7 Years",True
"Jontay Porter","","","","","","","","https://www.nba.com/player/1629007/jontay-porter",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629007.png","November 15, 1999","Undrafted","2 Years",False
"Kevin Porter","","","","","","","","https://www.nba.com/player/77876/HISTADD-kevin-porter",False,False,True,"","1950-04-17T00:00:00","1972 #39","10 Years",True
"Terry Porter","","","","","","","","https://www.nba.com/player/345/terry-porter",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/345.png","April 8, 1963","1985 R1 Pick 24","17 Years",False
"Craig Porter Jr.","CLE","","","","","","","https://www.nba.com/player/1641854/craig-porter",True,False,False,"","February 26, 2000","Undrafted","1 Year",False
"Kevin Porter Jr.","MIL","","","","","","","https://www.nba.com/player/1629645/kevin-porter-jr",True,False,False,"","May 4, 2000","2019 R1 Pick 30","4 Years",False
"Michael Porter Jr.","DEN","","","","","","","https://www.nba.com/player/1629008/michael-porter-jr",True,False,False,"","June 29, 1998","2018 R1 Pick 14","5 Years",False
"Otto Porter Jr.","","","","","","","","https://www.nba.com/player/203490/otto-porter-jr",False,False,True,"","June 3, 1993","2013 R1 Pick 3","11 Years",False
"Bobby Portis","MIL","","","","","","","https://www.nba.com/player/1626171/bobby-portis",True,False,False,"","February 10, 1995","2015 R1 Pick 22","9 Years",False
"Bob Portman","","","","","","","","https://www.nba.com/player/77878/HISTADD-bob-portman",False,False,True,"","1947-03-22T00:00:00","1969 #7","4 Years",True
"Kristaps Porziņģis","BOS","","","","","","","https://www.nba.com/player/204001/kristaps-porzingis",True,False,False,"","August 2, 1995","2015 R1 Pick 4","8 Years",False
"James Posey","","","","","","","","https://www.nba.com/player/1899/james-posey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1899.png","January 13, 1977","1999 R1 Pick 18","13 Years",False
"Quinten Post","GSW","","","","","","","https://www.nba.com/player/1642366/quinten-post",True,False,False,"","March 21, 2000","2024 R2 Pick 52","Rookie",False
"Lavor Postell","","","","","","","","https://www.nba.com/player/2068/lavor-postell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2068.png","February 26, 1978","2000 R2 Pick 39","4 Years",False
"Vitaly Potapenko","","","","","","","","https://www.nba.com/player/958/vitaly-potapenko",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/958.png","March 21, 1975","1996 R1 Pick 12","12 Years",False
"Micah Potter","UTA","","","","","","","https://www.nba.com/player/1630695/micah-potter",True,False,False,"","April 6, 1998","Undrafted","3 Years",False
"Leon Powe","","","","","","","","https://www.nba.com/player/200796/leon-powe",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200796.png","January 22, 1984","2006 R2 Pick 49","6 Years",False
"Dwight Powell","DAL","","","","","","","https://www.nba.com/player/203939/dwight-powell",True,False,False,"","July 20, 1991","2014 R2 Pick 45","10 Years",False
"Josh Powell","","","","","","","","https://www.nba.com/player/2694/josh-powell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2694.png","January 25, 1983","Undrafted","8 Years",False
"Kasib Powell","","","","","","","","https://www.nba.com/player/2867/kasib-powell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2867.png","March 18, 1981","Undrafted","2 Years",False
"Myles Powell","","","","","","","","https://www.nba.com/player/1629619/myles-powell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629619.png","July 7, 1997","Undrafted","2 Years",False
"Norman Powell","LAC","","","","","","","https://www.nba.com/player/1626181/norman-powell",True,False,False,"","May 25, 1993","2015 R2 Pick 46","9 Years",False
"Roger Powell","","","","","","","","https://www.nba.com/player/101232/roger-powell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101232.png","January 15, 1983","Undrafted","2 Years",False
"Alex Poythress","","","","","","","","https://www.nba.com/player/1627816/alex-poythress",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627816.png","September 6, 1993","Undrafted","4 Years",False
"Paul Pressey","","","","","","","","https://www.nba.com/player/77879/HISTADD-paul-pressey",False,False,True,"","1958-12-24T00:00:00","1982 #20","12 Years",True
"Phil Pressey","","","","","","","","https://www.nba.com/player/203515/phil-pressey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203515.png","February 17, 1991","Undrafted","4 Years",False
"Dominic Pressley","","","","","","","","https://www.nba.com/player/77880/HISTADD-dominic-pressley",False,False,True,"","1964-05-30T00:00:00","1986 #99","1 Years",True
"Harold Pressley","","","","","","","","https://www.nba.com/player/77881/HISTADD-harold-pressley",False,False,True,"","1963-07-14T00:00:00","1986 #17","4 Years",True
"Jason Preston","","","","","","","","https://www.nba.com/player/1630554/jason-preston",False,False,True,"","August 10, 1999","2021 R2 Pick 33","3 Years",False
"AJ Price","","","","","","","","https://www.nba.com/player/201985/aj-price",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201985.png","October 7, 1986","2009 R2 Pick 52","6 Years",False
"Brent Price","","","","","","","","https://www.nba.com/player/85/brent-price",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/85.png","December 9, 1968","1992 R2 Pick 32","10 Years",False
"Jim Price","","","","","","","","https://www.nba.com/player/77883/HISTADD-jim-price",False,False,True,"","1949-11-27T00:00:00","1972 #16","7 Years",True
"Mark Price","","","","","","","","https://www.nba.com/player/899/mark-price",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/899.png","February 15, 1964","1986 R2 Pick 25","12 Years",False
"Mike Price","","","","","","","","https://www.nba.com/player/77884/HISTADD-mike-price",False,False,True,"","1948-09-11T00:00:00","1970 #17","3 Years",True
"Ronnie Price","","","","","","","","https://www.nba.com/player/101179/ronnie-price",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101179.png","June 21, 1983","Undrafted","13 Years",False
"Tony Price","","","","","","","","https://www.nba.com/player/77882/HISTADD-tony-price",False,False,True,"","1957-01-05T00:00:00","1979 #29","1 Years",True
"Bob Priddy","","","","","","","","https://www.nba.com/player/77886/HISTADD-bob-priddy",False,False,True,"","","","",True
"Pablo Prigioni","","","","","","","","https://www.nba.com/player/203143/pablo-prigioni",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203143.png","May 17, 1977","Undrafted","5 Years",False
"Joshua Primo","","","","","","","","https://www.nba.com/player/1630563/joshua-primo",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630563.png","December 24, 2002","2021 R1 Pick 12","4 Years",False
"Taurean Prince","MIL","","","","","","","https://www.nba.com/player/1627752/taurean-prince",True,False,False,"","March 22, 1994","2016 R1 Pick 12","8 Years",False
"Tayshaun Prince","","","","","","","","https://www.nba.com/player/2419/tayshaun-prince",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2419.png","February 28, 1980","2002 R1 Pick 23","15 Years",False
"John Pritchard","","","","","","","","https://www.nba.com/player/77887/HISTADD-bigjohn-pritchard",False,False,True,"","","","",True
"Kevin Pritchard","","","","","","","","https://www.nba.com/player/340/kevin-pritchard",False,False,True,"","July 17, 1967","1990 R2 Pick 34","4 Years",False
"Payton Pritchard","BOS","","","","","","","https://www.nba.com/player/1630202/payton-pritchard",True,False,False,"","January 28, 1998","2020 R1 Pick 26","4 Years",False
"Laron Profit","","","","","","","","https://www.nba.com/player/1919/laron-profit",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1919.png","August 5, 1977","1999 R2 Pick 38","4 Years",False
"Olivier-Maxence Prosper","DAL","","","","","","","https://www.nba.com/player/1641765/olivier-maxence-prosper",True,False,False,"","July 3, 2002","2023 R1 Pick 24","1 Year",False
"Gabe Pruitt","","","","","","","","https://www.nba.com/player/201172/gabe-pruitt",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201172.png","April 19, 1986","2007 R2 Pick 32","3 Years",False
"Joel Przybilla","","","","","","","","https://www.nba.com/player/2038/joel-przybilla",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2038.png","October 10, 1979","2000 R1 Pick 9","14 Years",False
"Les Pugh","","","","","","","","https://www.nba.com/player/77888/HISTADD-les-pugh",False,False,True,"","1923-09-18T00:00:00","Undrafted #Undrafted","2 Years",True
"Roy Pugh","","","","","","","","https://www.nba.com/player/77889/HISTADD-roy-pugh",False,False,True,"","","","",True
"Anthony Pullard","","","","","","","","https://www.nba.com/player/77890/HISTADD-anthony-pullard",False,False,True,"","1966-06-23T00:00:00","Undrafted #Undrafted","1 Years",True
"Jacob Pullen","","","","","","","","https://www.nba.com/player/1626643/jacob-pullen",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626643.png","November 10, 1989","Undrafted","1 Year",False
"Zyon Pullin","MEM","","","","","","","https://www.nba.com/player/1642389/zyon-pullin",True,False,False,"","March 3, 2001","Undrafted","Rookie",False
"Rodney Purvis","","","","","","","","https://www.nba.com/player/1628681/rodney-purvis",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628681.png","February 14, 1994","Undrafted","2 Years",False
"Don Putman","","","","","","","","https://www.nba.com/player/77891/HISTADD-don-putman",False,False,True,"","1922-11-13T00:00:00","Undrafted #Undrafted","4 Years",True
"Zhou Qi","","","","","","","","https://www.nba.com/player/1627753/zhou-qi",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627753.png","January 16, 1996","2016 R2 Pick 43","2 Years",False
"Tim Quarterman","","","","","","","","https://www.nba.com/player/1627817/tim-quarterman",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627817.png","October 27, 1994","2016","2 Years",False
"Trevelin Queen","ORL","","","","","","","https://www.nba.com/player/1630243/trevelin-queen",True,False,False,"","February 25, 1997","Undrafted","3 Years",False
"Neemias Queta","BOS","","","","","","","https://www.nba.com/player/1629674/neemias-queta",True,False,False,"","July 13, 1999","2021 R2 Pick 39","3 Years",False
"Bob Quick","","","","","","","","https://www.nba.com/player/77892/HISTADD-bob-quick",False,False,True,"","1946-03-05T00:00:00","1968 #18","4 Years",True
"Immanuel Quickley","TOR","","","","","","","https://www.nba.com/player/1630193/immanuel-quickley",True,False,False,"","June 17, 1999","2020 R1 Pick 25","4 Years",False
"Chris Quinn","","","","","","","","https://www.nba.com/player/200809/chris-quinn",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200809.png","September 27, 1983","Undrafted","7 Years",False
"Brian Quinnett","","","","","","","","https://www.nba.com/player/77893/HISTADD-brian-quinnett",False,False,True,"","1966-05-30T00:00:00","1989 #50","3 Years",True
"Lester Quinones","NOP","","","","","","","https://www.nba.com/player/1631311/lester-quinones",True,False,False,"","November 16, 2000","Undrafted","2 Years",False
"Ivan Rabb","","","","","","","","https://www.nba.com/player/1628397/ivan-rabb",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628397.png","February 4, 1997","2017 R2 Pick 35","3 Years",False
"Luke Rackley","","","","","","","","https://www.nba.com/player/77894/HISTADD-luke-rackley",False,False,True,"","1946-06-11T00:00:00","1969 #37","5 Years",True
"Howie Rader","","","","","","","","https://www.nba.com/player/77895/HISTADD-howie-rader",False,False,True,"","1921-03-29T00:00:00","Undrafted #Undrafted","1 Years",True
"Mark Radford","","","","","","","","https://www.nba.com/player/77896/HISTADD-mark-radford",False,False,True,"","1959-07-05T00:00:00","1981 #53","2 Years",True
"Wayne Radford","","","","","","","","https://www.nba.com/player/77897/HISTADD-wayne-radford",False,False,True,"","1956-05-29T00:00:00","1978 #27","1 Years",True
"Dino Radja","","","","","","","","https://www.nba.com/player/129/dino-radja",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/129.png","April 24, 1967","1989 R2 Pick 40","4 Years",False
"Vladimir Radmanovic","","","","","","","","https://www.nba.com/player/2209/vladimir-radmanovic",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2209.png","November 19, 1980","2001 R1 Pick 12","13 Years",False
"Aleksandar Radojevic","","","","","","","","https://www.nba.com/player/1893/aleksandar-radojevic",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1893.png","August 8, 1976","1999 R1 Pick 12","2 Years",False
"Frank Radovich","","","","","","","","https://www.nba.com/player/77899/HISTADD-frank-radovich",False,False,True,"","1938-03-03T00:00:00","1960 #14","1 Years",True
"Moe Radovich","","","","","","","","https://www.nba.com/player/77900/HISTADD-moe-radovich",False,False,True,"","","","",True
"Miroslav Raduljica","","","","","","","","https://www.nba.com/player/203545/miroslav-raduljica",False,False,True,"","January 5, 1988","Undrafted","2 Years",False
"Ray Radziszewski","","","","","","","","https://www.nba.com/player/77901/HISTADD-ray-radziszewski",False,False,True,"","1935-03-01T00:00:00","1957 #30","1 Years",True
"Ray Ragelis","","","","","","","","https://www.nba.com/player/77902/HISTADD-ray-ragelis",False,False,True,"","1928-12-10T00:00:00","1951 #17","1 Years",True
"Sherwin Raiken","","","","","","","","https://www.nba.com/player/77903/HISTADD-sherwin-raiken",False,False,True,"","1928-10-29T00:00:00","Undrafted #Undrafted","1 Years",True
"Ed Rains","","","","","","","","https://www.nba.com/player/77904/HISTADD-ed-rains",False,False,True,"","1956-12-24T00:00:00","1981 #30","2 Years",True
"Igor Rakocevic","","","","","","","","https://www.nba.com/player/2080/igor-rakocevic",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2080.png","March 29, 1978","2000 R2 Pick 51","2 Years",False
"Kurt Rambis","","","","","","","","https://www.nba.com/player/77905/HISTADD-kurt-rambis",False,False,True,"","1958-02-25T00:00:00","1980 #58","14 Years",True
"Peter John Ramos","","","","","","","","https://www.nba.com/player/2762/peter john-ramos",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Cal Ramsey","","","","","","","","https://www.nba.com/player/77906/HISTADD-cal-ramsey",False,False,True,"","1937-07-13T00:00:00","1959 #13","2 Years",True
"Frank Ramsey","","","","","","","","https://www.nba.com/player/77907/HISTADD-frank-ramsey",False,False,True,"","1931-07-13T00:00:00","1953 #5","9 Years",True
"Jahmi'us Ramsey","","","","","","","","https://www.nba.com/player/1630186/jahmius-ramsey",False,False,True,"","June 9, 2001","2020 R2 Pick 43","4 Years",False
"Ray Ramsey","","","","","","","","https://www.nba.com/player/77908/HISTADD-ray-ramsey",False,False,True,"","1921-07-18T00:00:00","Undrafted #Undrafted","1 Years",True
"Mark Randall","","","","","","","","https://www.nba.com/player/1821/mark-randall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1821.png","September 30, 1967","1991 R1 Pick 26","4 Years",False
"Chasson Randle","","","","","","","","https://www.nba.com/player/1626184/chasson-randle",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626184.png","February 5, 1993","2015","5 Years",False
"Julius Randle","MIN","","","","","","","https://www.nba.com/player/203944/julius-randle",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/1630545.png","November 29, 1994","2014 R1 Pick 7","10 Years",False
"Anthony Randolph","","","","","","","","https://www.nba.com/player/201576/anthony-randolph",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201576.png","July 15, 1989","2008 R1 Pick 14","6 Years",False
"Shavlik Randolph","","","","","","","","https://www.nba.com/player/101183/shavlik-randolph",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101183.png","November 24, 1983","Undrafted","8 Years",False
"Zach Randolph","","","","","","","","https://www.nba.com/player/2216/zach-randolph",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2216.png","July 16, 1981","2001 R1 Pick 19","18 Years",False
"Wally Rank","","","","","","","","https://www.nba.com/player/77910/HISTADD-wally-rank",False,False,True,"","1958-03-01T00:00:00","1980 #99","1 Years",True
"Kelvin Ransey","","","","","","","","https://www.nba.com/player/77911/HISTADD-kelvin-ransey",False,False,True,"","1958-05-03T00:00:00","1980 #4","6 Years",True
"Sam Ranzino","","","","","","","","https://www.nba.com/player/77912/HISTADD-sam-ranzino",False,False,True,"","1927-06-21T00:00:00","1951 #8","1 Years",True
"Blair Rasmussen","","","","","","","","https://www.nba.com/player/78656/blair-rasmussen",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/78656.png","November 13, 1962","1985 R1 Pick 15","8 Years",False
"Xavier Rathan-Mayes","","","","","","","","https://www.nba.com/player/1628504/xavier-rathan-mayes",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628504.png","April 29, 1994","2017","1 Year",False
"George Ratkovicz","","","","","","","","https://www.nba.com/player/77913/HISTADD-george-ratkovicz",False,False,True,"","1922-11-13T00:00:00","Undrafted #Undrafted","6 Years",True
"Ed Ratleff","","","","","","","","https://www.nba.com/player/77914/HISTADD-ed-ratleff",False,False,True,"","1950-03-29T00:00:00","1973 #6","5 Years",True
"Mike Ratliff","","","","","","","","https://www.nba.com/player/77915/HISTADD-mike-ratliff",False,False,True,"","1951-06-07T00:00:00","1972 #28","2 Years",True
"Theo Ratliff","","","","","","","","https://www.nba.com/player/689/theo-ratliff",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/689.png","April 17, 1973","1995 R1 Pick 18","17 Years",False
"Andy Rautins","","","","","","","","https://www.nba.com/player/202360/andy-rautins",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202360.png","November 2, 1986","2010 R2 Pick 38","2 Years",False
"Leo Rautins","","","","","","","","https://www.nba.com/player/77916/HISTADD-leo-rautins",False,False,True,"","1960-03-20T00:00:00","1983 #17","2 Years",True
"Allan Ray","","","","","","","","https://www.nba.com/player/200810/allan-ray",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200810.png","June 17, 1984","Undrafted","1 Year",False
"Clifford Ray","","","","","","","","https://www.nba.com/player/77917/HISTADD-clifford-ray",False,False,True,"","1949-01-21T00:00:00","1971 #40","10 Years",True
"Don Ray","","","","","","","","https://www.nba.com/player/77918/HISTADD-duck-ray",False,False,True,"","1921-07-08T00:00:00","1948 #11","1 Years",True
"Jamesearl Ray","","","","","","","","https://www.nba.com/player/77920/HISTADD-james-earl-ray",False,False,True,"","1957-07-27T00:00:00","1980 #5","3 Years",True
"Jim Ray","","","","","","","","https://www.nba.com/player/77919/HISTADD-jim-ray",False,False,True,"","","","",True
"Craig Raymond","","","","","","","","https://www.nba.com/player/77921/HISTADD-craig-raymond",False,False,True,"","1945-04-05T00:00:00","1967 #12","1 Years",True
"Connie Rea","","","","","","","","https://www.nba.com/player/77922/HISTADD-connie-rea",False,False,True,"","","","",True
"Duop Reath","POR","","","","","","","https://www.nba.com/player/1641871/duop-reath",True,False,False,"","June 26, 1996","Undrafted","1 Year",False
"Austin Reaves","LAL","","","","","","","https://www.nba.com/player/1630559/austin-reaves",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","May 29, 1998","Undrafted","3 Years",False
"Joe Reaves","","","","","","","","https://www.nba.com/player/77923/HISTADD-joe-reaves",False,False,True,"","1950-05-27T00:00:00","1973 #42","1 Years",True
"Josh Reaves","","","","","","","","https://www.nba.com/player/1629729/josh-reaves",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629729.png","June 4, 1997","Undrafted","2 Years",False
"Zeljko Rebraca","","","","","","","","https://www.nba.com/player/1442/zeljko-rebraca",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1442.png","April 9, 1972","1994 R2 Pick 54","6 Years",False
"Eldridge Recasner","","","","","","","","https://www.nba.com/player/695/eldridge-recasner",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/695.png","December 14, 1967","1992","8 Years",False
"Michael Redd","","","","","","","","https://www.nba.com/player/2072/michael-redd",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2072.png","August 24, 1979","2000 R2 Pick 43","13 Years",False
"Cam Reddish","","","","","","","","https://www.nba.com/player/1629629/cameron-reddish",False,False,True,"","September 1, 1999","2019 R1 Pick 10","5 Years",False
"Frank Reddout","","","","","","","","https://www.nba.com/player/77925/HISTADD-frank-reddout",False,False,True,"","","","",True
"JJ Redick","","","","","","","","https://www.nba.com/player/200755/jj-redick",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200755.png","June 24, 1984","2006 R1 Pick 11","16 Years",False
"Marlon Redmond","","","","","","","","https://www.nba.com/player/77926/HISTADD-marlon-redmond",False,False,True,"","1955-04-15T00:00:00","1977 #60","2 Years",True
"Davon Reed","","","","","","","","https://www.nba.com/player/1628432/davon-reed",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628432.png","June 11, 1995","2017 R2 Pick 32","4 Years",False
"Hub Reed","","","","","","","","https://www.nba.com/player/77927/HISTADD-hub-reed",False,False,True,"","1936-10-04T00:00:00","1958 #14","7 Years",True
"Justin Reed","","","","","","","","https://www.nba.com/player/2770/justin-reed",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2770.png","January 16, 1982","2004 R2 Pick 40","4 Years",False
"Paul Reed","DET","","","","","","","https://www.nba.com/player/1630194/paul-reed",True,False,False,"","June 14, 1999","2020 R2 Pick 58","4 Years",False
"Ron Reed","","","","","","","","https://www.nba.com/player/77928/HISTADD-ron-reed",False,False,True,"","1942-11-02T00:00:00","1965 #20","2 Years",True
"Willie Reed","","","","","","","","https://www.nba.com/player/203186/willie-reed",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203186.png","May 16, 1990","2011 R0 Pick 0","3 Years",False
"Willis Reed","","","","","","","","https://www.nba.com/player/77929/HISTADD-willis-reed",False,False,True,"","1942-06-25T00:00:00","1964 #8","10 Years",True
"Alex Reese","PHI","","","","","","","https://www.nba.com/player/1642024/alex-reese",True,False,False,"","May 21, 1999","Undrafted","Rookie",False
"Antonio Reeves","NOP","","","","","","","https://www.nba.com/player/1641810/antonio-reeves",True,False,False,"","November 20, 2002","2024 R2 Pick 47","Rookie",False
"Bryant Reeves","","","","","","","","https://www.nba.com/player/735/bryant-reeves",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/735.png","June 8, 1973","1995 R1 Pick 6","6 Years",False
"Khalid Reeves","","","","","","","","https://www.nba.com/player/234/khalid-reeves",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/234.png","July 15, 1972","1994 R1 Pick 12","6 Years",False
"Richie Regan","","","","","","","","https://www.nba.com/player/77932/HISTADD-richie-regan",False,False,True,"","1930-11-30T00:00:00","1953 #4","3 Years",True
"Don Rehfeldt","","","","","","","","https://www.nba.com/player/77933/HISTADD-don-rehfeldt",False,False,True,"","1927-01-07T00:00:00","1950 #2","2 Years",True
"Billy Reid","","","","","","","","https://www.nba.com/player/77937/HISTADD-billy-reid",False,False,True,"","1957-09-10T00:00:00","1980 #182","1 Years",True
"Don Reid","","","","","","","","https://www.nba.com/player/690/don-reid",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/690.png","December 30, 1973","1995 R2 Pick 58","9 Years",False
"J.R. Reid","","","","","","","","https://www.nba.com/player/462/j.r.-reid",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Jim Reid","","","","","","","","https://www.nba.com/player/77935/HISTADD-jim-reid",False,False,True,"","1945-08-03T00:00:00","Undrafted #Undrafted","1 Years",True
"Naz Reid","MIN","","","","","","","https://www.nba.com/player/1629675/naz-reid",True,False,False,"","August 26, 1999","Undrafted","5 Years",False
"Robert Reid","","","","","","","","https://www.nba.com/player/77936/HISTADD-robert-reid",False,False,True,"","1955-08-30T00:00:00","1977 #40","13 Years",True
"Ryan Reid","","","","","","","","https://www.nba.com/player/202385/ryan-reid",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202385.png","October 30, 1986","2010 R2 Pick 57","1 Year",False
"Jared Reiner","","","","","","","","https://www.nba.com/player/2876/jared-reiner",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2876.png","April 8, 1982","Undrafted","3 Years",False
"Joseph Reiser","","","","","","","","https://www.nba.com/player/77938/HISTADD-chick-reiser",False,False,True,"","","","",True
"Richard Rellford","","","","","","","","https://www.nba.com/player/77939/HISTADD-richard-rellford",False,False,True,"","1964-02-16T00:00:00","1986 #95","1 Years",True
"Terrence Rencher","","","","","","","","https://www.nba.com/player/720/terrence-rencher",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/720.png","February 19, 1973","1995 R2 Pick 32","1 Year",False
"John Rennicke","","","","","","","","https://www.nba.com/player/77941/HISTADD-john-rennicke",False,False,True,"","1929-08-11T00:00:00","1951 #51","1 Years",True
"Rob Rensberger","","","","","","","","https://www.nba.com/player/77942/HISTADD-rob-rensberger",False,False,True,"","1921-03-07T00:00:00","Undrafted #Undrafted","1 Years",True
"Efthimios Rentzias","","","","","","","","https://www.nba.com/player/981/efthimios-rentzias",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/981.png","January 11, 1976","1996 R1 Pick 23","2 Years",False
"Shawn Respert","","","","","","","","https://www.nba.com/player/704/shawn-respert",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/704.png","February 6, 1972","1995 R1 Pick 8","4 Years",False
"Kevin Restani","","","","","","","","https://www.nba.com/player/77944/HISTADD-bigbird-restani",False,False,True,"","1951-12-23T00:00:00","1974 #39","8 Years",True
"Cam Reynolds","","","","","","","","https://www.nba.com/player/1629244/cameron-reynolds",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629244.png","February 7, 1995","Undrafted","2 Years",False
"George Reynolds","","","","","","","","https://www.nba.com/player/77945/HISTADD-george-reynolds",False,False,True,"","1947-11-23T00:00:00","1969 #117","1 Years",True
"Jerry Reynolds","","","","","","","","https://www.nba.com/player/77946/HISTADD-jerry-reynolds",False,False,True,"","1962-12-23T00:00:00","1985 #22","8 Years",True
"Jared Rhoden","TOR","","","","","","","https://www.nba.com/player/1631197/jared-rhoden",True,False,False,"","August 27, 1999","Undrafted","2 Years",False
"Gene Rhodes","","","","","","","","https://www.nba.com/player/77947/HISTADD-gene-rhodes",False,False,True,"","","","",True
"Rodrick Rhodes","","","","","","","","https://www.nba.com/player/1518/rodrick-rhodes",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1518.png","September 24, 1973","1997 R1 Pick 24","3 Years",False
"Glen Rice","","","","","","","","https://www.nba.com/player/779/glen-rice",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/779.png","May 28, 1967","1989 R1 Pick 4","15 Years",False
"Glen Rice","","","","","","","","https://www.nba.com/player/203318/glen-rice",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203318.png","January 1, 1991","2013 R2 Pick 35","2 Years",False
"Chris Richard","","","","","","","","https://www.nba.com/player/201181/chris-richard",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201181.png","December 25, 1984","2007 R2 Pick 41","3 Years",False
"Nick Richards","PHX","","","","","","","https://www.nba.com/player/1630208/nick-richards",True,False,False,"","November 29, 1997","2020 R2 Pick 42","4 Years",False
"Clint Richardson","","","","","","","","https://www.nba.com/player/77950/HISTADD-clint-richardson",False,False,True,"","1956-08-07T00:00:00","1979 #36","8 Years",True
