"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired"
"Tony Allen","","","","","","","","https://www.nba.com/player/2754/tony-allen",False,False,True
"Odis Allison","","","","","","","","https://www.nba.com/player/76029/HISTADD-odis-allison",False,False,True
"Lance Allred","","","","","","","","https://www.nba.com/player/200984/lance-allred",False,False,True
"Darrell Allums","","","","","","","","https://www.nba.com/player/76030/HISTADD-darrell-allums",False,False,True
"Morris Almond","","","","","","","","https://www.nba.com/player/201165/morris-almond",False,False,True
"Derrick Alston","","","","","","","","https://www.nba.com/player/308/derrick-alston",False,False,True
"Rafer Alston","","","","","","","","https://www.nba.com/player/1747/rafer-alston",False,False,True
"Peter Aluma","","","","","","","","https://www.nba.com/player/1824/peter-aluma",False,False,True
"Jose Alvarado","NOP","","","","","","","https://www.nba.com/player/1630631/jose-alvarado",True,False,False
"John Amaechi","","","","","","","","https://www.nba.com/player/680/john-amaechi",False,False,True
"Ashraf Amaya","","","","","","","","https://www.nba.com/player/732/ashraf-amaya",False,False,True
"Al-Farouq Aminu","","","","","","","","https://www.nba.com/player/202329/al-farouq-aminu",False,False,True
"Lou Amundson","","","","","","","","https://www.nba.com/player/200811/lou-amundson",False,False,True
"Bob Anderegg","","","","","","","","https://www.nba.com/player/76034/HISTADD-bob-anderegg",False,False,True
"Chris Andersen","","","","","","","","https://www.nba.com/player/2365/chris-andersen",False,False,True
"David Andersen","","","","","","","","https://www.nba.com/player/2431/david-andersen",False,False,True
"Alan Anderson","","","","","","","","https://www.nba.com/player/101187/alan-anderson",False,False,True
"Antonio Anderson","","","","","","","","https://www.nba.com/player/202079/antonio-anderson",False,False,True
"Cliff Anderson","","","","","","","","https://www.nba.com/player/76035/HISTADD-cliff-anderson",False,False,True
"Daniel Anderson","","","","","","","","https://www.nba.com/player/76036/HISTADD-daniel-anderson",False,False,True
"Derek Anderson","","","","","","","","https://www.nba.com/player/1507/derek-anderson",False,False,True
"Dwight Anderson","","","","","","","","https://www.nba.com/player/76037/HISTADD-dwight-anderson",False,False,True
"Eric Anderson","","","","","","","","https://www.nba.com/player/944/eric-anderson",False,False,True
"Greg Anderson","","","","","","","","https://www.nba.com/player/246/greg-anderson",False,False,True
"James Anderson","","","","","","","","https://www.nba.com/player/202341/james-anderson",False,False,True
"Jerome Anderson","","","","","","","","https://www.nba.com/player/76040/HISTADD-jerome-anderson",False,False,True
"Justin Anderson","","","","","","","","https://www.nba.com/player/1626147/justin-anderson",False,False,True
"Kenny Anderson","","","","","","","","https://www.nba.com/player/72/kenny-anderson",False,False,True
"Kim Anderson","","","","","","","","https://www.nba.com/player/76041/HISTADD-kim-anderson",False,False,True
"Kyle Anderson","MIA","","","","","","","https://www.nba.com/player/203937/kyle-anderson",True,False,False
"Michael Anderson","","","","","","","","https://www.nba.com/player/76042/HISTADD-michael-anderson",False,False,True
"Mitchell Anderson","","","","","","","","https://www.nba.com/player/76043/HISTADD-jj-anderson",False,False,True
"Nick Anderson","","","","","","","","https://www.nba.com/player/98/nick-anderson",False,False,True
"Richard Anderson","","","","","","","","https://www.nba.com/player/76045/HISTADD-richard-anderson",False,False,True
"Ron Anderson","","","","","","","","https://www.nba.com/player/76046/HISTADD-ron-anderson",False,False,True
"Ryan Anderson","","","","","","","","https://www.nba.com/player/201583/ryan-anderson",False,False,True
"Shandon Anderson","","","","","","","","https://www.nba.com/player/1000/shandon-anderson",False,False,True
"Willie Anderson","","","","","","","","https://www.nba.com/player/335/willie-anderson",False,False,True
"Wally Anderzunas","","","","","","","","https://www.nba.com/player/76048/HISTADD-wally-anderzunas",False,False,True
"Martynas Andriuskevicius","","","","","","","","https://www.nba.com/player/101149/martynas-andriuskevicius",False,False,True
"Don Anielak","","","","","","","","https://www.nba.com/player/76049/HISTADD-don-anielak",False,False,True
"Ike Anigbogu","","","","","","","","https://www.nba.com/player/1628387/ike-anigbogu",False,False,True
"Michael Ansley","","","","","","","","https://www.nba.com/player/76050/HISTADD-michael-ansley",False,False,True
"Chris Anstey","","","","","","","","https://www.nba.com/player/1512/chris-anstey",False,False,True
"Giannis Antetokounmpo","MIL","","","","","","","https://www.nba.com/player/203507/giannis-antetokounmpo",True,False,False
"Kostas Antetokounmpo","","","","","","","","https://www.nba.com/player/1628961/kostas-antetokounmpo",False,False,True
"Thanasis Antetokounmpo","","","","","","","","https://www.nba.com/player/203648/thanasis-antetokounmpo",False,False,True
"Carmelo Anthony","","","","","","","","https://www.nba.com/player/2546/carmelo-anthony",False,False,True
"Cole Anthony","ORL","","","","","","","https://www.nba.com/player/1630175/cole-anthony",True,False,False
"Greg Anthony","","","","","","","","https://www.nba.com/player/21/greg-anthony",False,False,True
"Joel Anthony","","","","","","","","https://www.nba.com/player/201202/joel-anthony",False,False,True
"Pero Antic","","","","","","","","https://www.nba.com/player/203544/pero-antic",False,False,True
"OG Anunoby","NYK","","","","","","","https://www.nba.com/player/1628384/og-anunoby",True,False,False
"Keith Appling","","","","","","","","https://www.nba.com/player/203951/keith-appling",False,False,True
"Rafael Araujo","","","","","","","","https://www.nba.com/player/2737/rafael-araujo",False,False,True
"Stacey Arceneaux","","","","","","","","https://www.nba.com/player/76053/HISTADD-stacey-arceneaux",False,False,True
"Nate Archibald","","","","","","","","https://www.nba.com/player/76054/HISTADD-nate-archibald",False,False,True
"Robert Archibald","","","","","","","","https://www.nba.com/player/2425/robert-archibald",False,False,True
"Ryan Arcidiacono","","","","","","","","https://www.nba.com/player/1627853/ryan-arcidiacono",False,False,True
"Jim Ard","","","","","","","","https://www.nba.com/player/76055/HISTADD-jim-ard",False,False,True
"Gilbert Arenas","","","","","","","","https://www.nba.com/player/2240/gilbert-arenas",False,False,True
"Trevor Ariza","","","","","","","","https://www.nba.com/player/2772/trevor-ariza",False,False,True
"Paul Arizin","","","","","","","","https://www.nba.com/player/76056/HISTADD-paul-arizin",False,False,True
"Joe Arlauckas","","","","","","","","https://www.nba.com/player/76057/HISTADD-joe-arlauckas",False,False,True
"B.J. Armstrong","","","","","","","","https://www.nba.com/player/769/b.j.-armstrong",False,False,True
"Bob Armstrong","","","","","","","","https://www.nba.com/player/76061/HISTADD-bob-armstrong",False,False,True
"Brandon Armstrong","","","","","","","","https://www.nba.com/player/2220/brandon-armstrong",False,False,True
"Darrell Armstrong","","","","","","","","https://www.nba.com/player/353/darrell-armstrong",False,False,True
"Hilton Armstrong","","","","","","","","https://www.nba.com/player/200756/hilton-armstrong",False,False,True
"Paul Armstrong","","","","","","","","https://www.nba.com/player/76060/HISTADD-curly-armstrong",False,False,True
"Taran Armstrong","GSW","","","","","","","https://www.nba.com/player/1642379/tmp-taran-armstrong",True,False,False
"Tate Armstrong","","","","","","","","https://www.nba.com/player/76059/HISTADD-tate-armstrong",False,False,True
"Jesse Arnelle","","","","","","","","https://www.nba.com/player/76062/HISTADD-jesse-arnelle",False,False,True
"Jay Arnette","","","","","","","","https://www.nba.com/player/76063/HISTADD-jay-arnette",False,False,True
"Bob Arnzen","","","","","","","","https://www.nba.com/player/76064/HISTADD-bob-arnzen",False,False,True
"Carlos Arroyo","","","","","","","","https://www.nba.com/player/2306/carlos-arroyo",False,False,True
"Darrell Arthur","","","","","","","","https://www.nba.com/player/201589/darrell-arthur",False,False,True
"John Arthurs","","","","","","","","https://www.nba.com/player/76065/HISTADD-john-arthurs",False,False,True
"Jamel Artis","","","","","","","","https://www.nba.com/player/1628503/jamel-artis",False,False,True
"Omer Asik","","","","","","","","https://www.nba.com/player/201600/omer-asik",False,False,True
"Vincent Askew","","","","","","","","https://www.nba.com/player/355/vincent-askew",False,False,True
"Keith Askins","","","","","","","","https://www.nba.com/player/173/keith-askins",False,False,True
"Don Asmonga","","","","","","","","https://www.nba.com/player/76068/HISTADD-don-asmonga",False,False,True
"Richard Atha","","","","","","","","https://www.nba.com/player/76069/HISTADD-dick-atha",False,False,True
"Chucky Atkins","","","","","","","","https://www.nba.com/player/1088/chucky-atkins",False,False,True
"Alvin Attles","","","","","","","","https://www.nba.com/player/76070/HISTADD-alvin-attles",False,False,True
"Chet Aubuchon","","","","","","","","https://www.nba.com/player/76071/HISTADD-chet-aubuchon",False,False,True
"Stacey Augmon","","","","","","","","https://www.nba.com/player/278/stacey-augmon",False,False,True
"D.J. Augustin","","","","","","","","https://www.nba.com/player/201571/d.j.-augustin",False,False,True
"James Augustine","","","","","","","","https://www.nba.com/player/200788/james-augustine",False,False,True
"Ike Austin","","","","","","","","https://www.nba.com/player/1134/ike-austin",False,False,True
"John Austin","","","","","","","","https://www.nba.com/player/76073/HISTADD-johnny-austin",False,False,True
"Ken Austin","","","","","","","","https://www.nba.com/player/76074/HISTADD-ken-austin",False,False,True
"Deni Avdija","POR","","","","","","","https://www.nba.com/player/1630166/deni-avdija",True,False,False
"Anthony Avent","","","","","","","","https://www.nba.com/player/138/anthony-avent",False,False,True
"William Averitt","","","","","","","","https://www.nba.com/player/76076/HISTADD-bird-averitt",False,False,True
"William Avery","","","","","","","","https://www.nba.com/player/1895/william-avery",False,False,True
"Dennis Awtrey","","","","","","","","https://www.nba.com/player/76078/HISTADD-dennis-awtrey",False,False,True
"Joel Ayayi","","","","","","","","https://www.nba.com/player/1630555/joel-ayayi",False,False,True
"Gustavo Ayon","","","","","","","","https://www.nba.com/player/202970/gustavo-ayon",False,False,True
"Jeff Ayres","","","","","","","","https://www.nba.com/player/201965/jeff-ayres",False,False,True
"Deandre Ayton","POR","","","","","","","https://www.nba.com/player/1629028/deandre-ayton",True,False,False
"Kelenna Azubuike","","","","","","","","https://www.nba.com/player/101235/kelenna-azubuike",False,False,True
"Udoka Azubuike","","","","","","","","https://www.nba.com/player/1628962/udoka-azubuike",False,False,True
"Chris Babb","","","","","","","","https://www.nba.com/player/203569/chris-babb",False,False,True
"Luke Babbitt","","","","","","","","https://www.nba.com/player/202337/luke-babbitt",False,False,True
"Milos Babic","","","","","","","","https://www.nba.com/player/76079/HISTADD-milos-babic",False,False,True
"Johnny Bach","","","","","","","","https://www.nba.com/player/76080/HISTADD-johnny-bach",False,False,True
"Dwayne Bacon","","","","","","","","https://www.nba.com/player/1628407/dwayne-bacon",False,False,True
"Ibou Badji","","","","","","","","https://www.nba.com/player/1630641/ibou-badji",False,False,True
"Jim Baechtold","","","","","","","","https://www.nba.com/player/76081/HISTADD-jim-baechtold",False,False,True
"Dalibor Bagaric","","","","","","","","https://www.nba.com/player/2053/dalibor-bagaric",False,False,True
"John Bagley","","","","","","","","https://www.nba.com/player/76082/HISTADD-john-bagley",False,False,True
"Marcus Bagley","","","","","","","","https://www.nba.com/player/1630542/marcus-bagley",False,False,True
"Marvin Bagley III","MEM","","","","","","","https://www.nba.com/player/1628963/marvin-bagley-iii",True,False,False
"Amari Bailey","","","","","","","","https://www.nba.com/player/1641735/amari-bailey",False,False,True
"Carl Bailey","","","","","","","","https://www.nba.com/player/76084/HISTADD-carl-bailey",False,False,True
"Gus Bailey","","","","","","","","https://www.nba.com/player/76083/HISTADD-gus-bailey",False,False,True
"James Bailey","","","","","","","","https://www.nba.com/player/76085/HISTADD-james-bailey",False,False,True
"Thurl Bailey","","","","","","","","https://www.nba.com/player/1847/thurl-bailey",False,False,True
"Toby Bailey","","","","","","","","https://www.nba.com/player/1753/toby-bailey",False,False,True
"Cameron Bairstow","","","","","","","","https://www.nba.com/player/203946/cameron-bairstow",False,False,True
"Mark Baker","","","","","","","","https://www.nba.com/player/1858/mark-baker",False,False,True
"Maurice Baker","","","","","","","","https://www.nba.com/player/2486/maurice-baker",False,False,True
"Norm Baker","","","","","","","","https://www.nba.com/player/76089/HISTADD-norm-baker",False,False,True
"Ron Baker","","","","","","","","https://www.nba.com/player/1627758/ron-baker",False,False,True
"Vin Baker","","","","","","","","https://www.nba.com/player/452/vin-baker",False,False,True
"Wade Baldwin IV","","","","","","","","https://www.nba.com/player/1627735/wade-baldwin iv",False,False,True
"Patrick Baldwin Jr.","LAC","","","","","","","https://www.nba.com/player/1631116/patrick-baldwin-jr",True,False,False
"Renaldo Balkman","","","","","","","","https://www.nba.com/player/200764/renaldo-balkman",False,False,True
"Cedric Ball","","","","","","","","https://www.nba.com/player/76090/HISTADD-cedric-ball",False,False,True
"LaMelo Ball","CHA","","","","","","","https://www.nba.com/player/1630163/lamelo-ball",True,False,False
"Lonzo Ball","CHI","","","","","","","https://www.nba.com/player/1628366/lonzo-ball",True,False,False
"Greg Ballard","","","","","","","","https://www.nba.com/player/76091/HISTADD-greg-ballard",False,False,True
"Herschel Baltimore","","","","","","","","https://www.nba.com/player/76092/HISTADD-herk-baltimore",False,False,True
"Mo Bamba","","","","","","","","https://www.nba.com/player/1628964/mohamed-bamba",False,False,True
"Paolo Banchero","ORL","","","","","","","https://www.nba.com/player/1631094/paolo-banchero",True,False,False
"Desmond Bane","MEM","","","","","","","https://www.nba.com/player/1630217/desmond-bane",True,False,False
"Gene Banks","","","","","","","","https://www.nba.com/player/76093/HISTADD-gene-banks",False,False,True
"Marcus Banks","","","","","","","","https://www.nba.com/player/2556/marcus-banks",False,False,True
"Ken Bannister","","","","","","","","https://www.nba.com/player/76094/HISTADD-ken-bannister",False,False,True
"Mike Bantom","","","","","","","","https://www.nba.com/player/76095/HISTADD-mike-bantom",False,False,True
"Dalano Banton","POR","","","","","","","https://www.nba.com/player/1630625/dalano-banton",True,False,False
"Cat Barber","","","","","","","","https://www.nba.com/player/1627760/cat-barber",False,False,True
"John Barber","","","","","","","","https://www.nba.com/player/76096/HISTADD-john-barber",False,False,True
"Leandro Barbosa","","","","","","","","https://www.nba.com/player/2571/leandro-barbosa",False,False,True
"Stephen Bardo","","","","","","","","https://www.nba.com/player/76097/HISTADD-stephen-bardo",False,False,True
"J.J. Barea","","","","","","","","https://www.nba.com/player/200826/j.j.-barea",False,False,True
"Andrea Bargnani","","","","","","","","https://www.nba.com/player/200745/andrea-bargnani",False,False,True
"Cliff Barker","","","","","","","","https://www.nba.com/player/76098/HISTADD-cliff-barker",False,False,True
"Tom Barker","","","","","","","","https://www.nba.com/player/76099/HISTADD-tom-barker",False,False,True
"Charles Barkley","","","","","","","","https://www.nba.com/player/787/charles-barkley",False,False,True
"Erick Barkley","","","","","","","","https://www.nba.com/player/2057/erick-barkley",False,False,True
"Don Barksdale","","","","","","","","https://www.nba.com/player/76102/HISTADD-don-barksdale",False,False,True
"Dominick Barlow","ATL","","","","","","","https://www.nba.com/player/1631230/dominick-barlow",True,False,False
"Harrison Barnes","SAS","","","","","","","https://www.nba.com/player/203084/harrison-barnes",True,False,False
"Harry Barnes","","","","","","","","https://www.nba.com/player/76103/HISTADD-harry-barnes",False,False,True
"Jim Barnes","","","","","","","","https://www.nba.com/player/76105/HISTADD-jim-barnes",False,False,True
"Marvin Barnes","","","","","","","","https://www.nba.com/player/76104/HISTADD-marvin-barnes",False,False,True
"Matt Barnes","","","","","","","","https://www.nba.com/player/2440/matt-barnes",False,False,True
"Scottie Barnes","TOR","","","","","","","https://www.nba.com/player/1630567/scottie-barnes",True,False,False
"Dick Barnett","","","","","","","","https://www.nba.com/player/76107/HISTADD-dick-barnett",False,False,True
"Jim Barnett","","","","","","","","https://www.nba.com/player/76106/HISTADD-jim-barnett",False,False,True
"John Barnhill","","","","","","","","https://www.nba.com/player/76108/HISTADD-rabbit-barnhill",False,False,True
"Norton Barnhill","","","","","","","","https://www.nba.com/player/76109/HISTADD-norton-barnhill",False,False,True
"Leo Barnhorst","","","","","","","","https://www.nba.com/player/76110/HISTADD-barney-barnhorst",False,False,True
"John Barr","","","","","","","","https://www.nba.com/player/76111/HISTADD-john-barr",False,False,True
"Mike Barr","","","","","","","","https://www.nba.com/player/76112/HISTADD-mike-barr",False,False,True
"Thomas Barr","","","","","","","","https://www.nba.com/player/76113/HISTADD-moe-barr",False,False,True
"Andre Barrett","","","","","","","","https://www.nba.com/player/2857/andre-barrett",False,False,True
"Ernie Barrett","","","","","","","","https://www.nba.com/player/76114/europelive",False,False,True
"RJ Barrett","TOR","","","","","","","https://www.nba.com/player/1629628/rj-barrett",True,False,False
"Earl Barron","","","","","","","","https://www.nba.com/player/2853/earl-barron",False,False,True
"Dana Barros","","","","","","","","https://www.nba.com/player/344/dana-barros",False,False,True
"Brent Barry","","","","","","","","https://www.nba.com/player/699/brent-barry",False,False,True
"Drew Barry","","","","","","","","https://www.nba.com/player/1003/drew-barry",False,False,True
"Jon Barry","","","","","","","","https://www.nba.com/player/468/jon-barry",False,False,True
"Rick Barry","","","","","","","","https://www.nba.com/player/600013/HISTADD-rick-barry",False,False,True
"Ed Bartels","","","","","","","","https://www.nba.com/player/76117/HISTADD-ed-bartels",False,False,True
"Vic Bartolome","","","","","","","","https://www.nba.com/player/76118/HISTADD-vic-bartolome",False,False,True
"Will Barton","","","","","","","","https://www.nba.com/player/203115/will-barton",False,False,True
"Eddie Basden","","","","","","","","https://www.nba.com/player/101188/eddie-basden",False,False,True
"Jerry Baskerville","","","","","","","","https://www.nba.com/player/76119/HISTADD-jerry-baskerville",False,False,True
"Brandon Bass","","","","","","","","https://www.nba.com/player/101138/brandon-bass",False,False,True
"Paris Bass","","","","","","","","https://www.nba.com/player/1628238/paris-bass",False,False,True
"Tim Bassett","","","","","","","","https://www.nba.com/player/76120/HISTADD-tim-bassett",False,False,True
"Charles Bassey","SAS","","","","","","","https://www.nba.com/player/1629646/charles-bassey",True,False,False
"Maceo Baston","","","","","","","","https://www.nba.com/player/1766/maceo-baston",False,False,True
"Mengke Bateer","","","","","","","","https://www.nba.com/player/2370/mengke-bateer",False,False,True
"Billyray Bates","","","","","","","","https://www.nba.com/player/76121/HISTADD-billy-ray-bates",False,False,True
"Emoni Bates","CLE","","","","","","","https://www.nba.com/player/1641734/emoni-bates",True,False,False
"Keita Bates-Diop","","","","","","","","https://www.nba.com/player/1628966/keita-bates-diop",False,False,True
"Esteban Batista","","","","","","","","https://www.nba.com/player/101212/esteban-batista",False,False,True
"Mike Batiste","","","","","","","","https://www.nba.com/player/2471/mike-batiste",False,False,True
"Tony Battie","","","","","","","","https://www.nba.com/player/1499/tony-battie",False,False,True
"Shane Battier","","","","","","","","https://www.nba.com/player/2203/shane-battier",False,False,True
"Jamison Battle","TOR","","","","","","","https://www.nba.com/player/1642419/jamison-battle",True,False,False
"John Battle","","","","","","","","https://www.nba.com/player/174/john-battle",False,False,True
"Kenny Battle","","","","","","","","https://www.nba.com/player/76123/HISTADD-kenny-battle",False,False,True
"Dave Batton","","","","","","","","https://www.nba.com/player/76124/HISTADD-dave-batton",False,False,True
"Nicolas Batum","LAC","","","","","","","https://www.nba.com/player/201587/nicolas-batum",True,False,False
"Damion Baugh","CHA","","","","","","","https://www.nba.com/player/1641878/damion-baugh",True,False,False
"Johnny Baum","","","","","","","","https://www.nba.com/player/76125/HISTADD-johnny-baum",False,False,True
"Frankie Baumholtz","","","","","","","","https://www.nba.com/player/76126/HISTADD-frankie-baumholtz",False,False,True
"Lonny Baxter","","","","","","","","https://www.nba.com/player/2437/lonny-baxter",False,False,True
"Jerryd Bayless","","","","","","","","https://www.nba.com/player/201573/jerryd-bayless",False,False,True
"Elgin Baylor","","","","","","","","https://www.nba.com/player/76127/HISTADD-elgin-baylor",False,False,True
"Aron Baynes","","","","","","","","https://www.nba.com/player/203382/aron-baynes",False,False,True
"Sergei Bazarevich","","","","","","","","https://www.nba.com/player/76128/HISTADD-sergei-bazarevich",False,False,True
"Kent Bazemore","","","","","","","","https://www.nba.com/player/203145/kent-bazemore",False,False,True
"Darius Bazley","","","","","","","","https://www.nba.com/player/1629647/darius-bazley",False,False,True
"Ed Beach","","","","","","","","https://www.nba.com/player/76129/HISTADD-ed-beach",False,False,True
"Bradley Beal","PHX","","","","","","","https://www.nba.com/player/203078/bradley-beal",True,False,False
"Butch Beard","","","","","","","","https://www.nba.com/player/76130/HISTADD-butch-beard",False,False,True
"Ralph Beard","","","","","","","","https://www.nba.com/player/76131/HISTADD-ralph-beard",False,False,True
"Jerome Beasley","","","","","","","","https://www.nba.com/player/2602/jerome-beasley",False,False,True
"Malik Beasley","DET","","","","","","","https://www.nba.com/player/1627736/malik-beasley",True,False,False
"Michael Beasley","","","","","","","","https://www.nba.com/player/201563/michael-beasley",False,False,True
"Zelmo Beaty","","","","","","","","https://www.nba.com/player/76133/HISTADD-bigz-beaty",False,False,True
"Rodrigue Beaubois","","","","","","","","https://www.nba.com/player/201958/rodrigue-beaubois",False,False,True
"MarJon Beauchamp","NYK","","","","","","","https://www.nba.com/player/1630699/marjon-beauchamp",True,False,False
"Byron Beck","","","","","","","","https://www.nba.com/player/76134/HISTADD-byron-beck",False,False,True
"Corey Beck","","","","","","","","https://www.nba.com/player/1133/corey-beck",False,False,True
"Ernie Beck","","","","","","","","https://www.nba.com/player/76136/HISTADD-ernie-beck",False,False,True
"Moe Becker","","","","","","","","https://www.nba.com/player/76137/HISTADD-moe-becker",False,False,True
"William Bedford","","","","","","","","https://www.nba.com/player/76138/HISTADD-william-bedford",False,False,True
"Reece Beekman","BKN","","","","","","","https://www.nba.com/player/1641736/reece-beekman",True,False,False
"Hank Beenders","","","","","","","","https://www.nba.com/player/76139/HISTADD-hank-beenders",False,False,True
