player,age,team,pos,g,gs,mp,fg,fga,fg_pct,3p,3pa,3p_pct,2p,2pa,2p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id
Simone Fontecchio,29.0,DET,SF,75.0,0.0,16.5,2.0,5.0,0.402,1.0,3.0,0.335,1.0,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,fontesi01
Collin Gillespie,25.0,PHO,PG,33.0,9.0,14.0,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,gilleco01
Tidjane Salaün,19.0,CHO,PF,60.0,10.0,20.7,1.9,5.8,0.33,1.0,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,salauti01
Jaylin Williams,22.0,OKC,PF,47.0,9.0,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,willija07
Moses Brown,25.0,2TM,C,13.0,2.0,9.2,2.6,3.8,0.694,0.0,0.0,,2.6,3.8,0.694,0.694,0.6,0.8,0.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,brownmo01
Moses Brown,25.0,IND,C,9.0,0.0,5.1,1.4,2.2,0.65,0.0,0.0,,1.4,2.2,0.65,0.65,0.3,0.6,0.6,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,brownmo01
Moses Brown,25.0,DAL,C,4.0,2.0,18.3,5.3,7.3,0.724,0.0,0.0,,5.3,7.3,0.724,0.724,1.3,1.5,0.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,brownmo01
Adem Bona,21.0,PHI,C,58.0,11.0,15.6,2.3,3.3,0.703,0.0,0.0,0.0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,bonaad01
Quenton Jackson,26.0,IND,PG,28.0,7.0,13.6,2.1,4.4,0.475,0.5,1.4,0.375,1.5,2.9,0.524,0.537,1.1,1.4,0.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,jacksqu01
Robert Williams,27.0,POR,C,20.0,3.0,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,williro04
Moussa Diabaté,23.0,CHO,C,71.0,8.0,17.5,2.4,3.9,0.596,0.0,0.1,0.0,2.4,3.9,0.609,0.596,1.0,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,diabamo01
Dariq Whitehead,20.0,BRK,SF,20.0,0.0,12.3,2.0,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,whiteda01
Landry Shamet,27.0,NYK,SG,50.0,0.0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,shamela01
Jordan Goodwin,26.0,LAL,PG,29.0,5.0,18.7,2.2,5.0,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,goodwjo01
Shake Milton,28.0,2TM,SG,57.0,2.0,14.7,2.0,4.5,0.453,0.7,1.9,0.358,1.4,2.6,0.52,0.528,0.8,1.0,0.797,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,miltosh01
Shake Milton,28.0,BRK,SG,27.0,1.0,18.2,2.7,5.8,0.465,1.0,2.7,0.389,1.7,3.1,0.529,0.554,0.9,1.2,0.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,miltosh01
Shake Milton,28.0,LAL,SG,30.0,1.0,11.5,1.4,3.2,0.433,0.3,1.1,0.294,1.1,2.1,0.508,0.485,0.7,0.9,0.846,0.5,1.3,1.8,1.3,0.3,0.1,0.7,0.8,3.9,miltosh01
Aaron Holiday,28.0,HOU,PG,62.0,3.0,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,holidaa01
Jeff Green,38.0,HOU,PF,32.0,3.0,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1.0,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,greenje02
Jonathan Isaac,27.0,ORL,PF,71.0,1.0,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,isaacjo01
Dean Wade,28.0,CLE,PF,59.0,30.0,21.2,1.9,4.6,0.413,1.4,3.8,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,wadede01
Keaton Wallace,25.0,ATL,PG,31.0,5.0,16.2,2.1,5.2,0.401,0.9,2.6,0.329,1.2,2.6,0.475,0.485,0.4,0.4,1.0,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,wallake01
Kobe Bufkin,21.0,ATL,SG,10.0,0.0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,bufkiko01
Jamal Cain,25.0,NOP,SF,37.0,0.0,13.6,1.8,4.3,0.43,0.7,2.2,0.325,1.1,2.1,0.538,0.513,0.9,1.4,0.68,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,cainja01
Pat Connaughton,32.0,MIL,SG,41.0,1.0,14.7,2.0,4.3,0.469,0.6,2.0,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,connapa01
Kevin Love,36.0,MIA,PF,23.0,9.0,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,loveke01
Ben Sheppard,23.0,IND,SG,63.0,9.0,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,1.4,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,sheppbe01
Monte Morris,29.0,PHO,PG,45.0,0.0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,morrimo01
Jabari Walker,22.0,POR,SF,60.0,1.0,12.5,2.0,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,walkeja01
Javonte Green,31.0,2TM,SG,68.0,19.0,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,greenja02
Javonte Green,31.0,NOP,SG,50.0,18.0,21.8,2.0,4.5,0.446,0.8,2.2,0.352,1.2,2.3,0.534,0.531,1.0,1.3,0.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,greenja02
Javonte Green,31.0,CLE,SG,18.0,1.0,9.2,1.3,3.5,0.365,0.4,1.8,0.242,0.8,1.7,0.5,0.429,0.3,0.6,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,greenja02
Alex Reese,25.0,2TM,PF,15.0,0.0,14.4,1.7,3.6,0.481,1.0,2.7,0.366,0.7,0.9,0.846,0.62,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,reeseal01
Alex Reese,25.0,OKC,PF,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,reeseal01
Alex Reese,25.0,PHI,PF,14.0,0.0,15.3,1.8,3.8,0.472,1.1,2.9,0.366,0.7,0.9,0.833,0.613,0.6,0.9,0.75,0.6,2.7,3.3,0.3,0.7,0.7,0.4,1.5,5.3,reeseal01
Bismack Biyombo,32.0,SAS,C,28.0,26.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,biyombi01
Mitchell Robinson,26.0,NYK,C,17.0,3.0,17.1,2.2,3.3,0.661,0.0,0.0,,2.2,3.3,0.661,0.661,0.8,1.1,0.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,robinmi01
Kai Jones,24.0,2TM,C,40.0,6.0,11.7,2.2,2.7,0.798,0.0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,joneska01
Kai Jones,24.0,LAC,C,28.0,0.0,7.4,0.9,1.3,0.722,0.0,0.1,0.0,0.9,1.2,0.765,0.722,0.3,0.4,0.75,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,joneska01
Kai Jones,24.0,DAL,C,12.0,6.0,21.7,5.1,6.1,0.836,0.1,0.3,0.333,5.0,5.8,0.857,0.842,1.2,1.7,0.7,2.1,4.5,6.6,1.3,0.8,0.8,0.7,2.3,11.4,joneska01
Ben Simmons,28.0,2TM,PG,51.0,24.0,22.0,2.3,4.4,0.52,0.0,0.0,,2.3,4.4,0.52,0.52,0.5,0.6,0.727,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,simmobe01
Ben Simmons,28.0,BRK,PG,33.0,24.0,25.0,2.8,5.2,0.547,0.0,0.0,,2.8,5.2,0.547,0.547,0.5,0.8,0.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,simmobe01
Ben Simmons,28.0,LAC,PG,18.0,0.0,16.4,1.3,2.9,0.434,0.0,0.0,,1.3,2.9,0.434,0.434,0.3,0.4,0.857,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,2.9,simmobe01
Malaki Branham,21.0,SAS,SG,47.0,0.0,9.1,1.9,4.0,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,branhma01
Neemias Queta,25.0,BOS,C,62.0,6.0,13.9,2.1,3.3,0.65,0.0,0.0,0.0,2.1,3.2,0.66,0.65,0.7,1.0,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,quetane01
Alondes Williams,25.0,DET,SG,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,willial06
Jaylen Martin,21.0,2TM,SF,16.0,0.0,14.9,1.9,4.6,0.419,0.4,1.4,0.304,1.5,3.2,0.471,0.466,0.6,0.6,0.9,0.7,2.1,2.8,1.1,0.6,0.0,0.8,0.9,4.9,martija02
Jaylen Martin,21.0,BRK,SF,3.0,0.0,1.7,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,martija02
Jaylen Martin,21.0,WAS,SF,13.0,0.0,18.0,2.3,5.5,0.417,0.5,1.7,0.273,1.8,3.8,0.48,0.458,0.7,0.8,0.9,0.8,2.5,3.4,1.3,0.7,0.0,0.9,1.0,5.8,martija02
Lindy Waters III,27.0,2TM,SG,52.0,9.0,15.0,1.8,4.8,0.369,1.2,3.6,0.344,0.5,1.2,0.444,0.498,0.2,0.2,0.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,waterli01
Lindy Waters III,27.0,GSW,SG,38.0,9.0,17.2,2.0,5.4,0.371,1.3,3.9,0.331,0.7,1.5,0.474,0.49,0.2,0.3,0.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,waterli01
Lindy Waters III,27.0,DET,SG,14.0,0.0,8.8,1.1,3.1,0.364,1.1,2.7,0.395,0.1,0.4,0.167,0.534,0.0,0.0,,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.4,waterli01
Trevelin Queen,27.0,ORL,SG,31.0,2.0,13.9,1.8,4.7,0.381,0.7,2.5,0.286,1.1,2.3,0.486,0.456,0.6,0.7,0.857,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,queentr01
Jock Landale,29.0,HOU,C,42.0,3.0,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3.0,0.556,0.569,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,landajo01
Colin Castleton,24.0,3TM,C,26.0,4.0,16.6,1.8,3.8,0.469,0.1,0.6,0.125,1.7,3.2,0.537,0.48,1.1,1.5,0.763,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,castlco01
Colin Castleton,24.0,MEM,C,10.0,0.0,4.6,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,0.333,0.2,1.0,1.1,0.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4,castlco01
Colin Castleton,24.0,TOR,C,11.0,4.0,26.2,2.9,5.8,0.5,0.2,0.7,0.25,2.7,5.1,0.536,0.516,1.2,1.6,0.722,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,7.2,castlco01
Colin Castleton,24.0,PHI,C,5.0,0.0,19.6,2.4,4.8,0.5,0.0,0.8,0.0,2.4,4.0,0.6,0.5,1.2,1.8,0.667,3.2,4.2,7.4,2.0,0.2,0.2,0.2,2.6,6.0,castlco01
Taylor Hendricks,21.0,UTA,PF,3.0,3.0,25.0,1.3,6.0,0.222,1.0,4.0,0.25,0.3,2.0,0.167,0.306,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,hendrta01
David Roddy,23.0,3TM,PF,33.0,3.0,12.4,1.7,3.8,0.456,0.6,1.8,0.311,1.2,1.9,0.594,0.532,0.6,0.8,0.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,roddyda01
David Roddy,23.0,ATL,PF,27.0,3.0,12.8,1.6,3.4,0.473,0.6,1.6,0.372,1.0,1.9,0.56,0.559,0.7,0.8,0.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5,roddyda01
David Roddy,23.0,PHI,PF,3.0,0.0,9.7,2.7,6.3,0.421,0.7,3.7,0.182,2.0,2.7,0.75,0.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0,roddyda01
David Roddy,23.0,HOU,PF,3.0,0.0,11.7,1.7,4.3,0.385,0.3,2.3,0.143,1.3,2.0,0.667,0.423,0.7,1.3,0.5,0.0,1.7,1.7,0.7,0.0,0.3,0.3,0.3,4.3,roddyda01
Drew Eubanks,27.0,2TM,C,61.0,4.0,12.2,1.9,3.2,0.593,0.0,0.1,0.5,1.8,3.1,0.596,0.601,0.8,1.2,0.662,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,eubandr01
Drew Eubanks,27.0,UTA,C,37.0,4.0,15.4,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1.0,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,eubandr01
Drew Eubanks,27.0,LAC,C,24.0,0.0,7.4,1.1,2.0,0.551,0.0,0.0,0.0,1.1,2.0,0.563,0.551,0.5,0.6,0.786,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,2.7,eubandr01
Pelle Larsson,23.0,MIA,SG,55.0,8.0,14.2,1.6,3.7,0.438,0.6,1.7,0.337,1.0,2.0,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,larsspe01
Julian Phillips,21.0,CHI,SF,79.0,5.0,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1.0,1.7,0.582,0.533,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,phillju01
Cody Williams,20.0,UTA,SG,50.0,21.0,21.2,1.7,5.1,0.323,0.7,2.7,0.259,1.0,2.4,0.393,0.391,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,willico04
Rob Dillingham,20.0,MIN,PG,49.0,1.0,10.5,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,dilliro01
Jett Howard,21.0,ORL,SF,60.0,0.0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,howarje01
Kevon Looney,28.0,GSW,C,76.0,6.0,15.0,1.9,3.7,0.514,0.0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,looneke01
Mason Plumlee,34.0,PHO,C,74.0,21.0,17.6,1.7,2.7,0.619,0.0,0.1,0.0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,plumlma01
Dalen Terry,22.0,CHI,SG,73.0,5.0,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,terryda01
Marvin Bagley III,25.0,2TM,PF,31.0,2.0,8.5,1.8,3.4,0.519,0.1,0.6,0.158,1.7,2.8,0.598,0.533,0.7,1.1,0.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,baglema01
Marvin Bagley III,25.0,WAS,C,19.0,1.0,8.7,2.0,3.7,0.535,0.1,0.5,0.2,1.9,3.2,0.59,0.549,0.8,1.2,0.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,baglema01
Marvin Bagley III,25.0,MEM,PF,12.0,1.0,8.3,1.4,2.9,0.486,0.1,0.8,0.111,1.3,2.2,0.615,0.5,0.7,1.0,0.667,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,3.6,baglema01
Charles Bassey,24.0,SAS,C,36.0,1.0,10.4,1.9,3.3,0.581,0.0,0.0,,1.9,3.3,0.581,0.581,0.6,0.9,0.636,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,bassech01
Tony Bradley,27.0,IND,C,14.0,0.0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,2.0,3.0,0.667,0.656,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,bradlto01
Reggie Jackson,34.0,PHI,PG,31.0,1.0,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,jacksre01
Reed Sheppard,20.0,HOU,PG,52.0,3.0,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,sheppre01
Lamar Stevens,27.0,MEM,PF,17.0,1.0,9.1,1.7,3.7,0.46,0.5,1.6,0.296,1.2,2.1,0.583,0.524,0.5,0.6,0.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,stevela01
Mo Bamba,26.0,2TM,C,32.0,2.0,12.9,1.6,3.5,0.464,0.5,1.7,0.278,1.2,1.8,0.638,0.531,0.6,0.8,0.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,bambamo01
Mo Bamba,26.0,LAC,C,28.0,2.0,12.6,1.7,3.7,0.466,0.5,1.8,0.3,1.2,1.9,0.623,0.539,0.6,0.9,0.68,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6,bambamo01
Mo Bamba,26.0,NOP,C,4.0,0.0,15.3,1.0,2.3,0.444,0.0,1.0,0.0,1.0,1.3,0.8,0.444,0.5,0.5,1.0,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5,bambamo01
Jevon Carter,29.0,CHI,PG,36.0,1.0,8.9,1.5,4.1,0.377,1.0,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,carteje01
Micah Potter,26.0,UTA,C,38.0,10.0,18.6,1.5,3.6,0.422,0.8,2.6,0.316,0.7,1.0,0.703,0.537,0.4,0.5,0.85,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,pottemi01
Terrence Shannon Jr.,24.0,MIN,SG,32.0,1.0,10.6,1.7,3.6,0.482,0.3,1.0,0.355,1.4,2.6,0.53,0.531,0.5,0.7,0.81,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,shannte01
Daniel Theis,32.0,NOP,C,38.0,9.0,16.3,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,theisda01
Torrey Craig,34.0,2TM,SF,26.0,4.0,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,craigto01
Torrey Craig,34.0,CHI,SF,9.0,1.0,12.6,2.4,5.0,0.489,1.7,3.9,0.429,0.8,1.1,0.7,0.656,0.3,0.4,0.75,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,craigto01
Torrey Craig,34.0,BOS,SF,17.0,3.0,11.8,0.9,2.6,0.356,0.5,1.8,0.29,0.4,0.8,0.5,0.456,0.3,0.5,0.625,1.1,1.7,2.8,0.7,0.4,0.6,0.5,1.1,2.7,craigto01
Wendell Moore Jr.,23.0,2TM,SG,36.0,1.0,13.9,1.6,3.5,0.468,0.4,1.1,0.341,1.3,2.4,0.529,0.524,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,moorewe01
Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,11.0,1.2,2.5,0.46,0.2,0.7,0.286,1.0,1.8,0.528,0.5,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,moorewe01
Wendell Moore Jr.,23.0,CHO,SG,16.0,0.0,17.5,2.3,4.8,0.474,0.6,1.7,0.37,1.6,3.1,0.531,0.539,0.3,0.5,0.625,1.2,2.0,3.2,1.2,0.6,0.1,1.1,1.0,5.4,moorewe01
Dominick Barlow,21.0,ATL,SF,35.0,4.0,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,barlodo01
Kessler Edwards,24.0,DAL,SF,40.0,18.0,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,edwarke02
Oso Ighodaro,22.0,PHO,PF,61.0,6.0,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,ighodos01
Kris Murray,24.0,POR,SF,69.0,6.0,15.1,1.7,4.0,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,murrakr01
Duop Reath,28.0,POR,C,46.0,0.0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,reathdu01
Cam Spencer,24.0,MEM,SG,25.0,1.0,10.1,1.4,3.3,0.415,0.8,2.1,0.358,0.6,1.2,0.517,0.53,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,spencca01
Maxwell Lewis,22.0,2TM,SF,28.0,1.0,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,lewisma05
Maxwell Lewis,22.0,LAL,SF,7.0,0.0,4.1,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,lewisma05
Maxwell Lewis,22.0,BRK,SF,21.0,1.0,14.2,2.0,4.9,0.422,0.9,2.4,0.38,1.1,2.5,0.462,0.515,0.3,0.5,0.7,0.8,1.8,2.5,0.8,0.4,0.3,0.6,1.3,5.3,lewisma05
Jaylen Clark,23.0,MIN,SG,40.0,4.0,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,clarkja02
Caleb Houstan,22.0,ORL,SF,58.0,6.0,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,houstca01
Jordan Miller,25.0,LAC,SF,37.0,0.0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,millejo02
Jalen Pickett,25.0,DEN,SG,49.0,4.0,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,pickeja02
Paul Reed,25.0,DET,C,45.0,0.0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,reedpa01
Gui Santos,22.0,GSW,PF,56.0,2.0,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,santogu01
Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,vandeja01
Colby Jones,22.0,2TM,SG,39.0,0.0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,jonesco02
