season,team_id,team,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2021-22,1610612744,GSW,42100236,2022-05-13,MEM,GSW,1610612763,110,96,W,14,sf,6
2021-22,1610612744,GSW,42100311,2022-05-18,DAL,GSW,1610612742,112,87,W,25,conf,1
2021-22,1610612744,GSW,42100312,2022-05-20,DAL,GSW,1610612742,126,117,W,9,conf,2
2021-22,1610612744,GSW,42100313,2022-05-22,GSW,DAL,1610612742,109,100,W,9,conf,3
2021-22,1610612744,GSW,42100314,2022-05-24,GSW,DAL,1610612742,109,119,L,-10,conf,4
2021-22,1610612744,GSW,42100315,2022-05-26,DAL,GSW,1610612742,120,110,W,10,conf,5
2021-22,1610612744,GSW,42100401,2022-06-02,BOS,GSW,1610612738,108,120,L,-12,finals,1
2021-22,1610612744,GSW,42100402,2022-06-05,BOS,GSW,1610612738,107,88,W,19,finals,2
2021-22,1610612744,GSW,42100403,2022-06-08,GSW,BOS,1610612738,100,116,L,-16,finals,3
2021-22,1610612744,GSW,42100404,2022-06-10,GSW,BOS,1610612738,107,97,W,10,finals,4
2021-22,1610612744,GSW,42100405,2022-06-13,BOS,GSW,1610612738,104,94,W,10,finals,5
2021-22,1610612744,GSW,42100406,2022-06-16,GSW,BOS,1610612738,103,90,W,13,finals,6
2021-22,1610612763,MEM,42100151,2022-04-16,MIN,MEM,1610612750,117,130,L,-13,rnd1,1
2021-22,1610612763,MEM,42100152,2022-04-19,MIN,MEM,1610612750,124,96,W,28,rnd1,2
2021-22,1610612763,MEM,42100153,2022-04-21,MEM,MIN,1610612750,104,95,W,9,rnd1,3
2021-22,1610612763,MEM,42100154,2022-04-23,MEM,MIN,1610612750,118,119,L,-1,rnd1,4
2021-22,1610612763,MEM,42100155,2022-04-26,MIN,MEM,1610612750,111,109,W,2,rnd1,5
2021-22,1610612763,MEM,42100156,2022-04-29,MEM,MIN,1610612750,114,106,W,8,rnd1,6
2021-22,1610612763,MEM,42100231,2022-05-01,GSW,MEM,1610612744,116,117,L,-1,sf,1
2021-22,1610612763,MEM,42100232,2022-05-03,GSW,MEM,1610612744,106,101,W,5,sf,2
2021-22,1610612763,MEM,42100233,2022-05-07,MEM,GSW,1610612744,112,142,L,-30,sf,3
2021-22,1610612763,MEM,42100234,2022-05-09,MEM,GSW,1610612744,98,101,L,-3,sf,4
2021-22,1610612763,MEM,42100235,2022-05-11,GSW,MEM,1610612744,134,95,W,39,sf,5
2021-22,1610612763,MEM,42100236,2022-05-13,MEM,GSW,1610612744,96,110,L,-14,sf,6
2021-22,1610612748,MIA,42100101,2022-04-17,ATL,MIA,1610612737,115,91,W,24,rnd1,1
2021-22,1610612748,MIA,42100102,2022-04-19,ATL,MIA,1610612737,115,105,W,10,rnd1,2
2021-22,1610612748,MIA,42100103,2022-04-22,MIA,ATL,1610612737,110,111,L,-1,rnd1,3
2021-22,1610612748,MIA,42100104,2022-04-24,MIA,ATL,1610612737,110,86,W,24,rnd1,4
2021-22,1610612748,MIA,42100105,2022-04-26,ATL,MIA,1610612737,97,94,W,3,rnd1,5
2021-22,1610612748,MIA,42100201,2022-05-02,PHI,MIA,1610612755,106,92,W,14,sf,1
2021-22,1610612748,MIA,42100202,2022-05-04,PHI,MIA,1610612755,119,103,W,16,sf,2
2021-22,1610612748,MIA,42100203,2022-05-06,MIA,PHI,1610612755,79,99,L,-20,sf,3
2021-22,1610612748,MIA,42100204,2022-05-08,MIA,PHI,1610612755,108,116,L,-8,sf,4
2021-22,1610612748,MIA,42100205,2022-05-10,PHI,MIA,1610612755,120,85,W,35,sf,5
2021-22,1610612748,MIA,42100206,2022-05-12,MIA,PHI,1610612755,99,90,W,9,sf,6
2021-22,1610612748,MIA,42100301,2022-05-17,BOS,MIA,1610612738,118,107,W,11,conf,1
2021-22,1610612748,MIA,42100302,2022-05-19,BOS,MIA,1610612738,102,127,L,-25,conf,2
2021-22,1610612748,MIA,42100303,2022-05-21,MIA,BOS,1610612738,109,103,W,6,conf,3
2021-22,1610612748,MIA,42100304,2022-05-23,MIA,BOS,1610612738,82,102,L,-20,conf,4
2021-22,1610612748,MIA,42100305,2022-05-25,BOS,MIA,1610612738,80,93,L,-13,conf,5
2021-22,1610612748,MIA,42100306,2022-05-27,MIA,BOS,1610612738,111,103,W,8,conf,6
2021-22,1610612748,MIA,42100307,2022-05-29,BOS,MIA,1610612738,96,100,L,-4,conf,7
2021-22,1610612749,MIL,42100121,2022-04-17,CHI,MIL,1610612741,93,86,W,7,rnd1,1
2021-22,1610612749,MIL,42100122,2022-04-20,CHI,MIL,1610612741,110,114,L,-4,rnd1,2
2021-22,1610612749,MIL,42100123,2022-04-22,MIL,CHI,1610612741,111,81,W,30,rnd1,3
2021-22,1610612749,MIL,42100124,2022-04-24,MIL,CHI,1610612741,119,95,W,24,rnd1,4
2021-22,1610612749,MIL,42100125,2022-04-27,CHI,MIL,1610612741,116,100,W,16,rnd1,5
2021-22,1610612749,MIL,42100211,2022-05-01,MIL,BOS,1610612738,101,89,W,12,sf,1
2021-22,1610612749,MIL,42100212,2022-05-03,MIL,BOS,1610612738,86,109,L,-23,sf,2
2021-22,1610612749,MIL,42100213,2022-05-07,BOS,MIL,1610612738,103,101,W,2,sf,3
2021-22,1610612749,MIL,42100214,2022-05-09,BOS,MIL,1610612738,108,116,L,-8,sf,4
2021-22,1610612749,MIL,42100215,2022-05-11,MIL,BOS,1610612738,110,107,W,3,sf,5
2021-22,1610612749,MIL,42100216,2022-05-13,BOS,MIL,1610612738,95,108,L,-13,sf,6
2021-22,1610612749,MIL,42100217,2022-05-15,MIL,BOS,1610612738,81,109,L,-28,sf,7
2021-22,1610612750,MIN,42100151,2022-04-16,MIN,MEM,1610612763,130,117,W,13,rnd1,1
2021-22,1610612750,MIN,42100152,2022-04-19,MIN,MEM,1610612763,96,124,L,-28,rnd1,2
2021-22,1610612750,MIN,42100153,2022-04-21,MEM,MIN,1610612763,95,104,L,-9,rnd1,3
2021-22,1610612750,MIN,42100154,2022-04-23,MEM,MIN,1610612763,119,118,W,1,rnd1,4
2021-22,1610612750,MIN,42100155,2022-04-26,MIN,MEM,1610612763,109,111,L,-2,rnd1,5
2021-22,1610612750,MIN,42100156,2022-04-29,MEM,MIN,1610612763,106,114,L,-8,rnd1,6
2021-22,1610612740,NOP,42100141,2022-04-17,NOP,PHX,1610612756,99,110,L,-11,rnd1,1
2021-22,1610612740,NOP,42100142,2022-04-19,NOP,PHX,1610612756,125,114,W,11,rnd1,2
2021-22,1610612740,NOP,42100143,2022-04-22,PHX,NOP,1610612756,111,114,L,-3,rnd1,3
2021-22,1610612740,NOP,42100144,2022-04-24,PHX,NOP,1610612756,118,103,W,15,rnd1,4
2021-22,1610612740,NOP,42100145,2022-04-26,NOP,PHX,1610612756,97,112,L,-15,rnd1,5
2021-22,1610612740,NOP,42100146,2022-04-28,PHX,NOP,1610612756,109,115,L,-6,rnd1,6
2021-22,1610612755,PHI,42100131,2022-04-16,TOR,PHI,1610612761,131,111,W,20,rnd1,1
2021-22,1610612755,PHI,42100132,2022-04-18,TOR,PHI,1610612761,112,97,W,15,rnd1,2
2021-22,1610612755,PHI,42100133,2022-04-20,PHI,TOR,1610612761,104,101,W,3,rnd1,3
2021-22,1610612755,PHI,42100134,2022-04-23,PHI,TOR,1610612761,102,110,L,-8,rnd1,4
2021-22,1610612755,PHI,42100135,2022-04-25,TOR,PHI,1610612761,88,103,L,-15,rnd1,5
2021-22,1610612755,PHI,42100136,2022-04-28,PHI,TOR,1610612761,132,97,W,35,rnd1,6
2021-22,1610612755,PHI,42100201,2022-05-02,PHI,MIA,1610612748,92,106,L,-14,sf,1
2021-22,1610612755,PHI,42100202,2022-05-04,PHI,MIA,1610612748,103,119,L,-16,sf,2
2021-22,1610612755,PHI,42100203,2022-05-06,MIA,PHI,1610612748,99,79,W,20,sf,3
2021-22,1610612755,PHI,42100204,2022-05-08,MIA,PHI,1610612748,116,108,W,8,sf,4
2021-22,1610612755,PHI,42100205,2022-05-10,PHI,MIA,1610612748,85,120,L,-35,sf,5
2021-22,1610612755,PHI,42100206,2022-05-12,MIA,PHI,1610612748,90,99,L,-9,sf,6
2021-22,1610612756,PHX,42100141,2022-04-17,NOP,PHX,1610612740,110,99,W,11,rnd1,1
2021-22,1610612756,PHX,42100142,2022-04-19,NOP,PHX,1610612740,114,125,L,-11,rnd1,2
2021-22,1610612756,PHX,42100143,2022-04-22,PHX,NOP,1610612740,114,111,W,3,rnd1,3
2021-22,1610612756,PHX,42100144,2022-04-24,PHX,NOP,1610612740,103,118,L,-15,rnd1,4
2021-22,1610612756,PHX,42100145,2022-04-26,NOP,PHX,1610612740,112,97,W,15,rnd1,5
2021-22,1610612756,PHX,42100146,2022-04-28,PHX,NOP,1610612740,115,109,W,6,rnd1,6
2021-22,1610612756,PHX,42100221,2022-05-02,DAL,PHX,1610612742,121,114,W,7,sf,1
2021-22,1610612756,PHX,42100222,2022-05-04,DAL,PHX,1610612742,129,109,W,20,sf,2
2021-22,1610612756,PHX,42100223,2022-05-06,PHX,DAL,1610612742,94,103,L,-9,sf,3
2021-22,1610612756,PHX,42100224,2022-05-08,PHX,DAL,1610612742,101,111,L,-10,sf,4
2021-22,1610612756,PHX,42100225,2022-05-10,DAL,PHX,1610612742,110,80,W,30,sf,5
2021-22,1610612756,PHX,42100226,2022-05-12,PHX,DAL,1610612742,86,113,L,-27,sf,6
2021-22,1610612756,PHX,42100227,2022-05-15,DAL,PHX,1610612742,90,123,L,-33,sf,7
2021-22,1610612761,TOR,42100131,2022-04-16,TOR,PHI,1610612755,111,131,L,-20,rnd1,1
2021-22,1610612761,TOR,42100132,2022-04-18,TOR,PHI,1610612755,97,112,L,-15,rnd1,2
2021-22,1610612761,TOR,42100133,2022-04-20,PHI,TOR,1610612755,101,104,L,-3,rnd1,3
2021-22,1610612761,TOR,42100134,2022-04-23,PHI,TOR,1610612755,110,102,W,8,rnd1,4
2021-22,1610612761,TOR,42100135,2022-04-25,TOR,PHI,1610612755,103,88,W,15,rnd1,5
2021-22,1610612761,TOR,42100136,2022-04-28,PHI,TOR,1610612755,97,132,L,-35,rnd1,6
2021-22,1610612762,UTA,42100171,2022-04-16,UTA,DAL,1610612742,99,93,W,6,rnd1,1
2021-22,1610612762,UTA,42100172,2022-04-18,UTA,DAL,1610612742,104,110,L,-6,rnd1,2
2021-22,1610612762,UTA,42100173,2022-04-21,DAL,UTA,1610612742,118,126,L,-8,rnd1,3
2021-22,1610612762,UTA,42100174,2022-04-23,DAL,UTA,1610612742,100,99,W,1,rnd1,4
2021-22,1610612762,UTA,42100175,2022-04-25,UTA,DAL,1610612742,77,102,L,-25,rnd1,5
2021-22,1610612762,UTA,42100176,2022-04-28,DAL,UTA,1610612742,96,98,L,-2,rnd1,6
